headline,date,id,doc_type,material_type,sectionname,keywords,printpage,wordcount,newsdesk
"As Monkeypox Spreads, U.S. Declares a Health Emergency",2022-08-04,nyt://article/ea052efa-aa17-553b-aad7-61440ad4195b,article,News,Health,"['your-feed-science', 'Monkeypox', 'Epidemics', 'Vaccination and Immunization', 'Disease Rates', 'United States Politics and Government', 'Homosexuality and Bisexuality']",1,1604,Science
Classic Internet Censorship,2022-08-04,nyt://article/a4d06f16-29cb-5664-ac57-15837dc5d458,article,News,Technology,"['internal-sub-only-nl', 'Computers and the Internet', 'Censorship', 'Freedom of Speech and Expression', 'Politics and Government']",5,1541,Business
‘Bliss’ Review: Working Girls,2022-08-04,nyt://article/f37f3cbc-8cc5-5624-9b7d-ee618984941a,article,Review,Movies,['Movies'],5,344,Weekend
‘They/Them’ Review: Scared Straight,2022-08-04,nyt://article/588ba6f0-1cc3-5320-b9c5-95344f2f9cd7,article,Review,Movies,['Movies'],7,271,Weekend
"Terry Castro, a Proud Outsider in the Jewelry World, Dies at 50",2022-08-04,nyt://article/1ccd9f09-9b52-53e5-b5f2-824923bb614c,article,Obituary (Obit),Style,"['Deaths (Obituaries)', 'Jewels and Jewelry', 'Design', 'Fashion and Apparel', 'Black People', 'Blacks', 'Race and Ethnicity']",27,1124,Obits
‘Luck’ Review: Bad Day at the Fortune Factory,2022-08-04,nyt://article/63d0c13a-a417-5011-9f91-701142016d8a,article,Review,Movies,['Movies'],7,311,Weekend
‘Bullet Train’ Review: Ride and Die,2022-08-04,nyt://article/6ac83406-e361-5cca-8125-061715b68a2f,article,Review,Movies,['Movies'],4,800,Weekend
Four Movies About Summer to Stream Now,2022-08-04,nyt://article/95622eb3-ff03-5485-80f5-2cbfb445354c,article,News,Movies,['Movies'],6,1142,Weekend
"Pitching G.O.P. on Gay Marriage Bill, Tammy Baldwin Leaves Nothing to Chance",2022-08-04,nyt://article/e9b81f13-0635-5188-9bd4-864e923a4a7a,article,News,U.S.,"['Law and Legislation', 'Same-Sex Marriage, Civil Unions and Domestic Partnerships', 'United States Politics and Government', 'Homosexuality and Bisexuality']",17,1630,Washington
The Problem With Wine Bottles,2022-08-04,nyt://article/4b45f4a8-7b64-5225-89ee-4c0120d70f7d,article,News,Food,"['Wines', 'Glass', 'Global Warming']",2,1579,Dining
DeSantis Suspends Tampa Prosecutor Who Vowed Not to Criminalize Abortion,2022-08-04,nyt://article/685bbf42-c2ca-560c-9a85-03931d8ffa97,article,News,U.S.,['Abortion'],16,1044,National
‘Wedding Season’ Review: Much ‘I Do’ About Nothing,2022-08-04,nyt://article/b592c86a-0eec-5e7e-a787-f6757dde8624,article,Review,Movies,['Movies'],6,254,Weekend
The Case of the Artist and the True-Crime Documentary,2022-08-04,nyt://article/7444399b-a4d1-5814-aa70-1c025ec89fc9,article,News,Arts,"['Documentary Films and Programs', 'Television', 'Murders, Attempted Murders and Homicides']",1,1356,Culture
Lawyer Says He Intends to Give Alex Jones’s Texts to House Jan. 6 Panel,2022-08-04,nyt://article/5e934764-48ea-5c57-8803-af99396c171c,article,News,U.S.,"['Storming of the US Capitol (Jan, 2021)', 'United States Politics and Government', 'Newtown, Conn, Shooting (2012)', 'Rumors and Misinformation']",18,727,Washington
Battle Over People’s Park in Berkeley,2022-08-04,nyt://interactive/7bd5e482-a6a1-5f9d-96f3-448a9da9219c,multimedia,Interactive Feature,U.S.,"['Demonstrations, Protests and Riots', 'Colleges and Universities']",,0,U.S.
Updated Hurricane Forecast Still Predicts ‘Above Normal’ Season,2022-08-04,nyt://article/8240d388-0fb7-55a7-85dc-362e15070c40,article,News,Climate,"['Hurricanes and Tropical Storms', 'Global Warming', 'Weather']",,385,Climate
‘Rise of the Teenage Mutant Ninja Turtles’ Review: More Turtle Power,2022-08-04,nyt://article/2f029dae-2410-5451-854d-e52323c71d59,article,Review,Movies,['Movies'],6,321,Weekend
"With 5 Missiles, China Sends Stark Signal to Japan and U.S. on Taiwan",2022-08-04,nyt://article/e008036d-5be2-59a6-ad66-c51f8b1baae5,article,News,World,"['United States International Relations', 'War and Armed Conflicts']",6,1095,Foreign
‘Faith’ Review: Training to Fight Demons at a Monastery,2022-08-04,nyt://article/f0df979b-2b4e-5469-b9dc-1fbbd46bf2fb,article,Review,Movies,"['Documentary Films and Programs', 'Monasteries and Monks', 'Women and Girls', 'Religion and Belief', 'Communes']",7,310,Weekend
Here’s What School Covid Policies Should Look Like This Year,2022-08-04,nyt://article/3be0830a-f51b-5711-82b5-9dda49ebf982,article,Op-Ed,Opinion,"['Coronavirus (2019-nCoV)', 'Masks', 'Education (K-12)', 'Coronavirus Risks and Safety Concerns', 'Children and Childhood', 'Parenting']",19,1856,OpEd
Blame Canada (or at Least Ontario) for a Wealth of Smart Revivals,2022-08-04,nyt://article/38c5a8db-9cb5-5d8c-9612-c6e1d261b34b,article,News,Theater,"['Theater', 'Stratford Shakespeare Festival', 'Shaw Festival']",1,1566,Weekend
"Robert E. Simanek, Korean War Medal of Honor Recipient, Dies at 92",2022-08-04,nyt://article/ea10064a-7f20-563f-8f12-56a30589d993,article,Obituary (Obit),U.S.,"['Deaths (Obituaries)', 'Medal of Honor (US)', 'Korean War']",11,713,Obits
Beirut Port Silos Partly Collapse on Second Anniversary of Blast,2022-08-04,nyt://article/2f73ff2d-7cd9-5a31-8343-911de731db09,article,News,World,"['Beirut, Lebanon, Explosions (2020)', 'Ports', 'Accidents and Safety', 'Politics and Government', 'Hazardous and Toxic Substances']",7,708,Foreign
Private Equity Doesn’t Want You to Read This,2022-08-04,nyt://article/2523cd12-c1fa-5844-b6d4-68cd9b9f01e1,article,Op-Ed,Opinion,"['Private Equity', 'Taxation', 'Hedge Funds', 'Finances', 'Income Inequality']",,1301,OpEd
Transportation Dept. Proposes New Rule to Ease Air Travel Chaos for Passengers,2022-08-04,nyt://article/8a0b6bbb-742d-5e8f-a298-c5f27948d6a8,article,News,Business Day,"['AIRLINES AND AIRPLANES', 'Coronavirus (2019-nCoV)', 'Delays (Transportation)', 'Rebates and Refunds', 'Transportation', 'Travel and Vacations']",6,589,Business
The Case for Mandatory National Service,2022-08-04,nyt://article/b68f9baa-64fd-58d3-8534-4ff05a4d46f6,article,Op-Ed,Opinion,"['internal-sub-only-nl', 'Volunteers and Community Service', 'Labor and Jobs', 'United States Economy']",,1645,OpEd
‘A political pawn’: Outrage grows in the United States over Griner’s sentencing.,2022-08-04,nyt://article/91a23b2e-0c9d-50ef-adcb-c31acde6f28e,article,News,Sports,"['Decisions and Verdicts', 'Political Prisoners']",,656,Sports
How Much Watching Time Do You Have This Weekend?,2022-08-04,nyt://article/fd2b36ae-23bf-50a6-ae1b-253e3716a4a9,article,News,Arts,['Television'],2,425,Weekend
The I.R.S. says new funding won’t mean more audits for middle-income Americans.,2022-08-04,nyt://article/54ab7186-1992-5e61-9efe-ef9fde8ebba9,article,News,Business Day,"['Tax Evasion', 'Taxation', 'High Net Worth Individuals', 'Inflation Reduction Act of 2022']",,495,Business
"Weekly Health Quiz: Monkeypox, Vitamin B6 and Nicotine Withdrawal",2022-08-04,nyt://interactive/16a8ed56-6f0c-528d-837e-87cb32d019d0,multimedia,Interactive Feature,Well,"['Vitamins', 'Monkeypox', 'Mental Health and Disorders', 'Wildfires', 'Testosterone']",,0,Well
Suspect Arrested After 4 People Found Dead at 2 Homes in Nebraska,2022-08-04,nyt://article/dfe2a5f0-1f65-5077-ad73-0218afdaae53,article,News,U.S.,"['Fires and Firefighters', 'Deaths (Fatalities)', 'Murders, Attempted Murders and Homicides', 'Arson']",,393,Express
Nine Years in a Prison Camp for Brittney Griner,2022-08-04,nyt://article/63061608-e207-5b13-825f-815dc3f53fb9,article,News,Briefing,"['Russian Invasion of Ukraine (2022)', 'War and Armed Conflicts', 'International Relations', 'Refugees and Displaced Persons', 'Basketball', 'Cold War Era', 'Prisoners of War']",,1301,NYTNow
Ballots still being tallied in close Republican primary for Arizona governor.,2022-08-04,nyt://article/c4d5819a-14a9-5d7b-9ae2-879d800ddfd1,article,News,U.S.,[],,251,Politics
South Korea Launches First Moon Mission on SpaceX Rocket,2022-08-04,nyt://article/5e6576ef-4689-5aff-a0e8-902ec6c5bdf9,article,News,Science,"['Moon', 'Space and Astronomy', 'Rocket Science and Propulsion', 'Private Spaceflight', 'Research']",11,734,Science
Griner is being sent to a Russian penal colony. What is that?,2022-08-04,nyt://article/78614bd9-968a-5e80-bfa4-c32800544d62,article,News,World,"['Political Prisoners', 'Prisons and Prisoners', 'Propaganda']",,347,Foreign
Hockey Canada to Be Investigated After Settling Sexual Assault Complaints,2022-08-04,nyt://article/3c459532-da3f-517d-b948-e40c9e34a35d,article,News,World,"['Sex Crimes', 'Suits and Litigation (Civil)', 'Hockey, Ice']",,657,Foreign
Warner Bros. Discovery reveals plans for free streaming service,2022-08-04,nyt://article/76386151-f17d-5a36-ac7e-716d6defeaca,article,News,Business Day,"['Television', 'Advertising and Marketing', 'Movies', 'Layoffs and Job Reductions', 'Company Reports', 'Video Recordings, Downloads and Streaming']",4,811,Business
Three Tourists Are Injured Near Volcanic Eruption in Iceland,2022-08-04,nyt://article/b6050712-ce3a-597c-92f3-5415e82ec502,article,News,World,"['Volcanoes', 'AIRLINES AND AIRPLANES', 'Travel and Vacations']",10,616,Express
A Large Object Landed on His Sheep Farm. It Came From Space.,2022-08-04,nyt://article/da651fb6-3c95-5b77-817f-5dc05ad356f0,article,News,World,"['Private Spaceflight', 'Waste Materials and Disposal']",11,965,Express
"Russian Court Sentences Griner to 9 Years, Raising Pressure on Biden",2022-08-04,nyt://article/4a07251e-32d3-568b-9b98-6e56e0516ee6,article,News,World,"['Political Prisoners', 'United States International Relations', 'Decisions and Verdicts', 'Russian Invasion of Ukraine (2022)']",1,1305,Foreign
"Jennifer Bartlett, Conceptual Painter on Vast Scale, Is Dead at 81",2022-08-04,nyt://article/50fed73b-c7f4-5c96-b1ea-434d61e93531,article,Obituary (Obit),Arts,"['Deaths (Obituaries)', 'Art']",11,1843,Obits
Your Friday Briefing: Russia Sentences Brittney Griner to 9 Years,2022-08-04,nyt://article/b7817547-3d60-58ab-b738-62ed6f628751,article,briefing,Briefing,[],,1286,NYTNow
"Georges Briguet, Who Presided Over Le Périgord, Dies at 85",2022-08-04,nyt://article/ac9be5f4-53f5-51f5-9702-15dd07c38663,article,Obituary (Obit),Food,"['Restaurants', 'Deaths (Obituaries)']",10,870,Obits
Tennessee Primary Election Results,2022-08-04,nyt://interactive/8f9bc42a-77ed-5a9f-a2f0-8442428cced2,multimedia,Interactive Feature,U.S.,[],,0,U.S.
Jurors Award Sandy Hook Parents $4 Million in Damages,2022-08-04,nyt://article/7bc29811-2f93-5e79-b0a7-71416aa11467,article,News,U.S.,"['Newtown, Conn, Shooting (2012)', 'Conspiracy Theories', 'Decisions and Verdicts', 'Compensation for Damages (Law)', 'Libel and Slander']",1,1050,Washington
Tennessee Governor Primary Election Results,2022-08-04,nyt://interactive/849ebcc2-3f3b-5834-8128-883ff8076f89,multimedia,,U.S.,"['Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses', 'Elections, Governors']",,0,Graphics
Tennessee First Congressional District Primary Election Results,2022-08-04,nyt://interactive/0bef2f04-25cc-50c2-99a9-4b70ad3fbe73,multimedia,,U.S.,"['Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses', 'Elections, House of Representatives']",,0,Graphics
Tennessee Seventh Congressional District Primary Election Results,2022-08-04,nyt://interactive/2754b9a7-c678-57cd-b9b4-95b82c1f4539,multimedia,,U.S.,"['Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses', 'Elections, House of Representatives']",,0,Graphics
Tennessee Fourth Congressional District Primary Election Results,2022-08-04,nyt://interactive/f784c0bb-6fee-5e9a-a94a-b955c1737e64,multimedia,,U.S.,"['Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses', 'Elections, House of Representatives']",,0,Graphics
Tennessee Fifth Congressional District Primary Election Results,2022-08-04,nyt://interactive/eced5cb1-344c-55e0-b5ce-c2055047b59f,multimedia,,U.S.,"['Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses', 'Elections, House of Representatives']",,0,Graphics
Tennessee Ninth Congressional District Primary Election Results,2022-08-04,nyt://interactive/85625c9b-d81b-5389-8937-f21c22f463e1,multimedia,,U.S.,"['Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses', 'Elections, House of Representatives']",,0,Graphics
Tennessee Sixth Congressional District Primary Election Results,2022-08-04,nyt://interactive/212bdccf-73d6-56b6-8853-517e890477b1,multimedia,,U.S.,"['Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses', 'Elections, House of Representatives']",,0,Graphics
Tennessee Third Congressional District Primary Election Results,2022-08-04,nyt://interactive/c324049a-0d08-5c65-ac7e-a57a6884d9c7,multimedia,,U.S.,"['Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses', 'Elections, House of Representatives']",,0,Graphics
Tennessee Second Congressional District Primary Election Results,2022-08-04,nyt://interactive/3f7807e6-a5ac-5648-b45f-e737b3576c79,multimedia,,U.S.,"['Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses', 'Elections, House of Representatives']",,0,Graphics
Tennessee Eighth Congressional District Primary Election Results,2022-08-04,nyt://interactive/470293f4-b290-54dd-8441-bc6552a798b2,multimedia,,U.S.,"['Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses', 'Elections, House of Representatives']",,0,Graphics
Polio Symptoms and Prevention: What to Know,2022-08-04,nyt://article/0cb271f8-79fa-50d6-b8a7-458bbd2ba1af,article,News,Well,"['Poliomyelitis', 'Vaccination and Immunization', 'Paralysis']",,1514,Well
A Sandy Hook victim’s parents seek truth and to ‘restore the honor’ of their son.,2022-08-04,nyt://article/55b6c40a-a694-5636-8ddb-aa04a306de2a,article,News,U.S.,"['Newtown, Conn, Shooting (2012)', 'Children and Childhood']",,519,Express
Musk Says Twitter Committed Fraud in Dispute Over Fake Accounts,2022-08-04,nyt://article/067c02d7-9fb6-5ac4-bf56-09f0b6f8654d,article,News,Technology,"['Mergers, Acquisitions and Divestitures', 'Social Media', 'Computers and the Internet', 'Suits and Litigation (Civil)']",1,853,Business
Your Thursday Evening Briefing,2022-08-04,nyt://article/3985a914-2537-536d-ae0c-7fd140dfa745,article,briefing,Briefing,[],,1272,NYTNow
N.F.L. Adviser to Hear the Appeal of Deshaun Watson’s Suspension,2022-08-04,nyt://article/111c5819-626a-5890-8c4b-d6761a919a14,article,News,Sports,"['Football', 'Arbitration, Conciliation and Mediation', 'Sex Crimes']",8,815,Sports
Trial of Former Twitter Employee Accused of Spying Heads to Jury,2022-08-04,nyt://article/9d70c134-a4a6-5cd8-9680-84889df7564a,article,News,Business Day,"['Social Media', 'Computers and the Internet']",5,487,Business
Why the sharing of Alex Jones’s text messages is ‘really wild.’,2022-08-04,nyt://article/3023c9b9-c7f8-53ec-87ec-14a178ab8fe1,article,News,U.S.,[],,903,Washington
"Not Enough Cooling Centers in New York City’s Hottest Areas, Study Finds",2022-08-04,nyt://article/240ba9f6-cf82-5aa1-8be2-a408a88696d0,article,News,New York,['Heat and Heat Waves'],,456,Metro
Georgia Abortion Law Says a Fetus Is Tax Deductible,2022-08-04,nyt://article/404b707d-3b18-5d21-afad-983a8beb9637,article,News,U.S.,"['Abortion', 'Law and Legislation']",14,841,National
Why American Conservatives Love Viktor Orban,2022-08-04,nyt://article/a1aa2f0a-56b5-56f2-a16d-31463c563829,article,News,U.S.,"['United States Politics and Government', 'internal-sub-only-nl', 'Fringe Groups and Movements', 'Conservatism (US Politics)']",,1635,Politics
Republicans Flail and Fail on Taxes,2022-08-04,nyt://article/54f035eb-6e28-5231-ad61-a4c3dd53db6e,article,Op-Ed,Opinion,"['Inflation Reduction Act of 2022', 'Tax Evasion', 'Global Warming', 'Medicare', 'Tax Credits, Deductions and Exemptions', 'Health Insurance and Managed Care']",21,881,OpEd
What Is It About Friendships That Is So Powerful?,2022-08-04,nyt://article/c5d8eac6-a898-540e-9fd3-241e9600b6e7,article,Op-Ed,Opinion,"['Friendship', 'Children and Childhood', 'Income Inequality', 'Poverty']",20,1205,OpEd
‘The Nosebleed’ Review: Reconciling the Ghosts in the Attic,2022-08-04,nyt://article/3b226576-e7be-5e13-8924-95080c21521d,article,Review,Theater,['Theater'],5,621,Culture
Three more ships carrying grain depart from Ukraine.,2022-08-04,nyt://article/a83b1ceb-62b6-52ee-8b0c-0f31f5daf82a,article,News,World,"['Ships and Shipping', 'Russian Invasion of Ukraine (2022)', 'Grain', 'Shortages', 'Food']",,299,Foreign
Griner’s Guilty Verdict Strengthens Supporters’ Resolve,2022-08-04,nyt://article/b62d59db-3b63-5adf-ab8d-6f0d03852181,article,News,Sports,"['Russian Invasion of Ukraine (2022)', 'United States International Relations', 'Political Prisoners', 'Marijuana', 'Politics and Government']",8,1149,Sports
In Defense of Daydreaming,2022-08-05,nyt://article/2493cc33-ffa0-5718-b2a2-2d921efed13c,article,News,Well,"['Happiness', ""Alzheimer's Disease"", 'Social Media']",,1348,Well
Jurors award $45.2 million in punitive damages after lawyer for Sandy Hook parents asks them to ‘stop Alex Jones.’,2022-08-05,nyt://article/fea5ce7c-39b7-5636-bb33-a91e5d2c4dca,article,News,U.S.,"['Newtown, Conn, Shooting (2012)', 'Compensation for Damages (Law)', 'Suits and Litigation (Civil)', 'Conspiracy Theories']",,395,Business
What Questions Do You Have About Spelling Bee?,2022-08-05,nyt://article/e00f33c7-4f13-557d-8eac-748b0b2cf1eb,article,News,Briefing,['internal-open-access'],,42,NYTNow
Several Northeast Cities Set New Record Temperatures Amid Heat Wave,2022-08-05,nyt://article/988310ab-e784-5bf6-be4f-870142e68fb5,article,News,U.S.,"['Heat and Heat Waves', 'Weather']",,269,National
Opponents of Outdoor Dining Renew Fight Against Sheds,2022-08-05,nyt://article/dfa486b9-3d67-549f-acc4-407050037f77,article,briefing,New York,"['Restaurants', 'Coronavirus (2019-nCoV)']",,1436,Metro
Lightning Strike Near White House Kills 3,2022-08-05,nyt://article/8e05f221-82f2-5b63-bb7b-3e899dc9b23d,article,News,U.S.,"['Lightning', 'Weather', 'Deaths (Fatalities)']",24,387,Express
"Sinema Agrees to Climate and Tax Deal, Clearing the Way for Votes",2022-08-05,nyt://article/38d8c2ab-4c58-5fd5-a362-2db6729504bd,article,News,U.S.,"['Inflation Reduction Act of 2022', 'United States Politics and Government', 'Law and Legislation', 'Federal Taxes (US)', 'Corporate Taxes', 'Income Tax']",18,1079,Washington
Hair-Highlighting Technique,2022-08-05,nyt://article/d9717ec5-d15b-5792-9593-93c952afba2d,article,News,Crosswords & Games,['Crossword Puzzles'],,719,Games
Variety: Puns and Anagrams,2022-08-05,nyt://article/4408b4b0-3bde-5934-8e6f-4ed9a5d509a6,article,News,Crosswords & Games,[],,744,Games
"New York May Face ‘Tip of the Iceberg’ With Polio, Health Chief Says",2022-08-05,nyt://article/a0009cc9-1f9a-5475-ad4f-01c7044b9df2,article,News,New York,"['Poliomyelitis', 'Disease Rates', 'Vaccination and Immunization', 'Politics and Government']",19,633,Metro
"Kari Lake, Backed by Trump, Wins Arizona’s G.O.P. Governor Primary",2022-08-05,nyt://article/a4e858d4-8f3b-5cbf-adba-eff034b403ec,article,News,U.S.,"['Midterm Elections (2022)', 'Elections, Governors']",,293,Politics
Your Friday Briefing,2022-08-05,nyt://article/b7d2690c-6f14-5de9-8c3e-a44b2df5cf8c,article,News,Briefing,"['Monkeypox', 'United States International Relations', 'War and Armed Conflicts', 'Russian Invasion of Ukraine (2022)', 'Heat and Heat Waves', 'Space and Astronomy']",,1422,NYTNow
Man Who Threatened to Kill Fauci Is Sentenced to 3 Years in Prison,2022-08-05,nyt://article/6f272ce2-f82e-5d07-bc90-11a66fd0626e,article,News,U.S.,"['Coronavirus (2019-nCoV)', 'Threats and Threatening Messages']",,643,Express
"Corrections: Aug. 5, 2022",2022-08-05,nyt://article/c4109fc6-bd0c-5fb9-b254-41902813b677,article,Correction,Corrections,[],19,232,Corrections
Quotation of the Day: An Imperfect Decade,2022-08-05,nyt://article/46578253-269d-5e81-9aad-bc90baa25705,article,Quote,Today’s Paper,[],3,41,Summary
"China Sends Ships and Planes Toward Taiwan, Defying Rising Criticism",2022-08-05,nyt://article/71ff93df-fac9-53be-8afb-6ef49a14455b,article,News,World,"['United States International Relations', 'Defense and Military Forces', 'Politics and Government']",1,1401,Foreign
"After a First Date at Popeyes, Marriage Was on the Menu",2022-08-05,nyt://article/34e2c892-6de9-5775-82c1-8291f4d51680,article,News,Style,['Weddings and Engagements'],12,726,Styles
"Fourteen Years Later, They Finally, Fortunately, Wed",2022-08-05,nyt://article/a1ce845b-39b0-5f4a-b324-37b589149aa2,article,News,Style,['Weddings and Engagements'],11,763,Styles
Joining a Theater Club Set the Stage for Romance,2022-08-05,nyt://article/45592db9-1a8f-5464-bebe-d44ad0da8a01,article,News,Style,['Weddings and Engagements'],12,758,Styles
"Please, God, Help Me Stop Missing Her",2022-08-05,nyt://article/84323316-8567-59f7-a01f-7a5c3577d728,article,News,Style,"['Love (Emotion)', 'Orthodox Judaism', 'Homosexuality and Bisexuality']",5,1551,Styles
"Near Castle Ruins, a Wedding with a Dash of ‘Game of Thrones’",2022-08-05,nyt://article/d6248099-cb00-5b18-b27e-cfa5ded1e385,article,News,Style,['Weddings and Engagements'],11,1648,Styles
Keyshawn Johnson Wants the N.F.L. to Remember Its ‘Forgotten Four’,2022-08-05,nyt://article/1e94c083-525f-5389-950d-f3debc565081,article,News,Sports,"['Football', 'Black People', 'Blacks', 'Discrimination', 'Halls of Fame']",9,1080,Sports
But I Wanted a Puppy!,2022-08-05,nyt://article/5c3badd3-ffc8-552d-903f-90b62224818e,article,Review,Books,"['Books and Literature', 'Children and Childhood', 'Families and Family Life', 'genre-books-childrens']",22,1125,BookReview
Griner’s Tearful W.N.B.A. Teammates Play On After Her Conviction,2022-08-05,nyt://article/ea94a9f3-405a-54f8-90bb-1b18872f67ad,article,News,Sports,"['Basketball', 'Political Prisoners', 'United States International Relations']",8,1024,Sports
"Driven by its first lady, Ukraine raises $5.4 million for off-road ambulances.",2022-08-05,nyt://article/2ec64d92-7304-5d90-9653-ab8bd4974733,article,News,World,"['Russian Invasion of Ukraine (2022)', 'War and Armed Conflicts']",,305,Foreign
"Putin and Erdogan find more room to cooperate at a meeting in Sochi, Russia.",2022-08-05,nyt://article/5f8512cc-071e-5e9f-9b00-f39633cb0bc1,article,News,World,"['International Relations', 'Russian Invasion of Ukraine (2022)', 'War and Armed Conflicts']",,650,Foreign
Trevor Noah Rips Russia for Brittney Griner Sentence,2022-08-05,nyt://article/6dbec477-75c9-58c8-b1a9-0a95c523345f,article,News,Arts,"['Television', 'internal-sub-only']",,416,Culture
Spelling Bee Forum,2022-08-05,nyt://article/2ba855b1-d249-5c46-b6ba-7f8f578b3c96,article,News,Crosswords & Games,[],,165,Games
"After Floods in Kentucky, a Reporter Lets Residents Talk",2022-08-05,nyt://article/89928c7e-1117-5c94-b4cf-2f189da436b4,article,News,Times Insider,['Floods'],2,763,Summary
How Republicans Are ‘Weaponizing’ Public Office Against Climate Action,2022-08-05,nyt://article/4dd6c852-00e7-5bbc-8d86-2e160905ca8c,article,News,Climate,"['Global Warming', 'Greenhouse Gas Emissions', 'Banking and Financial Institutions', 'Conservatism (US Politics)', 'Lobbying and Lobbyists', 'United States Politics and Government', 'States (US)', 'Oil (Petroleum) and Gasoline', 'Pensions and Retirement Plans', 'Boycotts', 'Coal', 'United States Economy', 'Corporate Social Responsibility']",1,2878,Climate
White House Responds to China’s Military Drills,2022-08-05,nyt://video/a31676d3-2bda-5621-82f0-7fe3cf7f6c5a,multimedia,Video,U.S.,"['Defense and Military Forces', 'United States Politics and Government']",,0,
5 Things to Do This Weekend,2022-08-05,nyt://interactive/6010dc1e-7ca9-5280-8288-cfb536a9ed70,multimedia,Interactive Feature,Arts,"['Movies', 'Comic Books and Strips', 'Art', 'Graphic Novels', 'Web-Original Programming']",,0,Arts
How to Sleep Like a Sleep Scientist,2022-08-05,nyt://interactive/e8b43eae-d8f4-5488-bec5-2f5acb78c336,multimedia,Interactive Feature,Well,['Sleep'],,0,Well
"The New York Times News Quiz, August 5, 2022",2022-08-05,nyt://interactive/5e61697b-14bd-5892-8b4d-8b74b16ea0ed,multimedia,Interactive Feature,Briefing,['internal-sub-only'],,0,Briefing
Gender Is Complicated for All of Us. Let’s Talk About It.,2022-08-05,nyt://article/f7aa2cb8-e7f2-5f43-8a79-4df849dfac07,article,Op-Ed,Opinion,"['Gender', 'Homosexuality and Bisexuality', 'Transgender and Transsexuals', 'audio-neutral-informative']",,441,OpEd
Prosecutor Who Investigated Police Corruption Will Lead N.Y.P.D. Watchdog,2022-08-05,nyt://article/0caaaaca-f74e-541b-94be-a1613ad86524,article,News,New York,"['Police Brutality, Misconduct and Shootings']",20,1014,Metro
The Case for Longtermism,2022-08-05,nyt://article/9eb37bca-a85d-5057-92e0-acfc72ad56be,article,Op-Ed,Opinion,"['Altruism', 'Ethics (Personal)', 'Artificial Intelligence', 'Nuclear Weapons', 'Greenhouse Gas Emissions', 'Philosophy']",5,2138,OpEd
Can a Neighborhood Be Instagrammed to Death?,2022-08-05,nyt://article/040d155b-6ee7-5008-94d5-e05ff83200d0,article,News,New York,"['Travel and Vacations', 'Social Media', 'Photography', 'Historic Buildings and Sites', 'Urban Areas', 'internal-sub-only']",3,1003,Metropolitan
It Was a Mistake to Let Kids Onto Social Media Sites. Here’s What to Do Now.,2022-08-05,nyt://article/6c17b006-0d09-5af2-93f7-7044761503e6,article,Op-Ed,Opinion,"['Social Media', 'Children and Childhood', 'Teenagers and Adolescence', 'Parenting', 'Privacy', 'Mental Health and Disorders', ""Children's Online Privacy Protection Act"", 'Regulation and Deregulation of Industry', 'Computers and the Internet', 'Age, Chronological']",,1251,OpEd
Broadway Baby: The Astonishing Autobiography of Mary Rodgers,2022-08-05,nyt://article/ab246177-43df-54b3-a558-5e24b4ed2c0b,article,Review,Books,"['Books and Literature', 'Theater']",12,1628,BookReview
For the Art of Love and the Love of Art,2022-08-05,nyt://article/cd396cda-fbc0-59a5-8c94-fc830790c77a,article,Review,Books,['Books and Literature'],,937,BookReview
"I’m Taiwanese, and I Want to Thank Nancy Pelosi",2022-08-05,nyt://article/d85b0f2c-4cb3-529f-a596-085bf5d1f3f7,article,Op-Ed,Opinion,"['International Relations', 'United States International Relations', 'Democracy (Theory and Philosophy)']",18,1190,OpEd
Raja Kumari Brings West Coast Rap to India,2022-08-05,nyt://article/98b5fba0-cf74-521f-8d83-ca7e90026ac1,article,News,Style,"['Music', 'Content Type: Personal Profile']",7,414,Styles
Heard the One About the Hole That Swallowed Part of Chicago?,2022-08-05,nyt://article/78be0916-db5c-5a05-80e3-6662c25cc28e,article,Review,Books,['Books and Literature'],9,880,BookReview
"20 Years at 30,000 Feet: A Flight Attendant Answers Readers’ Questions",2022-08-05,nyt://article/d95ae465-52cf-5fe6-a58a-f4190c2709b1,article,News,Travel,"['AIRLINES AND AIRPLANES', 'Anxiety and Stress', 'Flight Attendants', 'Travel and Vacations', 'Customs, Etiquette and Manners', 'Content Type: Service']",4,1576,Business
"In ‘A League of Their Own,’ Abbi Jacobson Makes the Team",2022-08-05,nyt://article/5a10381c-07e6-544b-b096-da09c8f7f8e4,article,News,Arts,"['Television', 'Women and Girls', 'Content Type: Personal Profile']",19,1629,Arts&Leisure
