headline,date,id,doc_type,material_type,sectionname,keywords,printpage,wordcount,newsdesk
How the N.Y.P.D. Failed Victims of Sexual Attacks,2022-08-01,nyt://article/14c086d1-84ef-5406-bed3-35f57102d02d,article,briefing,New York,"['Women and Girls', 'Sex Crimes', 'Police', 'Cameras', 'Traffic Accidents and Safety']",,1526,Metro
Spelling Bee Forum,2022-08-01,nyt://article/639711ef-5c96-5a66-80c1-b297a1b45f66,article,News,Crosswords & Games,[],,165,Games
Trump-Backed Conspiracy Theorist Vies to Take Over Arizona Elections,2022-08-01,nyt://article/ad4f5acd-a914-5d76-aafc-61ef437b5382,article,News,U.S.,"['Presidential Election of 2020', 'Elections', 'Absentee Voting', 'Right-Wing Extremism and Alt-Right', 'Storming of the US Capitol (Jan, 2021)', 'Conspiracy Theories', 'Midterm Elections (2022)']",12,1666,Investigative
How Some Parents Changed Their Politics in the Pandemic,2022-08-01,nyt://article/06e4258b-0002-5e36-be45-3a3f40390fc9,article,News,Technology,"['Parenting', 'Coronavirus (2019-nCoV)', 'Demonstrations, Protests and Riots', 'Midterm Elections (2022)', 'Coronavirus Reopenings', 'Rumors and Misinformation', 'Social Media', 'Vaccination and Immunization', 'Masks', 'Children and Childhood', 'United States Politics and Government', 'audio-neutral-informative']",1,2334,Business
Video Shows Ship Loaded With Grain Leaving Ukraine Port,2022-08-01,nyt://video/b8c32e9e-b36c-5806-8405-fa9dd6b88bc8,multimedia,Video,World,['Russian Invasion of Ukraine (2022)'],,0,
Neil Gaiman Knows What Happens When You Dream,2022-08-01,nyt://interactive/cf35c48b-79f3-5c4e-88bb-e840e5919270,multimedia,Interactive Feature,Magazine,"['Books and Literature', 'Comic Books and Strips', 'Content Type: Personal Profile', 'Writing and Writers']",28,0,Magazine
"Liz Cheney Is Prepared to Lose Power, and It Shows",2022-08-01,nyt://article/26d33806-6a23-5580-851f-5737fb22b87b,article,Op-Ed,Opinion,"['United States Politics and Government', 'Content Type: Personal Profile', 'Storming of the US Capitol (Jan, 2021)', 'Midterm Elections (2022)']",22,2208,OpEd
I Gave Up on High Heels. What Can I Wear Instead?,2022-08-01,nyt://article/4b638c3c-0ace-568f-8fde-c0178f6cf143,article,News,Fashion & Style,"['Fashion and Apparel', 'Shoes and Boots', 'Content Type: Service']",,601,Styles
J. Lo and Liz Cheney and Us,2022-08-01,nyt://article/fbd5ea9c-9bb6-5fe3-8505-9ff05c94f2f6,article,News,Opinion,"['Women and Girls', ""Women's Rights"", 'Marriages', 'Storming of the US Capitol (Jan, 2021)', 'Names, Personal']",,1257,OpEd
Maybe Joe Biden Knows Joe Manchin Better Than We Thought,2022-08-01,nyt://article/47cc5847-a806-5b00-84e1-27848e15d726,article,Op-Ed,Opinion,"['United States Politics and Government', 'Inflation Reduction Act of 2022', 'Midterm Elections (2022)']",18,1667,OpEd
Why It’s So Hard to Find an Affordable Apartment in New York,2022-08-01,nyt://article/38373018-d4d7-5ea5-9c04-d95b109436ce,article,News,New York,"['Real Estate and Housing (Residential)', 'Affordable Housing', 'Renting and Leasing (Real Estate)', 'Zoning', 'audio-neutral-informative']",1,1648,Metro
Fed Up With Democratic Emails? You’re Not the Only One.,2022-08-01,nyt://article/01a6a1fb-5a24-544e-bcfa-65563a9da31d,article,Op-Ed,Opinion,"['Campaign Finance', 'Local Government', 'Midterm Elections (2022)', 'Volunteers and Community Service', 'United States Politics and Government']",,1412,OpEd
"One Woman’s Life in Subsidized Housing, and Her Campaign to Fix It",2022-08-01,nyt://article/d8ffc279-626c-55f4-ada3-55619750aacb,article,News,Real Estate,"['Real Estate and Housing (Residential)', 'Renting and Leasing (Real Estate)', 'Public and Subsidized Housing', 'Elevators and Escalators', 'Suits and Litigation (Civil)']",7,1279,RealEstate
"The Abortion Decision, Haunted by Brown v. Board of Education",2022-08-01,nyt://article/2f5958ca-6a22-587a-a396-e651cce25ca2,article,News,U.S.,"['Education (K-12)', 'Abortion', 'Decisions and Verdicts', 'Segregation and Desegregation', 'Brown v Board of Education (Supreme Court Decision)', 'Fourteenth Amendment (US Constitution)', 'Roe v Wade (Supreme Court Decision)', 'United States Politics and Government', ""Dobbs v Jackson Women's Health Organization (Supreme Court Decision)""]",14,906,Washington
Moving in With Mom: Redistricting Creates Upheaval for N.Y. Lawmakers,2022-08-01,nyt://article/2beeee5a-6d4f-53ec-bd55-5e5ced10a602,article,News,New York,"['Redistricting and Reapportionment', 'Elections, State Legislature', 'Politics and Government', 'Primaries and Caucuses']",11,1290,Metro
A Pelosi Trip to Taiwan Would Test China’s Appetite for Confrontation,2022-08-01,nyt://article/a69511e1-8a36-512d-8943-4b875c12e68c,article,News,World,"['United States International Relations', 'Defense and Military Forces', 'United States Politics and Government']",8,1609,Foreign
Pixar’s Ousted Founder Returns With Apple and ‘Luck’,2022-08-01,nyt://article/38d58e2b-cc46-56ab-b911-3da4d6fcf8ee,article,News,Business Day,"['Movies', '#MeToo Movement', 'Animated Films']",1,1441,Business
"In Races for Governor, Democrats See a Silver Lining",2022-08-01,nyt://article/adecd1a5-1972-5a73-a437-aea2a6d8ac0c,article,News,U.S.,"['Elections, Governors', 'Midterm Elections (2022)', 'Primaries and Caucuses', 'United States Politics and Government']",10,1771,Politics
"Who’s to Blame for a Factory Shutdown: A Company, or California?",2022-08-01,nyt://article/b63b90be-5dcc-514d-ab97-51dd274bf65e,article,News,Business Day,"['Meatpacking Plants and Slaughterhouses', 'Factories and Manufacturing', 'Shutdowns (Institutional)', 'Layoffs and Job Reductions', 'Organized Labor', 'Pork', 'Economic Conditions and Trends', 'Relocation of Business']",1,1580,Business
Cold-Plunging With Maine’s ‘Ice Mermaids’,2022-08-01,nyt://article/af88c0c2-907e-51de-9e84-7c0aa25169b4,article,News,Travel,"['Senses and Sensation', 'Ice', 'Saunas and Sweat Lodges', 'Water', 'Lakes', 'Photography']",,1668,Travel
What You Get for $2.7 Million in California,2022-08-01,nyt://slideshow/167d8704-6fcf-52d1-b5ff-e852d6918eea,multimedia,Slideshow,Real Estate,['Real Estate and Housing (Residential)'],,0,Real Estate
$2.7 Million Homes in California,2022-08-01,nyt://article/cff30da2-5b61-5069-86a2-762f29165f74,article,News,Real Estate,['Real Estate and Housing (Residential)'],,1163,RealEstate
Vast New Study Shows a Key to Reducing Poverty: More Friendships Between Rich and Poor,2022-08-01,nyt://interactive/e6131e1e-0a32-596c-9306-d30823e263ce,multimedia,Interactive Feature,The Upshot,"['Income Inequality', 'Income', 'Poverty', 'Friendship', 'Research']",1,0,Upshot
How Monkeypox Went From Containable to Crisis,2022-08-01,nyt://article/8aace443-7ab7-534e-927e-af6640c5ef96,article,News,Podcasts,"['Monkeypox', 'Medicine and Health', 'audio-neutral-informative']",,302,Podcasts
England Exults After Its Women’s Soccer Team Wins a Major Trophy,2022-08-01,nyt://article/9a655452-5f38-52a3-b89b-8940f32d2ebe,article,News,World,"['Women and Girls', 'Soccer', ""UEFA European Women's Championship (Soccer)""]",10,969,Foreign
‘Friending Bias’,2022-08-01,nyt://article/63455b5d-2fdb-5c42-9e89-846a40951917,article,briefing,Briefing,"['internal-storyline-no', 'Children and Childhood', 'United States Economy', 'Friendship', 'Income Inequality', 'Research']",,1636,NYTNow
Older Generations Are Reclaiming Rites of Passage,2022-08-01,nyt://article/2bd019d1-72ee-56c3-96f6-78482add8431,article,News,Health,"['Elderly', 'Funerals and Memorials', 'Age, Chronological', 'Families and Family Life', 'Religion and Belief']",3,1123,Science
Pelosi Backs Rep. Mondaire Jones in Crowded Open-Seat Race in New York,2022-08-01,nyt://article/4197b75b-a82c-525e-82d6-93070148793b,article,News,New York,"['United States Politics and Government', 'Endorsements', 'Elections, House of Representatives', 'Redistricting and Reapportionment', 'Midterm Elections (2022)', 'Primaries and Caucuses']",11,688,Metro
Ukraine wages a ‘deep war’ to degrade Russian forces as Moscow continues its scorched-earth campaign.,2022-08-01,nyt://article/ca5cbf89-c96e-5444-97f7-6ee18cfe4b96,article,News,World,['Russian Invasion of Ukraine (2022)'],,700,Foreign
Why an Iconic California Meatpacking Plant Is Closing,2022-08-01,nyt://article/0f749504-5930-5bb0-8ce5-dff7d93e8d44,article,briefing,U.S.,[],,952,National
The Legal Onslaught Facing Credit Card Companies,2022-08-01,nyt://article/e04d9e8f-36dc-5ff2-8f90-2e8c03d2bdda,article,News,Business Day,"['Child Abuse and Neglect', 'Pornography', 'Child Pornography']",,1694,Business
"Death Toll in Kentucky Rises to 37, With More Flooding Expected",2022-08-01,nyt://article/bd6dc7b3-1cd1-5623-b8a3-978f9e6bba9b,article,News,U.S.,"['Floods', 'Rain', 'Weather']",,639,Express
Stream These 9 Titles Before They Leave Netflix in August,2022-08-01,nyt://article/7c81077e-bab1-5d29-bab2-3a4910361c04,article,News,Movies,['Movies'],,1173,Culture
What to Cook Right Now,2022-08-01,nyt://article/f6d1d919-59c9-5224-a066-d8e114958550,article,Letter,Food,"['Cooking and Cookbooks', 'Content Type: Service']",,442,Dining
What Remote Work Debate? They’ve Been Back at the Office for a While.,2022-08-01,nyt://article/3e62e81d-7cd1-5de7-86fc-64ad6b783773,article,News,Business Day,"['Coronavirus Return to Office', 'Workplace Environment', 'Telecommuting']",1,1834,Business
U.N. Peacekeepers Kill 2 and Wound 15 in Congo,2022-08-01,nyt://article/2d430c7a-0c19-55f9-8ecc-228d8dcdfe16,article,News,World,"['Demonstrations, Protests and Riots', 'War Crimes, Genocide and Crimes Against Humanity', 'War and Armed Conflicts', 'Defense and Military Forces']",5,791,Foreign
This Pushy Plant Is the First Proved to Shove Its Neighbor,2022-08-01,nyt://article/3226cd12-b797-597f-a88c-a10174dacecf,article,News,Science,"['Flowers and Plants', 'Biodiversity', 'Research', 'your-feed-science']",2,775,Science
"In Israel, a Biblical Tongue Meets Gender Politics",2022-08-01,nyt://article/09d971c7-592b-5c92-bc9e-5780bc0458a8,article,News,World,"['Hebrew Language', 'Gender', 'Grammar', 'Jews and Judaism']",4,1209,Foreign
"LIV Golf, Trump and the Saudi Connection",2022-08-01,nyt://article/b3efb582-5f88-5362-b16f-251d4e25fbce,article,Letter,Opinion,"['United States Politics and Government', 'United States International Relations', 'Terrorism', 'September 11 (2001)', 'Abortion', 'Women and Girls', 'Firearms', 'Gun Control', 'Subways', 'Cellular Telephones', 'School Shootings and Armed Attacks', 'Wireless Communications']",19,1117,Letters
The government’s lawsuit to block Penguin Random House buying Simon & Schuster goes to trial.,2022-08-01,nyt://article/0ba35594-6485-5894-a4b3-03531bdba953,article,News,Business Day,[],,201,Business
The Remarkable ‘Reservation Dogs’ Runs Away Toward Home,2022-08-01,nyt://article/53f21fe2-2b15-51e1-b913-295c319fbbf3,article,Review,Arts,['Television'],1,1042,Culture
Beyoncé Will Change Lyrics After Criticism Over ‘Ableist Language’,2022-08-01,nyt://article/12174ca2-3f29-5693-ac23-4964eb4c2a3f,article,News,Arts,"['Pop and Rock Music', 'Disabilities', 'Cerebral Palsy', 'Discrimination']",3,358,Culture
"Gabino Iglesias, a Writer of Noir, Explores the Texas Underworld",2022-08-01,nyt://article/920abb26-b8a1-58d7-9065-2e3223c7b6a6,article,News,Books,['Books and Literature'],2,1174,Culture
‘They’re Just Going to Let Me Die?’ One Woman’s Abortion Odyssey,2022-08-01,nyt://article/07abe003-3480-5cf6-bb90-3a6af898e4f7,article,News,U.S.,"['internal-sub-only', 'Abortion', 'Birth Defects', 'States (US)', 'Roe v Wade (Supreme Court Decision)', ""Dobbs v Jackson Women's Health Organization (Supreme Court Decision)"", 'audio-neutral-informative']",1,1964,National
How Hot and Humid Singapore Is Trying to Cool Itself Down,2022-08-01,nyt://article/9d63721a-21e0-51a0-a01f-e531371acf82,article,News,World,"['Heat and Heat Waves', 'Research', 'Global Warming', 'Sustainable Living', 'Area Planning and Renewal', 'Sunlight']",7,1330,Foreign
Here’s what we know about the deadly blast at a prisoner camp in eastern Ukraine.,2022-08-01,nyt://article/46c8c8da-9b3e-5006-92d7-d4f84de3e764,article,News,World,['Russian Invasion of Ukraine (2022)'],,630,Foreign
"Rebounding From a Revolt, Victory Gardens Is Again Mired in Turmoil",2022-08-01,nyt://article/02d89243-9a14-518b-98e2-4d489948ed91,article,News,Theater,"['Theater', 'Boards of Directors', 'Appointments and Executive Changes', 'Black People', 'Blacks', 'Discrimination']",2,1565,Culture
Dan Smith Might Teach You Guitar,2022-08-01,nyt://article/58a02572-a468-569f-82b7-c6e485df08dc,article,News,Style,"['Guitars', 'Music', 'Content Type: Personal Profile']",1,1353,Styles
Bad Bunny Reigns Again Before Beyoncé’s Chart Arrival,2022-08-01,nyt://article/aab909f5-c70b-5f3f-ae45-d8b4e1bb87c5,article,News,Arts,"['Pop and Rock Music', 'Rap and Hip-Hop']",,376,Culture
Read the Judge’s Decision Suspending Deshaun Watson,2022-08-01,nyt://interactive/ec87fdf0-5346-5532-a215-1cbbaa62eb6b,multimedia,Interactive Feature,Sports,[],,0,Sports
"‘One miscalculation away from nuclear annihilation’: The U.N. chief issues a grim warning, citing war.",2022-08-01,nyt://article/db2d4edf-6a16-572f-807d-6a4a409962d1,article,News,World,"['Nuclear Weapons', 'Russian Invasion of Ukraine (2022)']",9,563,Foreign
How to Fix a Broken World,2022-08-01,nyt://article/192bf660-55b0-54c4-bc9f-600253e4c3ca,article,Review,Books,"['Books and Literature', 'genre-books-science-fiction']",8,850,BookReview
Who Is Vladimir Putin?,2022-08-01,nyt://article/de87d11c-b9df-5ccd-a351-bd957a7ed315,article,Review,Books,"['United States International Relations', 'Russian Invasion of Ukraine (2022)']",14,1320,BookReview
"Review: ‘M. Butterfly’ Metamorphoses Again, as an Opera",2022-08-01,nyt://article/fbce6e4f-8950-52ce-ac17-be8f4c638019,article,Review,Arts,['Opera'],1,1005,Culture
"After Days of Punishing Heat, the Pacific Northwest Is Expected to Cool",2022-08-01,nyt://article/21a90851-178c-570b-9381-f72179f26e29,article,News,U.S.,"['Heat and Heat Waves', 'Weather']",,597,Express
Why Does the American West Have So Many Wildfires?,2022-08-01,nyt://article/3ec8467c-afbb-58b1-ac3f-8a3fbd83c82f,article,News,Climate,"['Wildfires', 'Global Warming', 'Drought']",16,931,Climate
The G.O.P. nominee for Maryland attorney general promoted 9/11 conspiracy theories.,2022-08-01,nyt://article/996c493b-b2bb-518e-a911-37ea39bb29d3,article,News,U.S.,"['United States Politics and Government', 'Conspiracy Theories', 'September 11 (2001)']",,606,Politics
How the U.S. Let 20 Million Doses of Monkeypox Vaccine Expire,2022-08-01,nyt://article/d3eae1ee-0bd7-5a9c-a1da-6bfd291adb06,article,News,New York,"['Monkeypox', 'Smallpox', 'Vaccination and Immunization', 'Terrorism', 'Biological and Chemical Warfare']",16,1551,Metro
A Journalist Was Told Her Skirt Was Too Short to Report on an Execution,2022-08-01,nyt://article/07b1186e-1577-59e2-bf19-5eebf12c064d,article,News,U.S.,"['Prisons and Prisoners', 'Dress Codes', 'News and News Media', 'Women and Girls', 'Discrimination', 'Capital Punishment']",5,834,Express
The Classical Music Event of the Summer Is in Salzburg’s Shadow,2022-08-01,nyt://article/c80f58f3-7b62-59f4-aee7-ad71fb825cf2,article,News,Arts,['Salzburg Festival'],1,1396,Culture
"Wells Fargo Revives Policy That Led to Fake Job Interviews, With Tweaks",2022-08-01,nyt://article/009683d7-cb30-5e71-916b-170c2900e920,article,News,Business Day,"['Hiring and Promotion', 'Careers and Professions', 'Banking and Financial Institutions', 'Minorities', 'Discrimination']",3,450,Business
Supply-Side Economics Isn’t Just for Republicans Anymore,2022-08-01,nyt://article/6988dbcd-383e-50e5-b570-27946723fbdd,article,Op-Ed,Opinion,"['internal-sub-only-nl', 'Economics (Theory and Philosophy)', 'United States Economy', 'Federal Aid (US)', 'United States Politics and Government', 'Inflation (Economics)', 'Inflation Reduction Act of 2022', 'Production']",,1524,OpEd
U.S. Warns China Not to Turn Pelosi’s Expected Trip to Taiwan Into a ‘Crisis’,2022-08-01,nyt://article/f20a317d-f832-5c3c-b81b-d66c85c68902,article,News,U.S.,"['United States International Relations', 'United States Politics and Government']",1,1232,Washington
"In ‘Cyclorama,’ Former Classmates Confront an Extra Problematic Drama Teacher",2022-08-01,nyt://article/1093580e-75c8-5b60-abe1-7171a97ad6ef,article,Review,Books,['Books and Literature'],2,846,Culture
"Under Pressure to Cut Russian Ties, Maestro Forms New Orchestra",2022-08-01,nyt://article/a5ee845f-b244-5027-93fb-6378cbd45e03,article,News,Arts,"['Classical Music', 'Russian Invasion of Ukraine (2022)', 'Finances', 'Banking and Financial Institutions']",5,486,Culture
Bill Cosby to Seek a New Trial in Judy Huth Sex Assault Case,2022-08-01,nyt://article/aa2f8d68-f088-5bef-91f0-8b6e7c7365d9,article,News,Arts,"['Suits and Litigation (Civil)', 'Sex Crimes', 'Child Abuse and Neglect']",6,505,Culture
"Trump Pick for Michigan Governor, Tudor Dixon, Dodges Question About 2020",2022-08-01,nyt://article/0bc0e2e9-adf1-5fdc-8568-b8de45d84003,article,News,U.S.,"['Presidential Election of 2020', 'Absentee Voting', 'Storming of the US Capitol (Jan, 2021)', 'States (US)', 'United States Politics and Government', 'Politics and Government', 'Coronavirus (2019-nCoV)', 'Endorsements', 'Primaries and Caucuses', 'Elections, Governors']",,627,Politics
"Mick Moloney, Musician and Champion of Irish Culture, Dies at 77",2022-08-01,nyt://article/8937e450-311a-554c-9054-63c30cd02ff7,article,Obituary (Obit),Arts,"['Irish-Americans', 'Folk Music', 'Deaths (Obituaries)']",20,1147,Obits
"From Pizza to Dip, Chips and Popcorn, Pickle Is Summer’s Big Flavor",2022-08-01,nyt://article/666306a4-56c7-54f9-9022-04966aa1d757,article,News,Food,"['Pickles and Relishes', 'Food', 'Spices', 'Snack Foods']",3,815,Dining
U.S. will send another $550 million in arms to Ukraine.,2022-08-01,nyt://article/9d371e16-c132-554d-b5bd-ab9e055695a8,article,News,World,"['Weapons', 'Russian Invasion of Ukraine (2022)']",,227,Foreign
Ukraine Ships Grain at Last. It Will Take Far More to Slow Global Hunger.,2022-08-01,nyt://article/cc64e83c-2cd0-54e5-9341-883275e74a01,article,News,World,"['Food Insecurity', 'Third World and Developing Countries', 'Food Aid', 'Famine', 'Malnutrition', 'Russian Invasion of Ukraine (2022)', 'Grain', 'Global Warming', 'War and Armed Conflicts', 'Coronavirus (2019-nCoV)']",1,1519,Foreign
Tropical Ice Creams With Bold and Subtle Flavors,2022-08-01,nyt://article/023b7b4c-59fd-5f7f-91b0-c9b604f29d80,article,News,Food,"['Ice Cream and Frozen Desserts', 'Fruit']",3,117,Dining
A Wine Worthy of a Blind Tasting,2022-08-01,nyt://article/11ff6068-04f3-578d-9fb4-d2f48af6395d,article,News,Food,['Wines'],3,146,Dining
Here Are the Longest N.F.L. Player Suspensions,2022-08-01,nyt://article/dc047276-4842-52f4-b6f7-3b0e8f639c68,article,News,Sports,"['Football', 'Fines (Penalties)']",31,1521,Sports
Why Pros Like Brittney Griner Choose Cannabis for Their Pain,2022-08-01,nyt://article/abe2c151-f371-5413-8078-4897f2b3e567,article,News,Sports,"['Marijuana', 'Cannabis Foods and Products', 'Athletics and Sports', 'Basketball', 'Football', 'Pain', 'Russian Invasion of Ukraine (2022)', 'Political Prisoners', 'audio-neutral-informative']",6,1874,Sports
Home buying firm settles deceptive marketing claims for $62 million.,2022-08-01,nyt://article/436aef03-f26d-5288-b68c-380a755c9560,article,News,Business Day,"['Real Estate and Housing (Residential)', 'Consumer Protection', 'Advertising and Marketing', 'E-Commerce']",4,365,Business
Smart Advice From an Upstate Cook,2022-08-01,nyt://article/fb26f4cd-f159-5741-b2e1-28241b5be350,article,News,Food,['Cooking and Cookbooks'],3,181,Dining
‘Team Molly’ Parents Sue E-Bike Company Over Daughter’s Death,2022-08-01,nyt://article/326e6e95-b852-541e-9679-fa9a86657c63,article,News,Style,"['Electric Bicycles, Motorcycles and Scooters', 'Suits and Litigation (Civil)', 'Deaths (Fatalities)', 'Accidents and Safety', 'Children and Childhood']",2,922,Styles
Four Cheeses That Can’t Be Beat,2022-08-01,nyt://article/9f0e8aed-b401-5d23-9bef-0539170f0269,article,News,Food,['Cheese'],3,170,Dining
This Wine Bag Is Ready for the Picnic,2022-08-01,nyt://article/ddc3aa2d-6f4e-5df9-aec6-9861b178e96e,article,News,Food,"['Shopping Bags', 'Wines']",3,118,Dining
"Coffee From Yemen, With a Literary Connection",2022-08-01,nyt://article/9264ba31-d801-5d77-8dde-d33183da9e6b,article,News,Food,"['Agriculture and Farming', 'Coffee', 'Auctions']",3,228,Dining
Bill Russell’s Words Were Worth the Wait,2022-08-01,nyt://article/b5f42f51-cbe4-52d9-9fab-c3922f010807,article,News,Sports,"['Basketball', 'Coaches and Managers', 'Content Type: Personal Profile', 'Black People', 'Blacks']",8,1207,Sports
Your Tuesday Briefing: Pelosi’s Planned Taiwan Visit Tests China,2022-08-01,nyt://article/a4fa3ffc-62f4-5a15-bb55-a367789be6d1,article,briefing,Briefing,[],,1250,NYTNow
"First Capitol Rioter to Face Trial Gets 7 Years, Longest Sentence So Far",2022-08-01,nyt://article/e112257e-61f3-5614-ac74-11ece7680147,article,News,U.S.,"['Storming of the US Capitol (Jan, 2021)', 'United States Politics and Government', 'Decisions and Verdicts']",12,775,Washington
"Prison Officials Remove Ban on Attica Book, Except for 2 Crucial Pages",2022-08-01,nyt://article/776fcafb-76f7-5056-895b-d1a5fc442b33,article,News,New York,"['Prisons and Prisoners', 'Books and Literature', 'Censorship', 'Suits and Litigation (Civil)', 'First Amendment (US Constitution)']",17,1017,Metro
Bipartisan Abortion-Rights Bill Sets Up a Midterm Debate,2022-08-01,nyt://article/1ff8881a-1820-5467-836c-782802330f71,article,News,U.S.,"['Midterm Elections (2022)', 'Abortion', 'Law and Legislation']",,576,Washington
The Trading Deadline Is Where Good Teams Get Great,2022-08-01,nyt://article/42a8b1ff-ca7c-5d59-b005-91e059799dd0,article,News,Sports,['Baseball'],8,907,Sports
Grain Shipments Start Moving,2022-08-01,nyt://article/5eeb17ab-f320-535b-9dd2-c2f27c32f8a8,article,News,Briefing,['Russian Invasion of Ukraine (2022)'],,1008,NYTNow
"Pelosi Has Right to Visit Taiwan, White House Says",2022-08-01,nyt://video/67c9e589-8b81-5359-8f59-eda654b348a2,multimedia,Video,U.S.,['United States International Relations'],,0,
"U.S. Drone Strike Kills Ayman al-Zawahri, Top Qaeda Leader",2022-08-01,nyt://article/0928ebe7-5fd8-5f9a-b06e-147225d21270,article,News,U.S.,"['United States International Relations', 'Drones (Pilotless Planes)', 'Terrorism', 'Targeted Killings', 'September 11 (2001)', 'United States Politics and Government', 'Espionage and Intelligence Services']",1,2061,Washington
The Rise of the Anti-Vaccine Voter,2022-08-01,nyt://article/de7c15c3-c572-55b4-bfd1-c1cd75466ca9,article,News,Briefing,['Coronavirus (2019-nCoV)'],,1125,NYTNow
Democrats’ Climate Deal Isn’t Done Yet. Here Are the Remaining Hurdles.,2022-08-01,nyt://article/43bd8310-5b54-5c07-a152-cb62665726e5,article,News,U.S.,"['United States Politics and Government', 'Inflation Reduction Act of 2022', 'Law and Legislation', 'Federal Budget (US)']",13,1153,Washington
Manchin Won a Pledge From Democrats to Finish a Contested Pipeline,2022-08-01,nyt://article/78bbe8d0-a29e-5e88-8ea7-51a3eb1656c9,article,News,Climate,"['Inflation Reduction Act of 2022', 'Global Warming', 'United States Politics and Government', 'Pipelines', 'Natural Gas', 'Conservation of Resources', 'Suits and Litigation (Civil)']",13,862,Climate
"In Kentucky, More Rain Complicates Recovery as Death Toll Rises",2022-08-01,nyt://article/47920c87-62fd-596d-a779-ae122878db58,article,News,U.S.,"['Floods', 'Rain', 'Deaths (Fatalities)']",16,1009,National
"Killed at 71, Ayman al-Zawahri Led a Life of Secrecy and Violence",2022-08-01,nyt://article/b3163ddc-571f-5418-847d-763cfcdbab8d,article,Obituary (Obit),World,"['Terrorism', 'Targeted Killings', 'United States International Relations', 'Deaths (Obituaries)', 'September 11 (2001)', 'Afghanistan War (2001- )', 'Muslims and Islam', 'Content Type: Personal Profile']",6,2508,Obits
Justice Dept. and Penguin Random House’s sparring over merger has begun.,2022-08-01,nyt://article/d5ba1a53-7eaf-5b26-8fd4-e0ce07452e08,article,News,Business Day,"['Books and Literature', 'Antitrust Laws and Competition Issues', 'Decisions and Verdicts', 'Book Trade and Publishing', 'Mergers, Acquisitions and Divestitures', 'Writing and Writers', 'Suits and Litigation (Civil)']",3,415,Business
