headline,date,id,doc_type,material_type,sectionname,keywords,printpage,wordcount,newsdesk
The Dentist Who Treated My Divorce,2022-04-01,nyt://article/5ebde1af-7fbf-54fe-8d03-ff524cdf4046,article,News,Style,"['Love (Emotion)', 'Marriages', 'Divorce, Separations and Annulments', 'Teeth and Dentistry']",5,1539,Styles
"In Paris, and Each Other, They Found Home",2022-04-01,nyt://article/5892888e-291f-5fcb-8923-5fabe8fb112e,article,News,Style,['Weddings and Engagements'],11,1310,Styles
Paige Bueckers Has Performed in Minneapolis Before,2022-04-01,nyt://article/023175b6-f615-55f1-ad0b-2eff9e7c9be5,article,News,Sports,"['NCAA Basketball Championships (Women)', 'Basketball (College)', 'Content Type: Personal Profile', 'Sports Injuries']",7,1264,Sports
Judge Tosses Out New York’s New Political Districts,2022-04-01,nyt://article/a156b121-64c9-5e3b-b6ea-ad3a1d563755,article,briefing,New York,"['Budgets and Budgeting', 'Politics and Government', 'Elections, House of Representatives', 'Decisions and Verdicts', 'Redistricting and Reapportionment', 'State Legislatures']",,1402,Metro
"Corrections: April 1, 2022",2022-04-01,nyt://article/48862aaf-4bc0-5ef4-a177-604834bbc391,article,Correction,Corrections,[],16,163,Corrections
Quotation of the Day: Judge Rules Parts of Florida Vote Law Unconstitutional,2022-04-01,nyt://article/673de3c9-09f0-5b3f-8a9e-43235de8b61b,article,News,Today’s Paper,[],3,44,Summary
Word of the Day: oblivionaire,2022-04-01,nyt://article/995cb239-8641-5f51-a548-71e7961cbd84,article,News,The Learning Network,"[""APRIL FOOL'S DAY""]",,272,Learning
Your Friday Briefing,2022-04-01,nyt://article/2a0c4866-313d-51d9-834f-2edd7ddc3fd4,article,briefing,Briefing,[],,1320,NYTNow
"Boy, 12, Is Fatally Shot in a Parked Car in Brooklyn, Police Say",2022-04-01,nyt://article/73b6fa03-56cf-5193-9144-ee57bacedc6b,article,News,New York,"['Murders, Attempted Murders and Homicides']",18,1095,Metro
Late Night Gets Why Putin’s Advisers Keep Him in the Dark,2022-04-01,nyt://article/5ab9e71f-f947-52f4-9102-1d319cfaace1,article,News,Arts,['Television'],,601,Culture
Midnight Oil Brings Australia Home,2022-04-01,nyt://article/08f88761-6410-528e-8f6c-dd06077238c0,article,News,World,"['Music', 'Pop and Rock Music']",,1225,Foreign
Spelling Bee Forum,2022-04-01,nyt://article/9ab896d6-69ce-53b5-a793-0a856bb6a69a,article,News,Crosswords & Games,[],,225,Games
"‘I’m in Hot Demand, Baby’: Nebraska Thrives (and Copes) With Low Unemployment",2022-04-01,nyt://article/15278437-30e8-5330-ba00-d78e5ebcb612,article,News,Business Day,"['Economic Conditions and Trends', 'Labor and Jobs', 'Shortages', 'Wages and Salaries', 'Unemployment', 'Inflation (Economics)', 'Hiring and Promotion']",1,1623,Business
Stop and Smell the Roses,2022-04-01,nyt://article/aa64f493-7f74-5a77-b9ba-a2f4542057a4,article,News,Books,"['Books and Literature', 'Children and Childhood', 'genre-books-childrens']",18,732,BookReview
"After the Protesters Left, an Illicit Weed Began Growing in Parliament’s Garden",2022-04-01,nyt://article/b2f69344-87e6-5273-b962-43f1599a977c,article,News,World,"['Legislatures and Parliaments', 'Demonstrations, Protests and Riots', 'Vaccination and Immunization', 'Marijuana', 'Coronavirus (2019-nCoV)']",,476,Foreign
5 Things to Do This Weekend,2022-04-01,nyt://interactive/ce0ae576-34fe-58fe-8060-ce8a7f3e773d,multimedia,Interactive Feature,Arts,"['Grammy Awards', 'Music', 'Whitney Biennial']",,0,Arts
New in Paperback: ‘Caul Baby’ and ‘While Justice Sleeps’,2022-04-01,nyt://article/01d46870-f64d-5127-8b9f-6a13ee2bdc3a,article,List,Books,['Books and Literature'],20,377,BookReview
"The New York Times News Quiz, April 1, 2022",2022-04-01,nyt://interactive/2b8b6cf7-3a37-5755-b66d-ca25ef428c70,multimedia,Interactive Feature,Briefing,[],,0,Briefing
Murder in the Mohalla,2022-04-01,nyt://article/40903aee-ab35-57ce-b16a-e17b9200482f,article,Review,Books,['Books and Literature'],,1184,BookReview
This Teen Romance Is Like Any Other. That’s What Makes It So Different.,2022-04-01,nyt://article/571c3c86-df12-5195-957a-9540f9ebd15a,article,Review,Books,"['Books and Literature', 'genre-books-young-adult']",,903,Books
This Is Why It Took More Than 100 Years to Get an Anti-Lynching Bill,2022-04-01,nyt://article/53562609-877b-5779-9427-042dfdb013ba,article,Op-Ed,Opinion,"['Law and Legislation', 'Lynching', 'United States Politics and Government', 'Filibusters and Debate Curbs', 'Minorities', 'Black People', 'Blacks', 'Discrimination', 'Federal-State Relations (US)']",9,1097,OpEd
Separated but Under the Same Roof,2022-04-01,nyt://article/d2f89c42-0595-5407-8500-741fd45f3c43,article,News,Real Estate,"['Real Estate and Housing (Residential)', 'Renting and Leasing (Real Estate)', 'Dating and Relationships', 'Divorce, Separations and Annulments', 'Marriages', 'Parenting', 'Single Persons', 'Families and Family Life', 'Personal Finances']",1,1914,RealEstate
Reverse Mortgages Are No Longer Just for Homeowners Short on Cash,2022-04-01,nyt://article/2d042f69-0cfc-5419-a437-806f31d83e99,article,News,Business Day,"['Retirement', 'Mortgages', 'Real Estate and Housing (Residential)', 'Home Equity Loans', 'Content Type: Service', 'Income', 'Personal Finances', 'Elderly', 'Stocks and Bonds']",10,2018,SundayBusiness
At the Fountain,2022-04-01,nyt://article/8620c380-6e0b-57cd-8e0f-624b1859527b,article,News,The Learning Network,[],,99,Learning
How to Endure the Big Decline in Bonds,2022-04-01,nyt://article/751ad883-9315-5815-a3b3-d8f8927a7634,article,News,Business Day,"['United States Economy', 'Interest Rates', 'Content Type: Service', 'Recession and Depression', 'Inflation (Economics)', 'Stocks and Bonds', 'Mutual Funds', 'Mortgages']",6,1481,SundayBusiness
This article was published in error.,2022-04-01,nyt://article/5426b8b0-1c85-559c-994e-fc3882f67142,article,News,Books,"['Nineteen Hundred Sixties', 'Politics and Government', 'Archives and Records', 'Civil Rights Movement (1954-68)', 'Books and Literature']",,0,Books
Do You Enjoy Taking Long Walks?,2022-04-01,nyt://article/87de13da-8351-5f68-a320-69dc88d9555b,article,News,The Learning Network,"['Education', 'Walking']",,221,Learning
The Right’s Disney Freakout,2022-04-01,nyt://article/05423692-2995-52fc-9e17-16311aeb3247,article,Op-Ed,Opinion,"['Homosexuality and Bisexuality', 'Discrimination', 'Children and Childhood', 'Right-Wing Extremism and Alt-Right', 'QAnon', 'Law and Legislation', 'Television', 'Corporate Social Responsibility']",20,938,OpEd
"Living With Gusto Despite a Rare, Fatal Disease, and Hunting for Answers",2022-04-01,nyt://article/a388b613-a037-5523-a9bd-ec5af2539dff,article,News,World,"['Progeria', 'Research', 'Longevity', 'Children and Childhood', 'Rare and Orphan Diseases']",6,1543,Foreign
How Low Will Senate Republicans Go on Ketanji Brown Jackson?,2022-04-01,nyt://article/e1f69e72-201c-50f5-8d38-b5d7c44fb017,article,Op-Ed,Opinion,"['Appointments and Executive Changes', 'Right-Wing Extremism and Alt-Right', 'United States Politics and Government']",3,1497,OpEd
Strong Job Gains in March Keep a Flame Under the Recovery,2022-04-01,nyt://article/d432bf5d-ce05-599b-bb5e-951b53cbeb3b,article,News,Business Day,"['United States Economy', 'Wages and Salaries', 'Labor and Jobs', 'Prices (Fares, Fees and Rates)', 'Inflation (Economics)', 'Coronavirus (2019-nCoV)']",1,1195,Business
"As Biden Pleads for More Covid Aid, States Are Awash in Federal Dollars",2022-04-01,nyt://article/ea239f60-fe8b-5148-95ff-19a8693af8cb,article,News,U.S.,"['United States Economy', 'States (US)', 'American Rescue Plan (2021)', 'Stimulus (Economic)', 'Coronavirus (2019-nCoV)', 'United States Politics and Government', 'Federal Aid (US)', 'Federal Budget (US)']",14,1634,Washington
Why Putin Went Straight for the Nuclear Threat,2022-04-01,nyt://article/1e78a9a9-52c8-5d0f-807d-8f6d3c69b14f,article,Op-Ed,Opinion,"['Russian Invasion of Ukraine (2022)', 'Nuclear Weapons', 'Defense and Military Forces', 'United States International Relations']",,1193,OpEd
Sanctions Against Russia Are a Form of War. It’s Time We Recognize That.,2022-04-01,nyt://article/48f8514c-2a03-53c3-89e1-5049adc3cea5,article,Op-Ed,Opinion,"['audio-neutral-informative', 'Embargoes and Sanctions', 'Russian Invasion of Ukraine (2022)', 'War and Armed Conflicts', 'Politics and Government']",,558,OpEd
"As Earmarks Return to Congress, Lawmakers Rush to Steer Money Home",2022-04-01,nyt://article/6a263121-03ce-5e43-8666-e5ef153e88a6,article,News,U.S.,"['Earmarks (Finance)', 'Federal Budget (US)', 'United States Politics and Government', 'States (US)']",1,1742,Washington
"Like Its Players, Villanova Keeps Coming Back",2022-04-01,nyt://article/030a2f3d-574e-5254-90c5-ed50be8e90bb,article,News,Sports,"['Basketball (College)', 'NCAA Basketball Championships (Men)']",7,1269,Sports
April Vocabulary Challenge: Create a Word Field Note,2022-04-01,nyt://article/32ba3845-7df9-5991-9a85-a5b7f12858be,article,News,The Learning Network,['Education (K-12)'],,784,Learning
"An Olympian’s Plea Against War Resonated, but His Work Goes On",2022-04-01,nyt://article/b5e2e57f-1003-5a92-bcd4-801c9e550827,article,News,Sports,"['Russian Invasion of Ukraine (2022)', 'Skeleton (Sport)', 'Olympic Games (2022)']",33,933,Sports
Is This the Last Generation to Live on New York City’s Wild Fringes?,2022-04-01,nyt://article/22d37023-0fab-543d-b861-f48e4708b3f1,article,News,New York,"['Wetlands', 'Coast Erosion', 'Hurricane Sandy (2012)', 'Conservation of Resources', 'Area Planning and Renewal', 'Global Warming', 'Wildlife Sanctuaries and Nature Reserves', 'Real Estate and Housing (Residential)', 'audio-neutral-informative', 'audio-neutral-immersive', 'audio-positive-nostalgic']",1,2466,Metropolitan
"In Miami Where It All Began, Naomi Osaka Is Rolling Again",2022-04-01,nyt://article/4c4df2cf-20d0-5baf-9d8a-14747170f946,article,News,Sports,"['Tennis', 'Miami Open (Tennis)', 'Content Type: Personal Profile']",12,1181,Sports
Jurors Begin Deliberating Case of Alleged Plot to Kidnap Michigan’s Governor,2022-04-01,nyt://article/bd42e5ba-81d3-538f-ba39-8a8f1e654028,article,News,U.S.,"['Kidnapping and Hostages', 'Informers', 'Gun Control', 'Politics and Government', 'Second Amendment (US Constitution)', 'Shutdowns (Institutional)', 'Right-Wing Extremism and Alt-Right']",17,1385,National
He Was Demoted for Harassing Women. Now He’s the Front-Runner for President.,2022-04-01,nyt://article/30b08068-caa5-538b-8e77-91622fccb915,article,News,World,"['Sexual Harassment', 'Elections', ""Women's Rights""]",6,1472,Foreign
Democrats Worry That What Happens in Nevada Won’t Stay in Nevada,2022-04-01,nyt://article/eeefd14e-a90a-5f09-abc8-2e9ff26f3b23,article,News,U.S.,"['Midterm Elections (2022)', 'Elections, Senate', 'Voting and Voters', 'Hispanic-Americans', 'United States Politics and Government', 'Economic Conditions and Trends']",12,1501,Politics
The Fed eyes a hot labor market as unemployment nears prepandemic levels.,2022-04-01,nyt://article/79c508fb-d0f1-5038-bfb2-4adb517b6f61,article,News,Business Day,"['Labor and Jobs', 'Interest Rates', 'Inflation (Economics)', 'United States Economy', 'Unemployment', 'Coronavirus (2019-nCoV)', 'Wages and Salaries', 'Prices (Fares, Fees and Rates)']",,328,Business
How to Make Kids Feel at Home in Both Homes After a Divorce,2022-04-01,nyt://article/73299b92-e93e-5524-8fc3-d12870fd6b00,article,News,Real Estate,"['Real Estate and Housing (Residential)', 'Content Type: Service', 'Parenting', 'Divorce, Separations and Annulments']",1,1622,RealEstate
Verifying Images of the War in Ukraine,2022-04-01,nyt://article/911a814d-760c-5c79-9532-146910bdc550,article,News,Times Insider,"['War and Armed Conflicts', 'Video Recordings, Downloads and Streaming', 'Propaganda', 'Satellites', 'Social Media', 'Russian Invasion of Ukraine (2022)', 'Defense and Military Forces']",2,909,Insider
"As Gas Prices Soar, Biden’s Climate Ambitions Sputter",2022-04-01,nyt://article/f6b5cc9e-5056-53ed-8138-3f75722a4477,article,News,Climate,"['Global Warming', 'Greenhouse Gas Emissions', 'Oil (Petroleum) and Gasoline', 'Prices (Fares, Fees and Rates)', 'American Jobs Plan (2021)', 'United States Politics and Government']",23,1839,Climate
"Strikes, Inflation, Now War: Uncertainty Escalates for Europe’s Travel Season",2022-04-01,nyt://article/875846b1-4d16-5a84-b312-86e227f0c897,article,News,Travel,"['Travel and Vacations', 'Politics and Government', 'Supply Chain', 'Summer (Season)', 'Hotels and Travel Lodgings', 'Quarantine (Life and Culture)', 'Prices (Fares, Fees and Rates)', 'Shortages']",,1322,Travel
Remembrance of Bookstores Past,2022-04-01,nyt://article/351b61a4-3d91-56df-b094-23fd7fe60de5,article,News,Books,"['Books and Literature', 'Book Trade and Publishing']",23,800,BookReview
Hillsong and Subversive Kids’ Books: The Week in Narrated Articles,2022-04-01,nyt://article/ff2cceaa-4293-5cd8-b754-a533fe57a565,article,News,Podcasts,[],,871,Podcasts
A nuclear agency is investigating reports of radiation poisoning among Russian troops at Chernobyl.,2022-04-01,nyt://article/9ae88c19-796d-5b1a-8bcf-dfb109f08beb,article,News,World,"['Russian Invasion of Ukraine (2022)', 'Nuclear Energy', 'Radiation']",,256,Foreign
Inside Mariupol,2022-04-01,nyt://article/736a84d3-83b0-58ee-99b9-a69a0d0105c8,article,News,Podcasts,"['Russian Invasion of Ukraine (2022)', 'War and Armed Conflicts', 'audio-neutral-informative']",,341,Podcasts
U.S. Navy to Name Ship After Justice Ruth Bader Ginsburg,2022-04-01,nyt://article/ede5131e-1c4d-590f-89e7-cb829d74bb82,article,News,U.S.,"['United States Defense and Military Forces', 'Ships and Shipping', 'Awards, Decorations and Honors']",,537,Express
Battleground Nevada,2022-04-01,nyt://article/f76ca470-ad9e-58b8-bbf7-8880d3b8187c,article,briefing,Briefing,"['Midterm Elections (2022)', 'internal-storyline-no', 'United States Economy', 'Elections, House of Representatives', 'Elections, Senate', 'Politics and Government', 'United States Politics and Government', 'Hispanic-Americans']",,1724,NYTNow
Energy prices in Europe soar 45 percent as inflation hits another record.,2022-04-01,nyt://article/8131d9a8-f28b-51e6-8658-71d3ae592c20,article,News,Business Day,"['Economic Conditions and Trends', 'Inflation (Economics)', 'Prices (Fares, Fees and Rates)', 'Russian Invasion of Ukraine (2022)', 'International Trade and World Market', 'Oil (Petroleum) and Gasoline', 'Commodities']",1,805,Business
Native Hawaiian Hula Teacher Among Five Women Who Will Appear on Quarters,2022-04-01,nyt://article/beb47a51-4b47-5c7d-8890-213d12e50be7,article,News,U.S.,"['Numismatics', 'Currency', 'Native Hawaiians', 'Native Americans', ""Women's Rights"", 'Dancing']",,656,Express
Is U.S. Employment at Its Peak?,2022-04-01,nyt://article/bdea7756-f0fd-5515-ad86-f6f491d8e08e,article,News,Business Day,"['Labor and Jobs', 'Unemployment', 'Mergers, Acquisitions and Divestitures', 'Electric and Hybrid Vehicles']",,1684,Business
‘I Feel Shame’: Pope Apologizes to Indigenous People of Canada,2022-04-01,nyt://article/77bdd87e-5a54-548f-b257-aa5cf8a70f66,article,News,World,"['Indigenous People', 'Apologies', 'Child Abuse and Neglect']",4,1336,Foreign
Will Smith Resigns From Academy After Slapping Chris Rock at Oscars,2022-04-01,nyt://article/a9933c30-b4ce-503e-9e51-485ab65727a7,article,News,Movies,"['Academy Awards (Oscars)', 'Movies', 'Television', 'Assaults', 'Apologies', 'Actors and Actresses']",2,1360,Culture
Where Ukrainian Refugees May End Up Settling in California,2022-04-01,nyt://article/4615c736-f792-5a7b-b837-ac3795afdf8f,article,briefing,U.S.,[],,1125,National
Outbreak at Shanghai Hospital Exposes Covid’s Risks to China’s Seniors,2022-04-01,nyt://article/dc2d35ff-279d-57b5-b411-b37e48f228e3,article,News,World,"['Disease Rates', 'Tests (Medical)', 'Coronavirus (2019-nCoV)', 'Hospitals', 'Quarantines', 'Elder Care', 'Deaths (Fatalities)', 'Elderly']",11,1141,Foreign
House committee opens investigation into Amazon’s labor practices.,2022-04-01,nyt://article/8bc64446-fcc9-58cc-afe8-c6f41a3d9f02,article,News,Technology,"['United States Politics and Government', 'Delivery Services', 'Workplace Hazards and Violations', 'Labor and Jobs']",,339,Business
Jobless Benefits’ Unintended Fallout: Reduced College Financial Aid,2022-04-01,nyt://article/1e821ab9-711f-5d9e-a05d-241d3d961d2a,article,News,Your Money,"['Financial Aid (Education)', 'Unemployment Insurance', 'American Rescue Plan (2021)', 'Colleges and Universities', 'Federal Taxes (US)', 'Unemployment', 'Coronavirus (2019-nCoV)', 'Personal Finances', 'Content Type: Service']",5,1114,Business
‘Tokyo Vice’ Revisits a Faded Underworld,2022-04-01,nyt://article/abf83b03-c372-5685-94eb-fd660e736cf5,article,News,Arts,['Television'],14,2193,Arts&Leisure
"Bright Colors, Dark Subjects: Hew Locke’s Unsettling Pageant",2022-04-01,nyt://article/7ecc1047-e067-514b-b915-04429e81c7e5,article,News,Arts,"['Content Type: Personal Profile', 'Colonization', 'Black People', 'Blacks', 'Art', 'Museums']",16,1509,Arts&Leisure
Rising Wages Are Good News for Workers but Keep Pressure on the Fed,2022-04-01,nyt://article/3dac57b4-a80c-5bcf-8036-0df36958c40a,article,News,Business Day,"['Wages and Salaries', 'Labor and Jobs', 'Shortages', 'Inflation (Economics)', 'United States Economy', 'Hiring and Promotion']",1,991,Business
Get to Know the American Crossword Puzzle Tournament,2022-04-01,nyt://article/9c0b770e-0a1d-53d6-b74c-2bbffcec6952,article,News,Crosswords & Games,"['Crossword Puzzles', 'Contests and Prizes', 'American Crossword Puzzle Tournament']",,1522,Games
"Yes, You Do Deserve a Little Treat",2022-04-01,nyt://article/8dfa8d8b-1f65-5a8e-a83e-5aa11f73fcfa,article,News,Style,"['Happiness', 'Quarantine (Life and Culture)']",9,1131,Styles
War in Ukraine Compounds Hunger in East Africa,2022-04-01,nyt://article/ffe7e37f-0188-50a9-a1b8-906b0ff4b88b,article,News,World,"['Food Insecurity', 'Drought', 'Food Aid', 'Russian Invasion of Ukraine (2022)', 'International Trade and World Market', 'Commodities', 'Prices (Fares, Fees and Rates)']",1,914,Foreign
Changing Workplace and Workday Norms,2022-04-01,nyt://article/2f81922d-0a85-5513-95ce-4600efb3b4d7,article,Letter,Opinion,"['Workplace Environment', 'Working Hours', 'Employee Fringe Benefits', 'Coronavirus (2019-nCoV)', 'Russian Invasion of Ukraine (2022)', 'Stadiums and Arenas']",20,822,Letters
The Weekender,2022-04-01,nyt://interactive/abbf08ab-afb3-55e1-b475-d9e79c3439d8,multimedia,Interactive Feature,Briefing,[],,0,Briefing
Industries hit hard by the pandemic continued their rebound.,2022-04-01,nyt://article/808182ef-77a9-5a18-858d-c156f45e73a4,article,News,Business Day,"['Labor and Jobs', 'United States Economy', 'Hiring and Promotion', 'Coronavirus Reopenings']",,279,Business
Cannabis for Better Sex? Here’s What the Science Says.,2022-04-01,nyt://article/c413e466-8868-5ffd-83be-92740c77010c,article,News,Well,"['Marijuana', 'Cannabis Foods and Products', 'Sex', 'Content Type: Service', 'Research', 'Women and Girls', 'Men and Boys', 'audio-neutral-informative']",,1212,Well
The C.E.O. of a Running Company Who Can No Longer Run,2022-04-01,nyt://article/b2d4d701-b7cc-5919-940c-711dc4b45d90,article,News,Business Day,"['Running', 'Content Type: Personal Profile', 'Executives and Management (Theory)']",4,1554,SundayBusiness
"Harry Styles Tries On Synth-Pop, and 13 More New Songs",2022-04-01,nyt://article/70710570-fdfa-5337-9f15-e7733f96e9b2,article,News,Arts,"['Pop and Rock Music', 'Country Music', 'Rap and Hip-Hop', 'Jazz']",,1319,Culture
Five Horror Movies to Stream Now,2022-04-01,nyt://article/df503cd8-fa9a-57eb-8ccb-fd68c92cfda2,article,News,Movies,['Movies'],,946,Culture
What to Cook This Weekend,2022-04-01,nyt://article/be25c102-0b74-5093-a8c9-235032791367,article,Letter,Food,"['Cooking and Cookbooks', 'Content Type: Service']",,504,Dining
U.S. Allows Hunters to Import Some Elephant Trophies From African Countries,2022-04-01,nyt://article/f7ddcfe2-b9fc-5c10-b0fc-69be7bc0add7,article,News,Science,"['Elephants', 'Wildlife Trade and Poaching', 'Conservation of Resources', 'Hunting and Trapping', 'Endangered and Extinct Species', 'United States Politics and Government', 'Animal Abuse, Rights and Welfare', 'Safaris', 'your-feed-science']",16,1014,Science
"Nancy Lane, Spirit Behind Studio Museum in Harlem, Dies at 88",2022-04-01,nyt://article/53e6db55-2b98-544a-86ec-2bc32fbcc86b,article,Obituary (Obit),Arts,"['Museums', 'Art', 'Black People', 'Blacks', 'Deaths (Obituaries)', 'Boards of Directors']",19,910,Obits
Researchers Find Another Clue in the Dyatlov Pass Mystery,2022-04-01,nyt://article/660af8ca-c1fb-5417-aa0b-63eeb5eb3438,article,News,World,"['Avalanches', 'Hikes and Hiking', 'Mountaineering', 'Deaths (Fatalities)', 'Research']",,1172,Express
G.M.’s and Toyota’s U.S. first-quarter sales fell sharply as a chip shortage persisted.,2022-04-01,nyt://article/93e09221-8a07-5655-a663-0a12b8afe637,article,News,Business Day,"['Shortages', 'Company Reports', 'Automobiles', 'Production', 'Electric and Hybrid Vehicles']",5,504,Business
"Ted Mooney, Author of Inventive Novels, Is Dead at 70",2022-04-01,nyt://article/5c3454e0-ef86-5d1a-b4dd-ac72a2af7405,article,Obituary (Obit),Books,"['Deaths (Obituaries)', 'Writing and Writers', 'Books and Literature']",19,1010,Obits
Is the Group of Death a myth? Not if your team is in it.,2022-04-01,nyt://article/2b9ec12f-bcbc-5f69-99b4-8517c755f09a,article,News,Sports,[],,231,Sports
The Best of Late Night This Week 🌙,2022-04-01,nyt://interactive/81ae8d23-6838-5d06-be05-6c240b1e7707,multimedia,Interactive Feature,Arts,['Television'],,0,Arts
World Cup 2022 Draw: The Group Assignments,2022-04-01,nyt://article/2585af26-17fc-505a-bf2d-52af878927e3,article,News,Sports,"['World Cup 2022 (Soccer)', 'Soccer']",,209,Sports
Jen Psaki is said to be in talks to join MSNBC.,2022-04-01,nyt://article/0f5e5f07-33cc-5f41-8596-deb4f1295ddd,article,News,Business Day,"['News and News Media', 'United States Politics and Government', 'Cable Television']",4,680,Business
How war has upended life for climate activists in Russia,2022-04-01,nyt://article/63b6c672-00a8-52d9-93d0-3ddf02541097,article,News,Climate,"['Demonstrations, Protests and Riots', 'Russian Invasion of Ukraine (2022)', 'Global Warming', 'Greenhouse Gas Emissions', 'United States Politics and Government', 'internal-storyline-no']",,1074,Climate
More nations will join U.S. in releasing emergency oil reserves.,2022-04-01,nyt://article/85d46453-a2db-5395-8702-b4a8b711c5ea,article,News,Business Day,"['Oil (Petroleum) and Gasoline', 'War and Armed Conflicts', 'Russian Invasion of Ukraine (2022)', 'Embargoes and Sanctions', 'Reserves (Natural Resources)']",3,563,Business
"Shaken at First, Many Russians Now Rally Behind Putin’s Invasion",2022-04-01,nyt://article/633fdd7c-74e5-535d-b272-052e6084cd97,article,News,World,"['Russian Invasion of Ukraine (2022)', 'Politics and Government', 'Polls and Public Opinion', 'Propaganda']",1,1461,Foreign
Endless Summer Fridays,2022-04-01,nyt://article/0583a473-e4eb-5497-a61a-0cd4555c472a,article,News,Style,"['Quarantine (Life and Culture)', 'Coronavirus (2019-nCoV)', 'Working Hours', 'Labor and Jobs']",4,1144,Styles
Treasure Hunting at the Winter Show,2022-04-01,nyt://article/616bce27-7e53-588d-bdd9-bf32763ef9c0,article,News,Arts,"['Art', 'Sculpture', 'Books and Literature', 'Antiques']",3,930,Culture
Books You Wish You Hadn’t Read and Other Letters to the Editor,2022-04-01,nyt://article/5aa17b3c-21a0-56ad-ba6d-fce390e5ea4f,article,Letter,Books,['Books and Literature'],5,433,BookReview
Amazon Workers on Staten Island Vote to Unionize in Landmark Win for Labor,2022-04-01,nyt://article/ec5dc007-fb83-5892-9f08-9d509d4de9b8,article,News,Technology,"['Organized Labor', 'Labor and Jobs', 'Computers and the Internet', 'E-Commerce', 'Workplace Hazards and Violations']",1,1661,Business
House Votes to Decriminalize Cannabis,2022-04-01,nyt://article/58e72c21-3ca2-56b4-9b30-c4ed0d1df9de,article,News,U.S.,"['Marijuana', 'Law and Legislation', 'United States Politics and Government']",16,997,Washington
Wonking Out: The Curious Case of the Recovering Ruble,2022-04-01,nyt://article/b4e7eff4-c209-57d9-8312-3df06ea6095e,article,Op-Ed,Opinion,"['internal-sub-only-nl', 'Economic Conditions and Trends', 'Economics (Theory and Philosophy)', 'International Trade and World Market', 'Ruble (Currency)', 'Banking and Financial Institutions', 'Russian Invasion of Ukraine (2022)', 'Politics and Government']",,976,OpEd
15 Recipes for Observing Ramadan,2022-04-01,nyt://article/c25fcf9d-2ae9-525c-83fd-58736da80390,article,News,Food,"['Cooking and Cookbooks', 'Muslims and Islam', 'Ramadan', 'Content Type: Service']",,1053,Dining
Joni Mitchell Will Make a Rare Televised Appearance at the Grammys,2022-04-01,nyt://article/b61bac8b-339e-51b1-a9b4-7ba880553d80,article,News,Arts,"['Pop and Rock Music', 'Grammy Awards', 'Television']",7,376,Culture
Meet the Best New Artist Grammy Nominees,2022-04-01,nyt://interactive/71deee86-5df1-5e80-82fd-d63bfe23ba9f,multimedia,Interactive Feature,Arts,"['Pop and Rock Music', 'Grammy Awards', 'Folk Music', 'Rap and Hip-Hop', 'Country Music']",,0,Arts
C.D.C. Confirms It Will Lift Public Health Order Restricting Immigration,2022-04-01,nyt://article/701dc942-9b7b-5b6a-9130-ced3da99dd5a,article,News,U.S.,"['Immigration and Emigration', 'Illegal Immigration', 'Asylum, Right of', 'Disease Rates', 'Coronavirus (2019-nCoV)', 'United States Politics and Government']",14,1256,Washington
