headline,date,id,doc_type,material_type,sectionname,keywords,printpage,wordcount,newsdesk
Gov. Larry Hogan Approves New Maryland Congressional Map,2022-04-04,nyt://article/ab3bfd04-92af-5d98-92b4-1e52a41490fe,article,News,U.S.,"['United States Politics and Government', 'Redistricting and Reapportionment']",15,607,Politics
Judge Keeps New York’s New Electoral Map Intact for Now,2022-04-04,nyt://article/7880d3bd-ad96-5e18-ab7f-b2b60163975d,article,News,New York,"['Redistricting and Reapportionment', 'Suits and Litigation (Civil)', 'Maps', 'Decisions and Verdicts', 'United States Politics and Government', 'Elections, House of Representatives', 'Elections, State Legislature']",15,763,Metro
Terry Francona Is Back and Feeling Feisty,2022-04-04,nyt://article/6d0da30d-52f6-50fb-b01c-766ecf8891db,article,News,Sports,"['Baseball', 'Coaches and Managers', 'Content Type: Personal Profile']",7,1548,Sports
Images of Russian Atrocities Push West Toward Tougher Sanctions,2022-04-04,nyt://article/825506e5-c200-5528-ba43-99762b5bfeb5,article,News,World,"['Russian Invasion of Ukraine (2022)', 'Embargoes and Sanctions', 'Oil (Petroleum) and Gasoline', 'Natural Gas', 'International Relations', 'International Trade and World Market', 'Defense and Military Forces', 'War Crimes, Genocide and Crimes Against Humanity', 'Propaganda', 'Civilian Casualties']",1,1375,Foreign
"Tommy Davis, Batting Star With the ’60s Dodgers, Dies at 83",2022-04-04,nyt://article/bd1a6ef2-68f9-57a8-906d-b93fcb8a801a,article,Obituary (Obit),Sports,"['Baseball', 'Deaths (Obituaries)', 'Nineteen Hundred Sixties', 'World Series']",20,1342,Obits
Has the Pandemic Changed Your Mental Health?,2022-04-04,nyt://article/59c8bc76-b03d-56b2-baa0-7bec5c3823d2,article,News,New York,['internal-open-access'],,144,NYTNow
‘Sitting at Home and Trembling’: A Town Emerges After a Russian Retreat,2022-04-04,nyt://article/129741f3-b068-5007-9280-b126da23b2d2,article,News,World,"['Russian Invasion of Ukraine (2022)', 'Defense and Military Forces']",1,1301,Foreign
Your Monday Evening Briefing,2022-04-04,nyt://article/239ad2b9-1589-55c1-95f2-51f050519d28,article,briefing,Briefing,[],,1303,NYTNow
Senate Committee Votes on Jackson Nomination,2022-04-04,nyt://video/f80f0fdf-3ed4-5333-af43-72a0f936f311,multimedia,Video,U.S.,['United States Politics and Government'],,0,
Covid’s Toll on Diabetic Americans,2022-04-04,nyt://article/467fcc1b-cddf-5a5d-80dd-31ab676dc9f1,article,News,Briefing,['Coronavirus (2019-nCoV)'],,1168,NYTNow
U.S. government to jury in 1MDB trial: Convict even if you don’t believe our star witness.,2022-04-04,nyt://article/fd992972-ad46-5467-aa9a-762482a8e8de,article,News,Business Day,"['Jury System', 'Banking and Financial Institutions', 'Bribery and Kickbacks', 'Sovereign Wealth Funds']",4,487,Business
"Lygia Fagundes Telles, Popular Brazilian Novelist, Dies at 98",2022-04-04,nyt://article/3c73f5d8-23b3-509e-93d6-ee8577f5eb4e,article,Obituary (Obit),Books,"['Writing and Writers', 'Books and Literature', 'Women and Girls', 'Deaths (Obituaries)', 'Legal Profession']",21,1027,Obits
Western Officials Condemn Reports of ‘Massacre’ by Military in Central Mali,2022-04-04,nyt://article/16f4b114-1426-5f46-b75c-a4573bbcef93,article,News,World,"['Terrorism', 'Civilian Casualties', 'Mercenaries and Private Military Contractors']",6,807,Foreign
TikTok to the Grammys: How a ‘Bridgerton’ Musical Beat Broadway,2022-04-04,nyt://article/cec6b81b-e0dc-5dc3-bc54-480d7a0546be,article,News,Theater,"['Theater', 'Grammy Awards', 'Social Media']",2,1286,Culture
Medicare enrollees can get free home coronavirus tests from pharmacies.,2022-04-04,nyt://article/38a8324e-660f-5a7c-8738-a543ff2d7cf3,article,News,U.S.,"['Health Insurance and Managed Care', 'Medicare', 'Coronavirus (2019-nCoV)', 'Drugstores']",,275,Express
Sarah Palin Knows How to Get Attention. Can She Actually Win?,2022-04-04,nyt://article/0181c0a3-6bbd-5dd5-9011-a4cf75779cd8,article,News,U.S.,"['Endorsements', 'Elections, House of Representatives', 'United States Politics and Government', 'Ranked-Choice Voting']",15,1397,Politics
A Small Earthquake on Staten Island,2022-04-04,nyt://article/c9220e1a-f70d-575b-b639-a8dcf376e396,article,Op-Ed,Opinion,"['Labor and Jobs', 'Organized Labor', 'Income Inequality', 'United States Economy']",23,889,OpEd
Bidens Will Host a White House Wedding Reception for Their Granddaughter,2022-04-04,nyt://article/02df6c25-bbc9-53b3-8861-691f5f059531,article,News,U.S.,"['Weddings and Engagements', 'White House Building (Washington, DC)', 'United States Politics and Government']",16,412,Washington
Why Are Seemingly Functional Adults Falling for the ‘Furries’ Myth?,2022-04-04,nyt://article/16ba0716-0f2b-5bf4-a971-19a30852dee5,article,Op-Ed,Opinion,"['Homosexuality and Bisexuality', 'Transgender and Transsexuals', 'Education (K-12)', 'Rumors and Misinformation', 'Social Media', 'Politics and Government']",23,890,OpEd
The matchup between the big men will be one to watch.,2022-04-05,nyt://article/a944ca88-b786-5bd8-8ae8-e92d155202d2,article,News,Sports,['Basketball (College)'],,304,Sports
"The C.D.C. will undergo a comprehensive re-evaluation, the agency’s director said.",2022-04-05,nyt://article/1c95dedb-e69d-5d11-8b57-f4e4a5d16e78,article,News,Health,['Coronavirus (2019-nCoV)'],,752,Science
Important Markings on Treasure Maps,2022-04-05,nyt://article/2a37b0d6-8f6c-5e4b-9a7e-8ff2ee9d5768,article,News,Crosswords & Games,['Crossword Puzzles'],,494,Games
"Review: In ‘Take Me Out,’ Whose Team Are You On?",2022-04-05,nyt://article/850a5c8f-14ee-5caf-a7e1-67ad142511d2,article,Review,Theater,['Theater'],1,1146,Culture
"Kansas, With the Magic of a Record Comeback, Snatches Title Over North Carolina",2022-04-05,nyt://article/39e37392-45d6-5d9e-95ab-18cf3e898f29,article,News,Sports,"['NCAA Basketball Championships (Men)', 'Basketball (College)']",6,1360,Sports
Your Tuesday Briefing,2022-04-05,nyt://article/8e043c71-4315-5813-aa45-d96c02046629,article,briefing,Briefing,[],,1476,NYTNow
"Corrections: April 5, 2022",2022-04-05,nyt://article/29589e95-a784-5ab5-9418-e24641d8d724,article,Correction,Corrections,[],19,303,Corrections
"In a Battle of Bigs, Kansas’ David McCormack Delivers",2022-04-05,nyt://article/e495db7f-5c30-5632-a905-67e7f965c453,article,News,Sports,"['Basketball (College)', 'NCAA Basketball Championships (Men)']",11,707,Sports
Jimmy Kimmel Mocks Trump’s Endorsement of Sarah Palin,2022-04-05,nyt://article/6926cda3-3d97-55ad-9de2-405d1759703f,article,News,Arts,['Television'],,436,Culture
Woman Is Fatally Shot in Bronx Crossfire,2022-04-05,nyt://article/67586cb4-1653-5a70-a227-41e6bf087aae,article,News,New York,"['Murders, Attempted Murders and Homicides']",17,447,Metro
Remy Martin Gets Finish Kansas Wanted After Rocky Season,2022-04-05,nyt://article/296c9824-0392-599d-ac3f-b9f038752f23,article,News,Sports,"['Basketball (College)', 'NCAA Basketball Championships (Men)', 'Content Type: Personal Profile']",11,736,Sports
Word of the Day: decrepit,2022-04-05,nyt://article/39356ea5-892c-5df5-bb7e-f737b50eee14,article,News,The Learning Network,[],,330,Learning
Forgiveness,2022-04-05,nyt://article/5bad0271-93ae-5676-ae2f-30a0d54c19f6,article,News,The Learning Network,[],,144,Learning
Spelling Bee Forum,2022-04-05,nyt://article/c274674a-4a63-514a-a55b-4b8d7a6c057e,article,News,Crosswords & Games,[],,222,Games
Do Home Covid Tests Expire?,2022-04-05,nyt://article/4414090c-5d33-5c07-b44e-01fe15d5ebce,article,News,Well,"['Content Type: Service', 'Coronavirus (2019-nCoV)', 'Tests (Medical)']",6,919,Well
Learning the Right Way to Struggle,2022-04-05,nyt://article/08f5eac0-18ab-5941-85bb-b0aae0953e73,article,News,Science,"['your-feed-science', 'your-feed-health', 'Psychology and Psychologists', 'Education (K-12)']",4,1256,Science
Up-Close Ukraine Atrocity Photographs Touch a Global Nerve,2022-04-05,nyt://article/3fda02c8-240b-593a-8eef-b8f66d738917,article,News,World,"['Russian Invasion of Ukraine (2022)', 'Civilian Casualties', 'War Crimes, Genocide and Crimes Against Humanity', 'Defense and Military Forces']",1,1253,Foreign
"Lesson of the Day: ‘We Know the Pledge. Its Author, Maybe Not.’",2022-04-05,nyt://article/76688cde-c2c2-5ebb-8e88-c86ad5f55d27,article,News,The Learning Network,[],,614,Obits
"200,000 Dead, One Lone Defendant as Darfur Trial Begins",2022-04-05,nyt://article/e8312eed-4d85-597e-b62d-5a4325106675,article,News,World,"['War Crimes, Genocide and Crimes Against Humanity']",11,1225,Foreign
"With ‘Bittersweet,’ Can Susan Cain Replicate the Success of ‘Quiet’?",2022-04-05,nyt://article/8d4a64a4-7d6f-5095-860c-e686a0e59f9f,article,Review,Books,"['Books and Literature', 'Happiness', 'Grief (Emotion)', 'Mental Health and Disorders']",17,1223,BookReview
"Love and Scandal, Buried for Years at an Elite Boarding School",2022-04-05,nyt://article/73b84c03-7128-5ffe-be1b-4fa6e716c21a,article,Review,Books,['Books and Literature'],10,756,BookReview
‘Memphis’ Is a Rhapsodic Hymn to Black Women,2022-04-05,nyt://article/e317851e-9680-5727-a39b-2c42670101f9,article,Review,Books,['Books and Literature'],,717,BookReview
When an Advice Columnist Tries to Fix Her Daughters’ Issues,2022-04-05,nyt://article/805a3c95-4031-5142-b71d-ed3d5235ced0,article,Review,Books,['Books and Literature'],14,643,BookReview
"Is It Possible to Body-Block Our Loved Ones From Pain? Alas, No.",2022-04-05,nyt://article/01748ad8-1d29-5c12-883d-d437079afb9c,article,Review,Books,"['Books and Literature', 'Epilepsy', 'Writing and Writers', 'Anxiety and Stress', 'Parenting']",16,1148,BookReview
How Far Will Parents Go to Protect Their Sons?,2022-04-05,nyt://article/17a5d477-098d-51da-b369-9352c9c06b1f,article,Review,Books,['Books and Literature'],,762,BookReview
"In ‘Atomic Anna,’ the Nuclear Disaster in Chernobyl Launches a Time-Traveling Adventure",2022-04-05,nyt://article/3200ff01-c9ec-5d94-a0bc-70c8792bbd6e,article,Review,Books,"['Books and Literature', 'genre-books-science-fiction']",14,591,BookReview
"Sex Goddess, Celebrity and the Best Hope for Her Country",2022-04-05,nyt://article/7bd241d9-2109-5d74-b33d-7e4ba929d9de,article,Review,Books,['Books and Literature'],15,1236,BookReview
A Son Looks Back on Life With an Irascible and Beloved Mother,2022-04-05,nyt://article/7c794f0e-4d08-5235-b1f1-d816b75d6ee8,article,Review,Books,"['Books and Literature', 'Writing and Writers', 'Elder Care', 'Content Type: Personal Profile']",,779,BookReview
How to Record Thunderstorms,2022-04-05,nyt://article/f245e8f5-75b7-5880-8a75-ba47e70aa472,article,News,Magazine,"['Lightning', 'Recording Equipment']",15,336,Magazine
The Magic of Tiny-Home Videos,2022-04-05,nyt://article/7050642d-b058-5368-a918-7850a8ae1d66,article,News,Magazine,"['Real Estate and Housing (Residential)', 'Art', 'Quarantine (Life and Culture)']",14,917,Magazine
"‘I Didn’t Feel Like Going, but I’m Glad I Did’: My Motto of the Moment",2022-04-05,nyt://article/9e2d90d7-8481-59de-ae20-e73a8b8b879e,article,Op-Ed,Opinion,"['Habits and Routines (Behavior)', 'Quarantine (Life and Culture)', 'Delivery Services', 'Shopping and Retail', 'Restaurants', 'Supermarkets and Grocery Stores']",27,1281,OpEd
Can I Utter a Racial Slur in My Classroom?,2022-04-05,nyt://article/3e381637-7f92-586f-929d-2c4e27035a12,article,News,Magazine,"['Black People', 'Blacks', 'Discrimination', 'Indecency, Obscenity and Profanity', 'Content Type: Service']",12,1296,Magazine
Lessons Learned From Michele McNally,2022-04-05,nyt://article/95ff3d64-b624-5302-b0c4-27977c5fe9f5,article,News,Times Insider,"['Photography', 'Newspapers']",2,838,Summary
Shanghai Avoided Covid Disaster for Two Years. Now We’re Locked Down.,2022-04-05,nyt://article/d8b2eb9a-f949-5b2f-80df-9f016636bb59,article,Op-Ed,Opinion,"['Coronavirus Omicron Variant', 'Coronavirus (2019-nCoV)', 'Quarantines', 'Disease Rates']",7,1158,OpEd
Putin’s War Has Started a Global Food Crisis,2022-04-05,nyt://article/1b7590c9-e817-5700-aaa2-7f171b8ad320,article,Op-Ed,Opinion,"['Food', 'Russian Invasion of Ukraine (2022)', 'Prices (Fares, Fees and Rates)', 'International Trade and World Market', 'Food Insecurity', 'Agriculture and Farming']",,724,OpEd
The Psychic Contortions of the Black Mogul-Entertainer,2022-04-05,nyt://article/ec0e6387-912b-5662-b7d7-4235d5a339bc,article,News,Magazine,"['Black People', 'Blacks', 'High Net Worth Individuals', 'Rap and Hip-Hop', 'Income Inequality']",28,1896,Magazine
Joe Manchin’s Brand Is Not Helping Democrats. But There’s a Republican Who Might.,2022-04-05,nyt://article/9cf2fd84-66b2-570d-ad52-022b9dfbc5f7,article,Op-Ed,Opinion,"['United States Economy', 'United States Politics and Government', 'Law and Legislation', 'Coronavirus (2019-nCoV)', 'Infrastructure (Public Works)']",22,1098,Editorial
He Quietly Turned Bank of America Around. Can He Do More?,2022-04-05,nyt://article/ac790d33-a218-5e12-9bd2-36862c1fc961,article,News,Business Day,"['Content Type: Personal Profile', 'Banking and Financial Institutions']",1,1780,Business
"A Viral Case Against Crypto, Explored",2022-04-05,nyt://article/c7a3e729-47d6-565b-b382-f92b96dd5978,article,Op-Ed,Opinion,"['audio-neutral-informative', 'Nonfungible Tokens (NFTs)', 'Blockchain (Technology)', 'Computers and the Internet', 'Bitcoin (Currency)', 'Finances']",,390,OpEd
Here’s How Slowly New York City Is Moving on Electric Vehicles,2022-04-05,nyt://article/71969c13-e56c-5963-8dfe-a02d6273d0dc,article,News,New York,"['Electric and Hybrid Vehicles', 'Buses', 'Fuel Emissions (Transportation)', 'Fuel Efficiency', 'Politics and Government', 'Greenhouse Gas Emissions']",12,1605,Metro
America’s Vanishing Kingdom,2022-04-05,nyt://article/e4d81bc7-a2b2-5e3c-b08f-e302e405527b,article,Op-Ed,Opinion,"['Factories and Manufacturing', 'United States Defense and Military Forces', 'Labor and Jobs', 'Aluminum', 'Vietnam War', 'Vietnamese-Americans', 'Refugees and Displaced Persons', 'Content Type: Personal Profile']",10,2481,OpEd
"Amazon Tried One of the Oldest Tricks in the Book, and It Backfired",2022-04-05,nyt://article/14c0dc59-a896-5b8f-be8f-8c1b8ebdb1e4,article,Op-Ed,Opinion,"['Workplace Hazards and Violations', 'United States Economy', 'Organized Labor', 'Warehouses', 'Race and Ethnicity', 'Discrimination']",26,1083,OpEd
Rags-to-Riches Stories Are Actually Kind of Disturbing,2022-04-05,nyt://article/38b8b073-9448-55dd-b53b-c55cc50b3d59,article,News,Magazine,"['High Net Worth Individuals', 'Books and Literature', 'Writing and Writers', 'Income Inequality']",40,3806,Magazine
In Defense of Melancholy,2022-04-05,nyt://article/b0888901-98d7-5d47-b10d-227f8377087c,article,News,Well,"['Books and Literature', 'Depression (Mental)', 'Optimism', 'Content Type: Service', 'Empathy', 'Mental Health and Disorders']",,1264,Well
The U.S. Economy Is Booming. So Why Are Economists Worrying About a Recession?,2022-04-05,nyt://article/19076dbf-99ec-5f54-b07d-4580e434c4fb,article,News,Business Day,"['United States Economy', 'Recession and Depression', 'Inflation (Economics)', 'Coronavirus (2019-nCoV)', 'Prices (Fares, Fees and Rates)', 'Interest Rates', 'Labor and Jobs', 'Unemployment', 'Wages and Salaries']",1,1671,Business
"In Europe, It’s Planes vs. Trains. For Many Travelers, Rail Is the Way to Go.",2022-04-05,nyt://article/36bc9c68-ae7f-5b88-87e7-76a174fa8b60,article,News,Travel,"['Travel and Vacations', 'Railroads']",,1600,Travel
Should Libraries Get Rid of Late Fees?,2022-04-05,nyt://article/640cce45-62c7-58b3-899f-1fc58079fbb4,article,News,The Learning Network,[],,498,Learning
‘Russia Is Half of Our Business.’ Or It Was.,2022-04-05,nyt://article/155bf037-621e-57e7-901a-72c4b79b16d2,article,News,Business Day,"['Economic Conditions and Trends', 'Supply Chain', 'International Trade and World Market', 'Embargoes and Sanctions', 'Russian Invasion of Ukraine (2022)', 'Factories and Manufacturing', 'Shopping and Retail']",1,1222,Business
Forecasters Face Loss of Data as Weather Balloon Flights Are Cut,2022-04-05,nyt://article/4a8715bf-23ab-5515-8a34-583592b2b499,article,News,Climate,"['Global Warming', 'Weather', 'Helium', 'Hydrogen', 'Balloons (Aeronautics)', 'Shortages']",18,917,Climate
Can A.I.-Driven Voice Analysis Help Identify Mental Disorders?,2022-04-05,nyt://article/bd49fb51-9250-59a3-a842-c64057e88e61,article,News,Technology,"['Artificial Intelligence', 'Voice and Speech', 'Mental Health and Disorders', 'Depression (Mental)', 'Anxiety and Stress', 'Psychology and Psychologists', 'Telemedicine']",5,1264,SpecialSections
An E-Commerce Site for Ukrainian Fashion,2022-04-05,nyt://article/0f3d45f5-e487-5d29-b7c1-bb72130d3eee,article,News,Style,"['Fashion and Apparel', 'Russian Invasion of Ukraine (2022)', 'Relocation of Business', 'E-Commerce']",,745,Styles
Hotel Life Without the Hotel,2022-04-05,nyt://article/34013835-b1d9-522a-a413-684151eb51b4,article,News,Style,"['Luxury Goods and Services', 'Interior Design and Furnishings', 'Content Type: Personal Profile']",3,896,Styles
A Texas Home With a Brazilian Vibe,2022-04-05,nyt://slideshow/2f085cdb-a21e-5e21-861c-32b79579fe5a,multimedia,Slideshow,Real Estate,"['Real Estate and Housing (Residential)', 'Interior Design and Furnishings', 'Restoration and Renovation', 'Home Repairs and Improvements', 'Furniture', 'Lighting']",,0,Real Estate
"In Houston, a Modernist Showplace With Some Brazilian Curves",2022-04-05,nyt://article/ab385b5c-82d3-5499-86af-381f600953f5,article,News,Real Estate,"['Real Estate and Housing (Residential)', 'Interior Design and Furnishings', 'Home Repairs and Improvements', 'Restoration and Renovation', 'Furniture', 'Lighting', 'Design', 'ARCHITECTURE']",12,831,RealEstate
A Battle Over Banning Gas and Oil Hookups in New Buildings,2022-04-05,nyt://article/1510b193-fbc0-5df6-8cbf-8f9d90812744,article,briefing,New York,"['Greenhouse Gas Emissions', 'Budgets and Budgeting', 'Politics and Government', 'Natural Gas', 'Electric Light and Power', 'Buildings (Structures)', 'Real Estate and Housing (Residential)']",,1498,Metro
Ohio Woman Convicted of Murder in 1993 Death of Newborn,2022-04-05,nyt://article/000a3090-ef6a-5e98-8b00-2baaccdb1035,article,News,U.S.,"['Murders, Attempted Murders and Homicides']",,911,Express
How the War in Ukraine is Creating a Global Food Crisis,2022-04-05,nyt://article/cd98fd56-a5f9-5cca-90c0-149146deab78,article,News,Podcasts,"['War and Armed Conflicts', 'Food', 'Shortages', 'Russian Invasion of Ukraine (2022)', 'Food Insecurity', 'audio-neutral-informative']",,280,Podcasts
Weapons and Sanctions,2022-04-05,nyt://article/2e22e49e-9098-5e29-b3f1-be67136779c2,article,briefing,Briefing,"['internal-storyline-no', 'War and Armed Conflicts', 'Arms Trade', 'Embargoes and Sanctions', 'Defense and Military Forces']",,1641,NYTNow
‘Tony Hawk: Until the Wheels Fall Off’ Review: Shred Until Shredded,2022-04-05,nyt://article/c5368a14-abec-5618-a0a2-3b337ed40701,article,Review,Arts,"['Documentary Films and Programs', 'Skateboarding', 'Content Type: Personal Profile']",5,373,Weekend
How Do You Supplant a ‘Walking Statue’? Cockiness Helps.,2022-04-05,nyt://article/10887a55-b424-54e3-aa46-4bdb010eaf5e,article,News,Sports,"['Baseball', 'Content Type: Personal Profile']",12,1498,Sports
Severe Weather in the South: Here’s What to Know,2022-04-05,nyt://article/c8c09906-46d0-5d92-8ee9-47b5c892f280,article,News,U.S.,"['Rain', 'Tornadoes', 'Wind']",,810,Express
"What are war crimes, and how are they prosecuted?",2022-04-05,nyt://article/7269c50e-6865-5071-8af6-04c33aa4bc70,article,News,World,"['Russian Invasion of Ukraine (2022)', 'War and Armed Conflicts']",,674,Foreign
Breaking Up With Russia,2022-04-05,nyt://article/50d93b33-356f-5ce2-98aa-fc81e71e75f2,article,News,Business Day,"['Embargoes and Sanctions', 'Law and Legislation', 'Antitrust Laws and Competition Issues', 'United States Economy']",,1780,Business
"Weekly News Quiz for Students: Grammys, N.C.A.A. Champions, Russian Atrocities",2022-04-05,nyt://interactive/8e0b143a-b53c-57fb-b857-50bd2bce9425,multimedia,Interactive Feature,The Learning Network,[],,0,The Learning Network
Why Germany Can’t Just Pull the Plug on Russian Energy,2022-04-05,nyt://article/b75a3f1b-745a-5320-859b-7be73501f0aa,article,News,Business Day,"['Russian Invasion of Ukraine (2022)', 'Embargoes and Sanctions', 'Natural Gas', 'Pipelines', 'Oil (Petroleum) and Gasoline', 'Coal', 'Steel and Iron', 'Refineries', 'Economic Conditions and Trends', 'International Trade and World Market', 'International Relations']",1,1268,Business
Primate Societies Are Surprisingly Complex. So Are Their Gender Roles.,2022-04-05,nyt://article/63b03482-9524-5ca8-8856-d7f471d23b0c,article,News,Books,"['Animal Behavior', 'Monkeys and Apes']",15,1393,BookReview
Can California Really Push Back Against Red States?,2022-04-05,nyt://article/bb1785b0-73fb-5153-a515-486382f99452,article,briefing,U.S.,[],,1398,National
"Elon Musk Joins Twitter’s Board, Pitching Ideas Big and Small",2022-04-05,nyt://article/c0e61214-f256-5034-8286-c39e59dd3712,article,News,Business Day,"['Boards of Directors', 'Social Media', 'Appointments and Executive Changes']",1,1436,Business
"A Lover’s Impact on David Wojnarowicz, for All to See",2022-04-05,nyt://article/c243a564-73ef-53b7-ba6c-9d40d7e8a55b,article,News,Arts,"['Art', 'Content Type: Personal Profile', 'Homosexuality and Bisexuality']",1,1130,Culture
Louis Head Has Options (Just Not as Many),2022-04-05,nyt://article/142bba8e-c8b4-5c6f-8f79-7eaf388a17c1,article,News,Sports,"['Baseball', 'Content Type: Personal Profile']",12,1123,Sports
Ke Huy Quan: From Short Round to Romantic Lead in Just Four Long Decades,2022-04-05,nyt://article/ea3461bc-03d4-52bd-91e6-a67b83fca341,article,News,Movies,"['Movies', 'Content Type: Personal Profile', 'Actors and Actresses']",12,1340,Arts&Leisure
"Roland White, a Shaper of Bluegrass and Country-Rock, Dies at 83",2022-04-05,nyt://article/d8602f66-4c6e-50e5-ae82-5e536a1f0e0c,article,Obituary (Obit),Arts,"['Deaths (Obituaries)', 'Country Music', 'Folk Music']",27,1099,Obits
The 2022 Grammys: Let’s Discuss,2022-04-05,nyt://article/09ca5d06-df14-5893-ad94-356bed4118fd,article,News,Arts,"['Grammy Awards', 'Music', 'audio-neutral-informative']",,225,Culture
The U.N. Security Council meets as Ukraine accuses Russia of atrocities.,2022-04-05,nyt://article/128fb2d4-9841-5759-ab3b-63609aea40f9,article,News,World,"['Russian Invasion of Ukraine (2022)', 'Diplomatic Service, Embassies and Consulates', 'War and Armed Conflicts']",,555,Foreign
"He Worked for Warhol, but That’s Just Part of the Story",2022-04-05,nyt://article/7607e717-f5b2-52dc-a99d-08b53e08f593,article,News,Style,"['Antiques', 'Content Type: Personal Profile']",,1995,Styles
"For Macron, France’s Troubled Industries Hit Home",2022-04-05,nyt://article/ee70db94-f20b-50b5-8812-16a7767726e0,article,News,World,"['Layoffs and Job Reductions', 'Politics and Government', 'Labor and Jobs', 'Yellow Vests Movement', 'Economic Conditions and Trends', 'Elections', 'Organized Labor', 'Unemployment', 'Factories and Manufacturing']",10,1608,Foreign
Mob Hit Man Who Escaped as Sentence Neared Its End Is Recaptured,2022-04-05,nyt://article/ccad5ba1-3b95-5b7f-bf09-e316f6baf7ff,article,News,New York,"['Organized Crime', 'Prison Escapes']",12,515,Metro
A Blank Slate in TriBeCa,2022-04-05,nyt://slideshow/109aaeab-8663-5d5f-9aee-637a2d546150,multimedia,Slideshow,Food,['Restaurants'],,0,Food
"Finally, at Mena, Victoria Blamey Gets a Restaurant That Fits Her Talent",2022-04-05,nyt://article/df79699f-e843-50d2-8df4-1d14b58751bc,article,Review,Food,"['Restaurants', 'Chefs']",1,1253,Dining
‘Blackness Deserves a Seat at the Seder’,2022-04-05,nyt://article/feddfb29-288b-5cdf-9274-00045cab1a68,article,News,Food,"['Jews and Judaism', 'Black People', 'Blacks', 'Passover', 'Cooking and Cookbooks', 'Race and Ethnicity', 'Slavery (Historical)', 'Matzoh', 'audio-neutral-informative', 'audio-neutral-immersive']",1,1635,Dining
"Ronald Reagan’s New Economic Order, and What It Meant for America",2022-04-05,nyt://article/d5caad79-f706-5d61-841d-f65d742ca7d6,article,Review,Books,"['Books and Literature', 'United States Economy', 'United States Politics and Government']",,1230,BookReview
Trucking Companies Train You on the Job. Just Don’t Try to Quit.,2022-04-05,nyt://article/65d842c6-8d89-5332-a7b1-d6c2d6c09a65,article,News,Business Day,"['Trucks and Trucking', 'Debt Collection', 'Wages and Salaries', 'Labor and Jobs', 'Suits and Litigation (Civil)', 'Drivers Licenses', 'Vocational Training']",1,1833,Business
"Fred Upton, House Republican Who Voted to Impeach Trump, Will Retire",2022-04-05,nyt://article/88145956-1ef2-5d0a-9a32-4437ec17023e,article,News,U.S.,"['Elections, House of Representatives', 'Retirement', 'United States Politics and Government', 'Impeachment']",15,465,Politics
Ivanka Trump Testifies to House Panel Investigating Jan. 6 Attack,2022-04-05,nyt://article/ade83f24-c651-5051-8d56-d82bf8ef4521,article,News,U.S.,"['Storming of the US Capitol (Jan, 2021)', 'Presidential Election of 2020', 'United States Politics and Government']",14,930,Washington
"Tiger Woods Says, ‘I Feel Like I Am Going to Play’ the Masters",2022-04-05,nyt://article/7a92ce65-cf37-5552-992f-549c187ce297,article,News,Sports,"['Golf', 'Masters Golf Tournament']",10,1135,Sports
"Ditch the Oil, and the Petro-Dictators Too",2022-04-05,nyt://article/bc0c6521-1a34-5862-8b68-78a4f6660b07,article,Letter,Opinion,"['Russian Invasion of Ukraine (2022)', 'Energy Efficiency', 'Alternative and Renewable Energy', 'Greenhouse Gas Emissions', 'United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Flowers and Plants']",22,858,Letters
"Jason Kilar, Head of WarnerMedia, Is Leaving Ahead of Discovery Merger",2022-04-05,nyt://article/cbc44c74-4715-5d62-b01b-1859e1b4e20c,article,News,Business Day,"['Cable Television', 'Appointments and Executive Changes', 'Mergers, Acquisitions and Divestitures', 'Television', 'News and News Media']",3,496,Business
Caviar and canned tuna: Top Fed official points out income-based inflation gaps.,2022-04-05,nyt://article/b76597ca-894f-5c09-9c10-859412a45224,article,News,Business Day,"['Inflation (Economics)', 'United States Economy', 'Prices (Fares, Fees and Rates)']",,506,Business
We have the tools to slow warming,2022-04-05,nyt://article/17a6384f-c1a1-5ff8-a086-50b2794d697b,article,News,Climate,"['Global Warming', 'Greenhouse Gas Emissions', 'internal-storyline-no']",,1478,Climate
"U.S. blocks Russia’s access to dollars for bond payments, heightening risk of default.",2022-04-05,nyt://article/e68e2d26-eec7-5eeb-8d5d-709a3826ab97,article,News,Business Day,"['Embargoes and Sanctions', 'Credit and Debt', 'United States International Relations', 'Russian Invasion of Ukraine (2022)', 'Currency', 'Ruble (Currency)', 'US Dollar (Currency)']",,482,Business
Zelensky vilifies Russia over atrocities: ‘They killed entire families.’,2022-04-05,nyt://article/cefd5c9a-b2e7-59be-8a91-fa50db42ce8c,article,News,World,"['Russian Invasion of Ukraine (2022)', 'War and Armed Conflicts']",,758,Foreign
Recalling One Activist Group’s Outraged Art at the Height of the AIDS Crisis,2022-04-05,nyt://article/2ca8fcbb-4176-5a85-b773-6a00fef91d8f,article,Review,Books,"['Books and Literature', 'Acquired Immune Deficiency Syndrome', 'Posters', 'Art']",3,1000,Culture
"In ‘The King’s Shadow,’ a Long Forgotten Spy Returns to the Spotlight",2022-04-05,nyt://article/bedfc026-0451-5719-8f9d-31b7aed05f8d,article,Review,Books,['Books and Literature'],,694,Books
