headline,date,id,doc_type,material_type,sectionname,keywords,printpage,wordcount,newsdesk
"Connie Hogarth, Relentless Social Activist, Dies at 95",2022-03-01,nyt://article/5d46340b-1163-5fc7-9f5f-6988b2c1e205,article,Obituary (Obit),New York,"['Deaths (Obituaries)', 'Nuclear Energy', 'Demonstrations, Protests and Riots', 'Women and Girls']",12,1072,Obits
"Vaccine protection against moderate illness waned among adolescents, new C.D.C. data suggest.",2022-03-01,nyt://article/25f2c6ae-ab74-5ac6-aa78-192ee93db664,article,News,Health,"['Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'Teenagers and Adolescence', 'Coronavirus Omicron Variant']",23,844,Science
Texas 29th Congressional District Primary Election Results,2022-03-01,nyt://interactive/f5dd36ed-150f-5f71-94ea-c70961e1732a,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas 15th Congressional District Primary Election Results,2022-03-01,nyt://interactive/09650d64-e59f-56e9-a063-c9d7f873bae9,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas 37th Congressional District Primary Election Results,2022-03-01,nyt://interactive/fa9f66fb-5899-581c-a7a3-a416fbad5853,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas Eighth Congressional District Primary Election Results,2022-03-01,nyt://interactive/b66387ce-9e44-5730-848f-7dd79dcede2a,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas 27th Congressional District Primary Election Results,2022-03-01,nyt://interactive/5b1cf69a-fbaf-57fd-a17d-9ca2e5a0b21f,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas 23rd Congressional District Primary Election Results,2022-03-01,nyt://interactive/f8b5aa30-4c0c-5d80-a898-6a7ea4e4ef8a,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas 33rd Congressional District Primary Election Results,2022-03-01,nyt://interactive/48fd2b37-55b1-5219-a252-0aa4305a7ef8,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas Railroad Commissioner Primary Election Results,2022-03-01,nyt://interactive/3574b762-a3b9-573b-8150-c9e4e855e79c,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas 19th Congressional District Primary Election Results,2022-03-01,nyt://interactive/3954f277-2d25-503c-bb30-6ca454b52fea,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas Sixth Congressional District Primary Election Results,2022-03-01,nyt://interactive/dbe9a60b-3639-5ddb-81ab-2b56c4f229cd,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas 26th Congressional District Primary Election Results,2022-03-01,nyt://interactive/b23249ef-39c3-57cc-bdb8-3541d8de9db3,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas Agriculture Commissioner Primary Election Results,2022-03-01,nyt://interactive/5ab7a627-178f-5690-a5be-31c5938e7867,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas Second Congressional District Primary Election Results,2022-03-01,nyt://interactive/39b79289-cb80-5aba-97d3-512e979e54a4,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas 13th Congressional District Primary Election Results,2022-03-01,nyt://interactive/b8ffc230-4462-560a-b072-21d199c2b269,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas First Congressional District Primary Election Results,2022-03-01,nyt://interactive/f05371a8-d0d9-5f3f-aad7-052a65380427,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas Comptroller Primary Election Results,2022-03-01,nyt://interactive/4f6e3502-de90-5aed-8e8a-f17e886c72ac,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas 18th Congressional District Primary Election Results,2022-03-01,nyt://interactive/248f950c-2a4e-513a-9bd9-43b7499b7646,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas 35th Congressional District Primary Election Results,2022-03-01,nyt://interactive/f519393a-8797-576e-9a43-34204389edde,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas 16th Congressional District Primary Election Results,2022-03-01,nyt://interactive/6b1b1a34-0117-556e-be7d-61dc3f354ade,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas 14th Congressional District Primary Election Results,2022-03-01,nyt://interactive/1b97df71-2a84-5d3b-927e-d648c04d7261,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas 38th Congressional District Primary Election Results,2022-03-01,nyt://interactive/6b51496d-0e49-5145-8042-91ac58e96776,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas Seventh Congressional District Primary Election Results,2022-03-01,nyt://interactive/19172732-8a72-5d53-83a1-242cd54278a3,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas 24th Congressional District Primary Election Results,2022-03-01,nyt://interactive/90c4cacb-7570-5ce8-bdfd-fc748ed3ab19,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas 31st Congressional District Primary Election Results,2022-03-01,nyt://interactive/f79f590c-382c-5906-8f15-290b4b436018,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas 30th Congressional District Primary Election Results,2022-03-01,nyt://interactive/1b70cc58-cfaf-5429-b7b3-54878c5e7e8e,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas Land Commissioner Primary Election Results,2022-03-01,nyt://interactive/b588c383-dd4d-5aee-af5d-8c7d55fd6748,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas Ninth Congressional District Primary Election Results,2022-03-01,nyt://interactive/f223b356-2243-561f-963d-b189aac6fe00,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas Fourth Congressional District Primary Election Results,2022-03-01,nyt://interactive/24427f72-993a-5ca0-9077-dfa6813e9db0,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas 17th Congressional District Primary Election Results,2022-03-01,nyt://interactive/e9b6ca36-4f11-5cbf-a990-218a0ae3b8b8,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas Third Congressional District Primary Election Results,2022-03-01,nyt://interactive/a444f2c6-df56-54ff-bfcf-a567e0cac74c,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas 34th Congressional District Primary Election Results,2022-03-01,nyt://interactive/2913f6cd-5088-5f2a-807f-9c6e123fed29,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas 20th Congressional District Primary Election Results,2022-03-01,nyt://interactive/d9c06c0e-5c03-5906-88b9-c0fd354b44f4,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas 11th Congressional District Primary Election Results,2022-03-01,nyt://interactive/02e736b6-4bc8-5c4d-af3b-cf356b130972,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas Fifth Congressional District Primary Election Results,2022-03-01,nyt://interactive/62586cc6-cff6-582c-bbd2-ef02256a5ec3,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas 22nd Congressional District Primary Election Results,2022-03-01,nyt://interactive/0f877514-3906-5ae1-a35c-82d4c941d19d,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas 36th Congressional District Primary Election Results,2022-03-01,nyt://interactive/b3cec459-d8e2-5d06-8fed-2fcbed88cf84,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas 10th Congressional District Primary Election Results,2022-03-01,nyt://interactive/debe4d51-f45b-5b48-82b9-8eb3e87ec06c,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas 28th Congressional District Primary Election Results,2022-03-01,nyt://interactive/dfcca385-1a62-5b7f-8dd8-3e659296fc95,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas 21st Congressional District Primary Election Results,2022-03-01,nyt://interactive/db992089-7d5d-5205-837c-cd0a178f15f8,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas 12th Congressional District Primary Election Results,2022-03-01,nyt://interactive/97d39270-7acb-545b-afc7-96a1787bc189,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas 32nd Congressional District Primary Election Results,2022-03-01,nyt://interactive/f94fa0f3-e659-505a-b4dc-19209cc52eb1,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
Texas 25th Congressional District Primary Election Results,2022-03-01,nyt://interactive/30c4af60-81d9-5759-bcde-ea118103888e,multimedia,,U.S.,"['Elections, House of Representatives', 'Midterm Elections (2022)', 'Elections', 'Primaries and Caucuses']",,0,U.S.
How the Russian Invasion Changed This Ukrainian Pacifist’s Mind,2022-03-01,nyt://article/b37db752-ba04-5667-8641-76603af18d91,article,Op-Ed,Opinion,"['Russian Invasion of Ukraine (2022)', 'Politics and Government', 'War and Armed Conflicts', 'Defense and Military Forces']",,2543,OpEd
Foreign Students Share Stories of Mistreatment While Fleeing Ukraine,2022-03-01,nyt://video/1c99f29d-593d-5b9e-8c3b-d8bb604754c9,multimedia,Video,World,"['Russian Invasion of Ukraine (2022)', 'International Study and Teaching', 'Refugees and Displaced Persons', 'Evacuations and Evacuees', 'Discrimination']",,0,
"A Crisis Abroad, and a Presidential Address and an Election at Home",2022-03-02,nyt://article/46941450-6b3c-57c6-8e97-1558ca23aaa7,article,News,U.S.,"['United States Politics and Government', 'internal-sub-only-nl', 'State of the Union Message (US)', 'Primaries and Caucuses', 'Elections']",,740,Politics
Biden Must Not Allow Ukraine to Fall,2022-03-02,nyt://article/56d5ca59-b110-5757-bb1a-e591b65fe036,article,Op-Ed,Opinion,"['Russian Invasion of Ukraine (2022)', 'Defense and Military Forces', 'Politics and Government', 'United States Politics and Government', 'Embargoes and Sanctions', 'War and Armed Conflicts']",27,868,OpEd
At the Capitol for the State of the Union,2022-03-02,nyt://interactive/5d5ae598-9aaf-5a55-aef5-19af21dec143,multimedia,Interactive Feature,U.S.,"['Politics and Government', 'State of the Union Message (US)', 'United States Politics and Government']",,0,U.S.
"Michigan, Illinois and parts of Hawaii join the list of places that are easing virus restrictions.",2022-03-02,nyt://article/82b6207a-4315-51f9-806a-33569aaf1366,article,News,U.S.,"['Coronavirus (2019-nCoV)', 'Vaccination and Immunization']",,374,National
The Enigma of Big Thief,2022-03-02,nyt://article/3969e35b-cd44-590e-9482-c0ea8d973de9,article,News,Arts,"['Pop and Rock Music', 'audio-neutral-informative', 'Content Type: Personal Profile']",,169,Culture
Exxon Mobil says it plans to leave its last remaining Russian project.,2022-03-02,nyt://article/0c17f66e-0ee4-5b0f-ab08-32105af924db,article,News,Business Day,"['Russian Invasion of Ukraine (2022)', 'Oil (Petroleum) and Gasoline', 'Politics and Government', 'War and Armed Conflicts', 'Embargoes and Sanctions', 'Natural Gas']",,403,Business
Gov. Kim Reynolds of Iowa uses G.O.P. response to blast Biden over ‘runaway inflation.’,2022-03-02,nyt://article/d528e332-7a00-5b3e-8ebd-a79162e9dabb,article,News,U.S.,"['State of the Union Message (US)', 'Coronavirus (2019-nCoV)', 'Masks', 'Vaccination and Immunization', 'Coronavirus Omicron Variant']",20,716,Washington
Children in some New York day care centers can go maskless Wednesday.,2022-03-02,nyt://article/6c24762e-d9fd-5556-acd5-16dc6b66de0c,article,News,New York,"['Vaccination and Immunization', 'Coronavirus (2019-nCoV)']",,325,Metro
"Spurning Rebukes, Russia Escalates Attack on Ukraine as Refugee Ranks Swell",2022-03-02,nyt://article/20046abf-0d3e-5038-83d3-c6fca62945ab,article,News,World,"['Russian Invasion of Ukraine (2022)', 'Civilian Casualties', 'Refugees and Displaced Persons', 'Defense and Military Forces', 'Embargoes and Sanctions', 'Economic Conditions and Trends']",1,1532,Foreign
I See Three Scenarios for How This War Ends,2022-03-02,nyt://article/d1e5565e-8da6-500a-ad93-65948323112f,article,Op-Ed,Opinion,"['Russian Invasion of Ukraine (2022)', 'War Crimes, Genocide and Crimes Against Humanity']",26,1370,OpEd
"The coronavirus invades cells in the penis and testicles of monkeys, researchers discover.",2022-03-02,nyt://article/3c1a3dd5-0e50-580c-9757-1626a7fb36b0,article,News,Health,"['Coronavirus (2019-nCoV)', 'Testosterone', 'Testicles', 'Penis', 'Long Covid']",23,628,Science
The Past Pushes Back in 2 Shows With Contemporary Blackness in Mind,2022-03-02,nyt://article/00093005-4b4a-5df6-8ce5-df23d2c47d35,article,News,Theater,"['Theater', 'Black People', 'Blacks', 'Race and Ethnicity']",4,1435,Culture
"At the Capitol, Biden Confronts a New Normal",2022-03-02,nyt://article/ebc406fe-1bc0-51f7-9caa-4f9ca5c41f07,article,News,U.S.,"['United States Politics and Government', 'Capitol Building (Washington, DC)', 'Storming of the US Capitol (Jan, 2021)', 'State of the Union Message (US)']",18,1075,Washington
Nevada Gov. Steve Sisolak Is Accosted by Man Who Threatens to Hang Him,2022-03-02,nyt://article/cf2d6f36-a1fe-5e46-be24-ab002a82eef1,article,News,U.S.,"['Politics and Government', 'Threats and Threatening Messages']",,595,Express
Biden’s approval ratings are lagging as he delivers the State of the Union.,2022-03-02,nyt://article/7fbdb23a-6959-5eea-9a04-9c3cbd70fe1c,article,News,U.S.,[],,608,Washington
Alexander Vindman on Why It’s the ‘Beginning of the End’ for Putin,2022-03-02,nyt://article/afd1c452-1d46-585b-ae15-c56d4ba194d6,article,Op-Ed,Opinion,"['audio-neutral-informative', 'Russian Invasion of Ukraine (2022)', 'War and Armed Conflicts', 'Politics and Government', 'Defense and Military Forces', 'United States International Relations']",,429,OpEd
Boeing and Ford suspend operations in Russia.,2022-03-02,nyt://article/d4805724-676e-5379-8996-dc4160936de8,article,News,Business Day,"['Russian Invasion of Ukraine (2022)', 'AIRLINES AND AIRPLANES', 'Automobiles', 'Embargoes and Sanctions', 'Titanium', 'International Trade and World Market', 'Corporate Social Responsibility']",,283,Business
Commerce Secretary Gina Raimondo is the designated survivor during the State of the Union.,2022-03-02,nyt://article/23791076-ccd5-58a7-a2aa-33a6e0cdec4d,article,News,U.S.,"['United States Politics and Government', 'State of the Union Message (US)']",,259,Washington
"Corrections: March 2, 2022",2022-03-02,nyt://article/1f8bb79b-9070-562d-bf36-3acc95005dec,article,Correction,Corrections,[],23,451,Corrections
Full Transcript of Biden’s State of the Union Address,2022-03-02,nyt://article/96cbdb1d-9e7c-5ed5-b3ac-4e7fc21e1485,article,News,U.S.,"['State of the Union Message (US)', 'United States Politics and Government', 'United States International Relations', 'United States Economy', 'Coronavirus (2019-nCoV)']",,7250,Washington
An Offer That Was Engineered to Be Rejected,2022-03-02,nyt://article/9ada5a3f-fcc1-545e-82e2-333741b25b22,article,News,Sports,"['Baseball', 'Lockouts', 'Collective Bargaining']",9,1051,Sports
Jan. 6 Panel Subpoenas Lawyers Who Worked to Overturn Trump’s Loss,2022-03-02,nyt://article/9647abec-012c-542f-981c-540fd07988e8,article,News,U.S.,"['Presidential Election of 2020', 'United States Politics and Government', 'Storming of the US Capitol (Jan, 2021)']",15,661,Washington
The Biden administration plans to release a new coronavirus strategy on Wednesday.,2022-03-02,nyt://article/750ffa50-0796-5c1d-b2cb-c03328683040,article,News,U.S.,[],,443,Washington
Dig Right In!,2022-03-02,nyt://article/b1721885-a8b1-5056-9a89-8a86937ab63b,article,News,Crosswords & Games,['Crossword Puzzles'],,1225,Games
"‘Out of Time’ Review: Once Sidelined, Now Taking Center Stage",2022-03-02,nyt://article/1f7d78b1-8d43-5ee8-b7d4-01a72c5a0017,article,Review,Theater,['Theater'],3,1003,Culture
Quotation of the Day: The Night That Changed the N.B.A.,2022-03-02,nyt://article/e6f8e569-5679-560d-894d-a4920137e8f1,article,Quote,Today’s Paper,[],3,38,Summary
"Unity in a Foreign Policy Crisis, but Questions Still to be Answered",2022-03-02,nyt://article/7bd441c9-4d7d-53b5-8f7f-a47f6333003a,article,News Analysis,U.S.,"['Russian Invasion of Ukraine (2022)', 'United States International Relations', 'United States Politics and Government', 'War and Armed Conflicts', 'Speeches and Statements', 'State of the Union Message (US)']",20,1235,Washington
‘There Will Be a Battle’: A Family Prepares for War in Kyiv,2022-03-02,nyt://video/9286fc0e-ffae-5efa-b479-39f334f81375,multimedia,Video,World,"['Defense and Military Forces', 'Families and Family Life']",,0,
Iowa Governor Delivers G.O.P. State of the Union Response,2022-03-02,nyt://video/89e9d656-5416-50e3-ba4a-e50868d6dabf,multimedia,Video,U.S.,"['Politics and Government', 'State of the Union Message (US)']",,0,
Your Wednesday Briefing,2022-03-02,nyt://article/28c0e727-52c7-5b03-91b2-ea0503dc52ce,article,briefing,Briefing,[],,1354,NYTNow
"Biden Has the Right Idea, but the Wrong Words",2022-03-02,nyt://article/39a61b8b-986e-5032-8baf-7afd8163ec8c,article,Op-Ed,Opinion,"['United States Economy', 'Russian Invasion of Ukraine (2022)', 'Economic Conditions and Trends', 'United States International Relations', 'Embargoes and Sanctions', 'Defense and Military Forces', 'State of the Union Message (US)']",25,1414,OpEd
How You Can Help Ukraine,2022-03-02,nyt://interactive/12da8c9e-5d82-5d6a-aa69-db0221db952c,multimedia,Interactive Feature,Opinion,"['Russian Invasion of Ukraine (2022)', 'Humanitarian Aid', 'Philanthropy', 'Content Type: Service', 'internal-open-access']",,0,Opinion
Highlights of Biden’s Address,2022-03-02,nyt://video/942abcb6-bfa5-52c2-924a-c5f80dc4fcb1,multimedia,Video,U.S.,"['State of the Union Message (US)', 'Russian Invasion of Ukraine (2022)', 'Politics and Government']",,0,
"Cisneros forces Cuellar into a runoff, a sign of liberal strength in a key Texas congressional race.",2022-03-02,nyt://article/cd2472ee-f88a-5f6d-b2e4-c82ccacfd864,article,News,U.S.,"['United States Politics and Government', 'Primaries and Caucuses']",,845,Politics
Word of the Day: impede,2022-03-02,nyt://article/8855c4c4-ccdf-55f3-a63c-6c825a1128db,article,News,The Learning Network,[],,385,Learning
"Who won, who lost and what was too close to call in the Texas primaries.",2022-03-02,nyt://article/9c5a0b58-9f1c-5f58-9a2a-59edbc86edae,article,News,U.S.,"['Elections', 'United States Politics and Government']",,820,Politics
Spelling Bee Forum,2022-03-02,nyt://article/bd0faf12-e4d4-5e90-9f15-f06935a5f7ff,article,News,Crosswords & Games,[],,217,Games
Wilt Chamberlain’s 100-Point Game Changed the N.B.A.,2022-03-02,nyt://article/d9d6fe9f-6cea-5fb7-8e03-c23f8233168e,article,News,Sports,"['Basketball', 'Records and Achievements', 'Black People', 'Blacks', 'Race and Ethnicity']",7,1477,Sports
Stephen Colbert Grades Biden’s First State of the Union Address,2022-03-02,nyt://article/fdf097a0-60a2-5491-86ec-847d147e3ef7,article,News,Arts,['Television'],,415,Culture
An Indian student was killed while getting food for others sheltering in Kharkiv.,2022-03-02,nyt://article/a6ddcca9-8a77-5a2e-ba69-b6a10fa0418d,article,News,World,"['Russian Invasion of Ukraine (2022)', 'Medical Schools']",,274,Foreign
Dior and Saint Laurent Face the Future,2022-03-02,nyt://article/dd7a4f04-2a06-5228-99ca-cc588972559a,article,News,Style,"['Fashion and Apparel', 'Protective Clothing and Gear', 'Wearable Computing', 'your-feed-fashion', 'Paris Fashion Week']",12,786,Styles
How to Design a Bike Lane,2022-03-02,nyt://article/a229a570-b415-5671-9bc4-068140923627,article,News,Magazine,"['Bicycles and Bicycling', 'Urban Areas', 'Transportation']",19,337,Magazine
"In Russia, I Learned, Threats Were Always Real",2022-03-02,nyt://article/0748524a-4061-5928-8f5e-deb71a52853b,article,Op-Ed,Opinion,"['Russian Invasion of Ukraine (2022)', 'Olympic Games (2014)', 'Assassinations and Attempted Assassinations', 'Human Rights and Human Rights Violations', 'Poisoning and Poisons']",2,2211,OpEd
"Lesson of the Day: ‘How a Book Is Made: Ink, Paper and a 200,000-Pound Printer’",2022-03-02,nyt://article/316c3af8-bf3b-5ba4-aaa9-2e83caa17012,article,News,The Learning Network,[],,603,Learning
This Memoir About the Contradictions of Grief Plays by Its Own Rules,2022-03-02,nyt://article/81428c83-07d5-5a44-a206-23b2c8491bea,article,Review,Books,"['Books and Literature', 'Content Type: Personal Profile', 'Death and Dying']",2,994,Culture
Why Do We Watch the Weather on TV While It Is Happening Just Outside?,2022-03-02,nyt://article/f2028cd1-3572-5d13-8500-5e28311811f9,article,News,Magazine,"['Snow and Snowstorms', 'Wind', 'Weather', 'Television', 'Hurricanes and Tropical Storms']",7,1095,Magazine
D.I.Y.,2022-03-02,nyt://article/3a7d799c-386d-5da2-964e-f8414a40e2cb,article,News,The Learning Network,[],,148,Learning
You Are Cordially Invited to Our Wedding … on Wednesday,2022-03-02,nyt://article/a81f78c0-4cb0-5618-b560-b772fa72cdb0,article,News,Style,['Weddings and Engagements'],17,1460,Styles
Takeaways From the Texas Primary Elections,2022-03-02,nyt://article/f4ccb4cc-aedb-538b-934d-53351e7d47bf,article,News,U.S.,"['United States Politics and Government', 'Elections']",18,1082,Politics
"‘By the Time You Read This, I’ll Have Killed One of Your Husbands’",2022-03-02,nyt://article/232f26c6-1465-5658-a9b0-e4c2ff3456a8,article,News,Books,['Books and Literature'],9,859,BookReview
Looking for an Endgame in Ukraine,2022-03-02,nyt://article/aaf0fca0-d349-56f0-9582-2c1e2bde68d9,article,Op-Ed,Opinion,"['Russian Invasion of Ukraine (2022)', 'United States International Relations', 'Defense and Military Forces', 'Peace Process', 'Politics and Government']",,1243,OpEd
Will Asian Americans Bolt From the Democratic Party?,2022-03-02,nyt://article/ec7bb8eb-b1d1-5e6b-bbb4-8e1b7d6f15e8,article,Op-Ed,Opinion,"['Discrimination', 'Race and Ethnicity', 'Asian-Americans', 'Black People', 'Blacks', 'Chinese-Americans', 'Presidential Election of 2020', 'Polls and Public Opinion', 'Admissions Standards', 'United States Politics and Government']",10,2681,OpEd
The Women of ‘The Dropout’ Want to Humanize Elizabeth Holmes,2022-03-02,nyt://article/3b304622-70e3-5975-9590-2776a02588a4,article,News,Arts,['Television'],18,1674,Arts&Leisure
"Mistakes Happen. In the Kitchen, That Can Be the Best Thing.",2022-03-02,nyt://article/35365a15-c0b8-5539-8e95-9d3c583bdd8c,article,News,Magazine,"['Cookies', 'Cooking and Cookbooks', 'Recipes']",20,999,Magazine
Raising Crosswalks to Make Deadly Intersections Safer in New York,2022-03-02,nyt://article/391d6265-3463-5f12-9e08-cd7b151a0eb9,article,News,New York,"['Traffic Accidents and Safety', 'Walking']",15,1391,Metro
The Making of ‘The Trojan Horse Affair’,2022-03-02,nyt://article/7a8728ed-c815-5126-8e36-94facfbb22b4,article,News,Times Insider,['Podcasts'],2,662,Summary
Why Gravel Gardens Are Better Than They Sound,2022-03-02,nyt://article/1d88f332-1616-5893-9214-ba2555b60cba,article,News,Real Estate,"['Gardens and Gardening', 'Flowers and Plants', 'Rock and Stone', 'Content Type: Service']",1,1521,RealEstate
"Hong Kong, Buckling Under Covid, Leaves Its Most Vulnerable in the Cold",2022-03-02,nyt://article/2699cc7d-b7fb-5832-8f30-2f2a6ed762c9,article,News,Business Day,"['Coronavirus (2019-nCoV)', 'Income Inequality', 'Quarantines', 'Labor and Jobs', 'Migrant Labor (Non-Agriculture)', 'Poverty']",14,1253,Business
"Millions for Crypto Start-Ups, No Real Names Necessary",2022-03-02,nyt://article/c3980253-451e-5400-95e1-9d22f354bcae,article,News,Technology,"['Venture Capital', 'Entrepreneurship', 'Names, Personal', 'Virtual Currency', 'Computers and the Internet', 'Nonfungible Tokens (NFTs)', 'Blockchain (Technology)', 'Start-ups', 'Engineering and Engineers']",1,1299,Business
Billionaires Clash Over the Future in a Caribbean Eden,2022-03-02,nyt://article/1bad126c-75e8-5327-b54b-995efce425c5,article,News,Travel,"['Hotels and Travel Lodgings', 'Building (Construction)', 'Environment', 'High Net Worth Individuals', 'Travel and Vacations', 'Land Use Policies', 'Conservation of Resources', 'Suits and Litigation (Civil)']",6,2335,Travel
5 Minutes That Will Make You Love Wagner,2022-03-02,nyt://article/966e5edd-8634-562a-abe7-2ccfbb41240c,article,News,Arts,"['Opera', 'Music', 'Classical Music']",,1733,Culture
I Love London Theater. But Not London Theatergoing.,2022-03-02,nyt://article/bd45e9e6-4713-52e5-849b-25923f36e532,article,News,Theater,"['Theater', 'Coronavirus (2019-nCoV)']",10,1919,Arts&Leisure
"They Came to Help Migrants. Now, Europe Has Turned on Them.",2022-03-02,nyt://article/e45313f6-eef0-55e7-a6da-671a55c09920,article,News,Magazine,"['Immigration and Emigration', 'Illegal Immigration', 'Refugees and Displaced Persons', 'Asylum, Right of', 'Discrimination', 'Volunteers and Community Service', 'Middle East and Africa Migrant Crisis', 'Smuggling', 'Drownings']",28,8720,Magazine
"Living In ... Plainfield, N.J.",2022-03-02,nyt://slideshow/3e38dc93-c193-5e76-b8bc-14d266e19c4a,multimedia,Slideshow,Real Estate,['Real Estate and Housing (Residential)'],,0,Real Estate
What You Get for $3 Million,2022-03-02,nyt://slideshow/ab796b7a-5b10-5cea-938d-c05bed274aba,multimedia,Slideshow,Real Estate,['Real Estate and Housing (Residential)'],,0,Real Estate
