headline,date,id,doc_type,material_type,sectionname,keywords,printpage,wordcount,newsdesk
Trump’s Lawyers Renew Push for Special Master in Documents Inquiry,2022-09-01,nyt://article/810358ae-0037-5f2f-87bf-fcd0e16fd87d,article,News,U.S.,"['Classified Information and State Secrets', 'Search and Seizure', 'United States Politics and Government']",17,954,Washington
"It Was Anett Kontaveit Against Serena Williams, and the Crowd",2022-09-01,nyt://article/90469ddf-9b85-5ddf-9345-94183f582148,article,News,Sports,"['Tennis', 'United States Open (Tennis)']",9,967,Sports
"Quotation of the Day: Taking Aim, With Tanks, at Gorbachev’s Legacy",2022-09-01,nyt://article/76070cc6-204f-5cbe-a049-52c5f58ab4f3,article,Quote,Today’s Paper,[],3,65,Summary
"Corrections: Sept. 1, 2022",2022-09-01,nyt://article/fd2a9902-34e5-552c-9722-d5cbd0f23740,article,News,Corrections,[],20,150,Corrections
The Pandemic Erased Two Decades of Progress in Math and Reading,2022-09-01,nyt://article/32604986-fa76-56fb-b3af-fa871a49dd63,article,News,U.S.,"['Education (K-12)', 'National Assessment of Educational Progress', 'Coronavirus (2019-nCoV)', 'Quarantines', 'E-Learning', 'Mathematics', 'Reading and Writing Skills (Education)', 'Children and Childhood', 'Black People', 'Blacks', 'Hispanic-Americans', 'Income Inequality']",1,1121,National
Where Exactly Is Times Square? It’s Complicated.,2022-09-01,nyt://article/9f7d2592-83e4-50a9-9b8e-b3f00cc175c0,article,briefing,New York,"['Tennis', 'Firearms', 'Gun Control']",,1508,Metro
Your Thursday Briefing,2022-09-01,nyt://article/4ccbb3a5-688a-54e0-bea6-562f2a1cd373,article,briefing,Briefing,"['Elections', 'War and Armed Conflicts', 'Soccer', 'Politics and Government', 'Human Rights and Human Rights Violations', 'Russian Invasion of Ukraine (2022)']",,1230,NYTNow
These 12 Teachers Don’t See Themselves as Superheroes,2022-09-01,nyt://interactive/5fa85290-ad4f-5865-8c4a-a4028b223de5,multimedia,Interactive Feature,Opinion,"['Teachers and School Employees', 'United States Politics and Government', 'Education (K-12)', 'Coronavirus (2019-nCoV)']",,0,Opinion
Debt-Stricken Sri Lanka Reaches Initial Deal for I.M.F. Bailout,2022-09-01,nyt://article/5ebbcc1b-60b7-50d5-8e8b-f734ebd59f6b,article,News,World,"['Economic Conditions and Trends', 'Credit and Debt']",5,774,Foreign
"Pencil, chalk and first-aid kits: Ukrainian children return to school in the midst of war.",2022-09-01,nyt://article/057c1616-e9e9-5639-b162-0a1f31e726bb,article,News,World,"['Russian Invasion of Ukraine (2022)', 'Education']",,528,Foreign
China Locks Down Major Southern City of Chengdu,2022-09-01,nyt://article/eb3254b3-faf7-5cd0-adce-496cc61e63a9,article,News,World,"['Quarantines', 'Coronavirus (2019-nCoV)']",9,584,Foreign
Spelling Bee Forum,2022-09-01,nyt://article/2d4db7a2-4849-58b7-953f-42ba93ad7595,article,News,Crosswords & Games,[],,165,Games
The Anglican Church’s ‘Kick in the Guts’ to Gay Parishioners,2022-09-01,nyt://article/96911d18-498f-58c8-8bb8-7f4f9c11cb20,article,News,World,"['Homosexuality and Bisexuality', 'Episcopal Church', 'Anglican Churches']",9,1178,Foreign
The People’s Republic of Shein,2022-09-01,nyt://article/de2c9f88-b11e-520c-8c97-ec898795e032,article,News,Style,"['Fashion and Apparel', 'Pop-Up Stores and Restaurants', 'Shopping and Retail', 'audio-neutral-informative', 'audio-neutral-immersive']",5,1735,Styles
‘We Are Not Stopping.’ U.N. Team Continues to Nuclear Plant,2022-09-01,nyt://video/11565566-b60b-5896-914c-a4e7f36644da,multimedia,Video,World,"['Russian Invasion of Ukraine (2022)', 'Nuclear Energy', 'Defense and Military Forces', 'International Relations']",,0,
"In a Japanese Nursing Home, Some Workers Are Babies",2022-09-01,nyt://article/d595b1d7-a0c6-5c9d-8e9b-6884c5e01d70,article,News,World,"['Nursing Homes', 'Elderly', 'Babies and Infants', 'Elder Care', 'Loneliness']",6,770,Foreign
"For Uyghurs, U.N. Report on China’s Abuses Is Long-Awaited Vindication",2022-09-01,nyt://article/83cc442f-ec33-5d6a-b425-451e1fed3096,article,News,World,"['Uighurs (Chinese Ethnic Group)', 'Political Prisoners', 'Human Rights and Human Rights Violations', 'War Crimes, Genocide and Crimes Against Humanity']",6,973,Foreign
"At the National Theater, Love Redeems, in Various Ways",2022-09-01,nyt://article/d2385a7b-a656-5a1d-add6-4dd894de9d98,article,Review,Theater,['Theater'],,1002,Culture
What Is School For?,2022-09-01,nyt://interactive/0ec6dd42-b2d2-5a28-ab03-c039dc0f0829,multimedia,Interactive Feature,Opinion,"['Education', 'Education (K-12)']",,0,Opinion
‘A Breach of Trust’: Three Parents on Why They Became School Activists,2022-09-01,nyt://interactive/996fb3a4-36eb-5bd2-a0ee-1bdd34796530,multimedia,Interactive Feature,Opinion,[],,0,Opinion
A Baby Hadn’t Gained Any Weight in Months. Why Was It Failing to Thrive?,2022-09-01,nyt://article/414b9671-3fe2-5c72-aa59-105855caf526,article,News,Magazine,"['Babies and Infants', 'Genetics and Heredity', 'Salt', 'Kidneys', 'Breastfeeding', 'Infant Formulas']",18,1482,Magazine
Poem: Nationhood,2022-09-01,nyt://article/9b33da55-1ef2-551b-8fbd-f7749eaf13c8,article,News,Magazine,['Poetry and Poets'],10,371,Magazine
"Two Children, Two Cats and a Dog (and 250 Mice): She Needed a New Plan. Which Option Would You Choose?",2022-09-01,nyt://interactive/0c8ea3da-fd60-5cfc-a7c0-b0e160a1efd2,multimedia,Interactive Feature,Real Estate,['Real Estate and Housing (Residential)'],4,0,Real Estate
Please Don’t Make a Tolkien Cinematic Universe,2022-09-01,nyt://article/9e7a2cf3-6a3e-502d-baab-38b613f22e85,article,Op-Ed,Opinion,"['Television', 'Movies', 'Books and Literature']",,1171,OpEd
Stephen King’s ‘Fairy Tale’: A Portal to a Fantasy Kingdom,2022-09-01,nyt://article/5bfd9003-1673-5b00-b28e-9de8d7dd44a8,article,Review,Books,['Books and Literature'],17,908,BookReview
Judge John Hodgman on Swampy the Cat,2022-09-01,nyt://article/cd2dac12-f04a-5b23-8ca5-2291c8903107,article,News,Magazine,"['Comedy and Humor', 'Cats']",14,166,Magazine
School Is for Wasting Time and Money,2022-09-01,nyt://article/f3c1e68f-0020-553b-9bd6-732af778a9cb,article,Op-Ed,Opinion,"['Education (K-12)', 'Private and Sectarian Schools', 'Shutdowns (Institutional)', 'Education', 'Illiteracy', 'Vouchers', 'Reading and Writing Skills (Education)', 'Coronavirus (2019-nCoV)']",8,1131,OpEd
School Is for Hope,2022-09-01,nyt://article/444f35a7-2c91-529b-981e-e24e65debaeb,article,Op-Ed,Opinion,"['Education (K-12)', 'Children and Childhood', 'Border Barriers', 'Families and Family Life', 'Immigration Detention', 'Bilingual Education', 'Immigration and Emigration']",9,1165,OpEd
School Is for Care,2022-09-01,nyt://article/abfb3fb8-58b5-550c-bbcb-5d1dc6b5b4db,article,Op-Ed,Opinion,"['Education (K-12)', 'Children and Childhood', 'Shutdowns (Institutional)', 'Parenting']",5,1253,OpEd
"While You Are Sleeping, Rogan Gregory Gets His Ideas",2022-09-01,nyt://article/e9b24fdc-cf13-5536-a79f-36174c083901,article,News,Style,"['Design', 'Furniture', 'Content Type: Personal Profile']",2,1255,SpecialSections
"‘I’m Just Serena,’ Swinging Freely for Another Grand Slam Run",2022-09-01,nyt://article/e909533b-45f4-50f3-bd7b-a24b19aba4cf,article,News,Sports,"['Tennis', 'United States Open (Tennis)']",,1354,Sports
Biden Warns That American Values Are Under Assault by Trump-Led Extremism,2022-09-01,nyt://article/9781caf4-fb56-5d5e-bb8c-7bc4a39c8c82,article,News,U.S.,"['Speeches and Statements', 'Midterm Elections (2022)', 'Right-Wing Extremism and Alt-Right', 'Polls and Public Opinion', 'United States Politics and Government']",1,1720,Washington
College Football Is Back. Don’t Even Try That Fake Slide.,2022-09-01,nyt://article/141d8da2-06db-580c-8794-4beeb7b05fb9,article,News,Sports,"['Football (College)', 'Officiating (Sports)']",10,949,Sports
School Is for Social Mobility,2022-09-01,nyt://article/306b185f-b6c4-5619-8543-f3fcd8e525a3,article,Op-Ed,Opinion,"['Education (K-12)', 'Children and Childhood', 'Education', 'Poverty', 'United States Economy']",4,1187,OpEd
"A Mom Plans. Her Daughters Do Their Own Things, as Daughters Do.",2022-09-01,nyt://article/a74c30c3-ce10-562a-8946-65a2f42e5057,article,Review,Books,"['Writing and Writers', 'Book Clubs', 'Books and Literature']",13,871,BookReview
"‘The Rings of Power’ Review: Shiny, Not Yet Precious",2022-09-01,nyt://article/b50d170f-77b7-5ce8-a7b0-98b0a9545afd,article,Review,Arts,['Television'],1,1222,Weekend
School Is for Making Citizens,2022-09-01,nyt://article/b9647a37-ce42-57c3-9cc0-355a2d9fdef5,article,Op-Ed,Opinion,"['Education (K-12)', 'Civil Rights Movement (1954-68)', 'Education', 'Race and Ethnicity', 'Democracy (Theory and Philosophy)', 'Critical Race Theory', 'Censorship']",8,1267,OpEd
School Is for Learning to Read,2022-09-01,nyt://article/b67cb4da-392b-5db4-a56d-6ddbc6c6d08f,article,Op-Ed,Opinion,"['Education (K-12)', 'Children and Childhood', 'Parenting', 'Illiteracy', 'National Assessment of Educational Progress', 'Reading and Writing Skills (Education)', 'Income Inequality']",4,1001,OpEd
"As a Reader, Mo Willems Gives Himself Permission to Quit",2022-09-01,nyt://article/58c0bae3-b4fb-56ff-a1ed-9ffaaa696a89,article,News,Books,"['Writing and Writers', 'Books and Literature', 'Content Type: Personal Profile']",7,925,BookReview
"How Social Media Influences Our Behavior, and Vice Versa",2022-09-01,nyt://article/2844519c-8b4b-56cb-aea2-115b29f18d3f,article,Review,Books,"['Books and Literature', 'Social Media']",11,1259,BookReview
School Is for Merit,2022-09-01,nyt://article/7c30e39a-a6f1-5712-8b90-08c6a4702d20,article,Op-Ed,Opinion,"['Education (K-12)', 'Admissions Standards', 'Discrimination', 'Parenting', 'Magnet Schools']",7,955,OpEd
Why Do Some People in New Jersey Suddenly Have Bags and Bags of Bags?,2022-09-01,nyt://article/f5ba3041-8365-5f75-a7c4-537f8480036f,article,News,Climate,"['Plastic Bags', 'Supermarkets and Grocery Stores', 'Global Warming', 'Delivery Services', 'Shopping Bags', 'Sustainable Living', 'Shopping and Retail', 'Oil (Petroleum) and Gasoline']",1,949,Climate
"From Start to Finish, Venus and Serena Williams Always Had Each Other",2022-09-01,nyt://article/9c324c57-b587-5d1c-8995-5e5081ec600d,article,News,Sports,"['Tennis', 'United States Open (Tennis)']",9,1127,Sports
The Best Cities for Generation Z,2022-09-01,nyt://article/8232c810-88e8-585e-be9b-a79b2e4dcb27,article,News,Real Estate,"['Real Estate and Housing (Residential)', 'Generation Z', 'Labor and Jobs', 'Renting and Leasing (Real Estate)', 'Parks and Other Recreation Areas']",2,394,RealEstate
Ken Burns Explores America’s Inaction During the Holocaust,2022-09-01,nyt://article/98a9de23-7275-5b74-8390-d14aeaa20529,article,News,Arts,"['Television', 'Documentary Films and Programs', 'Holocaust and the Nazi Era', 'Jews and Judaism', 'World War II (1939-45)', 'Anti-Semitism', 'Immigration and Emigration', 'United States Politics and Government']",63,1585,Arts&Leisure
School Is for Everyone,2022-09-01,nyt://article/42964c8f-9116-5e5b-896a-71df4d54dd54,article,Op-Ed,Opinion,"['Education (K-12)', 'Education', 'Coronavirus Reopenings', 'Democracy (Theory and Philosophy)', 'Critical Race Theory']",2,2614,OpEd
Want to Buy a Banksy? This Building Comes With It.,2022-09-01,nyt://article/b4028644-0ae3-5565-916f-96e7defd3aaf,article,News,Real Estate,"['Art', 'Murals', 'Auctions', 'Historic Buildings and Sites']",10,806,RealEstate
"In Mexico, a Company and a Community Tied Together With a Single Thread",2022-09-01,nyt://article/e14ce03a-9a37-562b-912a-d3c8b2c30a5e,article,News,Style,"['Design', 'Factories and Manufacturing', 'Textiles', 'Sustainable Living', 'Fashion and Apparel', 'Jewels and Jewelry']",6,977,SpecialSections
Will a Renewed Iran Nuclear Deal Mean Cheaper Energy?,2022-09-01,nyt://article/3ef8dfd8-904f-5341-adc8-44b2c2accf17,article,News,World,"['Oil (Petroleum) and Gasoline', 'Nuclear Weapons', 'Embargoes and Sanctions', 'Arms Control and Limitation and Disarmament', 'United States International Relations', 'International Trade and World Market', 'Production', 'Prices (Fares, Fees and Rates)', 'Pipelines', 'Natural Gas', 'Economic Conditions and Trends']",5,1102,Foreign
Ashley Flowers Loves an Airport Bookstore,2022-09-01,nyt://article/af7f7504-30f4-5eed-b3f3-e8fd4234f1f6,article,News,Books,"['Books and Literature', 'Content Type: Personal Profile', 'genre-books-thriller']",24,463,BookReview
A Panorama of Design,2022-09-01,nyt://article/4671a25a-4551-58af-a986-3c97ff7c34ba,article,News,Arts,"['Textiles', 'Art', 'Culture (Arts)', 'Design', 'Furniture', 'Libraries and Librarians', 'Colleges and Universities', 'Archives and Records', 'Interior Design and Furnishings']",2,1036,SpecialSections
Lea Michele Is Well Aware That the Pressure Is On,2022-09-01,nyt://article/f5b4c16e-8d32-5d2f-9b5f-9a4c490c5881,article,News,Theater,"['Theater', 'Actors and Actresses', 'Content Type: Personal Profile']",5,2339,Arts&Leisure
School Is for Connecting to Nature,2022-09-01,nyt://article/ad2a8322-f9db-546b-9be3-47c9b0db549f,article,Op-Ed,Opinion,"['Education (K-12)', 'Education (Pre-School)', 'Children and Childhood', 'Parenting', 'Agriculture and Farming']",10,1036,OpEd
An American in Milan With a Taste for ‘Sprezzatura’,2022-09-01,nyt://article/a42eb132-afac-596b-8434-8a3d7ef58ac0,article,News,Style,"['Fashion and Apparel', 'Interior Design and Furnishings', 'Furniture']",8,976,SpecialSections
Witness to the Massacre in Mariupol,2022-09-01,nyt://article/e9fdcd05-c1eb-5162-9d89-3b5e9e6d58e0,article,News,Magazine,"['Russian Invasion of Ukraine (2022)', 'Refugees and Displaced Persons', 'Civilian Casualties', 'War Crimes, Genocide and Crimes Against Humanity', 'Defense and Military Forces']",36,7580,Magazine
"In Seattle, It’s Almost Normal",2022-09-01,nyt://article/451cf9d8-9564-5f3d-ae7c-64869b270e31,article,News,Travel,"['Travel and Vacations', 'Coronavirus Reopenings']",,1539,Travel
Hand-Me-Downs and Discards from Design History’s Treasure Chest,2022-09-01,nyt://article/b5c90ada-a513-5cfb-b843-1455841a1023,article,News,Arts,"['Design', 'Books and Literature', 'Textiles', 'ARCHITECTURE', 'Toys', 'Building (Construction)']",,537,SpecialSections
Michael Schultz Broke the Mold for Black Directors. He’s Not Done Yet.,2022-09-01,nyt://article/23888095-282c-572f-8140-c7e54057ac8f,article,News,Movies,"['Black People', 'Blacks', 'Content Type: Personal Profile', 'Movies', 'Theater', 'Television']",10,2907,Arts&Leisure
An Apple Watch for Your 5-Year-Old? More Parents Say Yes.,2022-09-01,nyt://article/e78e123e-3255-55c8-84ca-0a1b88220a57,article,News,Technology,"['Children and Childhood', 'Wearable Computing', 'Computers and the Internet', 'Smartphones', 'Watches and Clocks', 'Parenting', 'iPhone']",1,1172,Business
"From Ralph Lauren to Louis Vuitton, Who Dressed Your Living Room?",2022-09-01,nyt://article/981cf029-3581-5362-8bb2-69f705fa90ae,article,News,Style,"['Furniture', 'Fashion and Apparel', 'Interior Design and Furnishings', 'Real Estate and Housing (Residential)', 'Design']",4,961,SpecialSections
Portugal Could Hold an Answer for a Europe Captive to Russian Gas,2022-09-01,nyt://article/0135331d-0256-5cd3-a4f4-976e71fce6ad,article,News,Business Day,"['Alternative and Renewable Energy', 'Politics and Government', 'International Trade and World Market', 'Energy and Power', 'Prices (Fares, Fees and Rates)', 'Pipelines', 'Natural Gas', 'Oil (Petroleum) and Gasoline', 'Russian Invasion of Ukraine (2022)']",1,1426,Business
Tech Companies Slowly Shift Production Away From China,2022-09-01,nyt://article/24d230aa-87e9-5aff-8757-509edb59fc00,article,News,Business Day,"['Computers and the Internet', 'Relocation of Business', 'Factories and Manufacturing', 'Supply Chain', 'Smartphones']",1,1243,Business
When Wedding Planning Is More Like Online Shopping,2022-09-01,nyt://article/2d0add91-ea55-5a0a-9fd6-c1e8cad58cc2,article,News,Fashion & Style,"['Weddings and Engagements', 'Computers and the Internet', 'E-Commerce']",13,1238,Styles
18 Books Coming in September,2022-09-01,nyt://article/b6371397-97b6-5014-90cf-0c4bccc85459,article,News,Books,"['Books and Literature', 'Writing and Writers']",7,938,Weekend
Household Goods That Wear Their Fashion Influences on Their Sleeves,2022-09-01,nyt://article/62eee427-af4f-58d9-bdac-e5cd0b03a51e,article,News,Style,"['Design', 'Furniture', 'Textiles', 'Carpets and Rugs', 'Kitchens', 'Lighting']",9,902,SpecialSections
What Grown-Ups Don’t Understand About School,2022-09-01,nyt://article/9c5cc643-5d84-53d0-b01d-dc3149f5c7d3,article,Op-Ed,Opinion,"['Education (K-12)', 'Photography', 'Education', 'Education (Secondary)']",6,294,OpEd
"The Man Who Amassed 10,000 Vintage Scarves (and Wrote a Book About It)",2022-09-01,nyt://article/39cdcd0d-a8ee-577b-a650-4ac9931f8b23,article,News,Style,"['Fashion and Apparel', 'Scarves', 'Books and Literature', 'Silk and Silk Goods', 'Content Type: Personal Profile']",4,1135,SpecialSections
"Behind the Wheel in L.A., With a New Destination",2022-09-01,nyt://article/5b892098-a604-5b8b-bdd7-5f8c7f8c513a,article,News,Arts,"['Art', 'Ceramics and Pottery', 'Fashion and Apparel', 'Parenting', 'Content Type: Personal Profile']",7,745,SpecialSections
How to Decorate an Empty Space,2022-09-01,nyt://article/972a4cc5-a028-5630-a430-58a574cfaf94,article,News,Style,"['Design', 'Furniture', 'Interior Design and Furnishings', 'Kitchens', 'Building (Construction)', 'Marbles', 'Lighting']",5,941,SpecialSections
Timmy Trumpet Gives Mets Closer a Live Rendition of ‘Narco’,2022-09-01,nyt://interactive/ebd20409-75c1-5ca4-8f02-f67ddaba07e5,multimedia,Interactive Feature,Sports,['Baseball'],,0,Sports
The Mets Pull One Back in a Fun Win Over the Dodgers,2022-09-01,nyt://article/e23ddf7c-0c64-5b51-ad51-aedef08e6c8f,article,News,Sports,['Baseball'],10,880,Sports
How Gorbachev Changed the World,2022-09-01,nyt://article/aa53c605-3904-57e9-9bff-93e096438c03,article,News,Podcasts,"['War and Armed Conflicts', 'Politics and Government', 'International Relations', 'Russian Invasion of Ukraine (2022)', 'Cold War Era', 'Deaths (Obituaries)', 'audio-neutral-informative']",,353,Podcasts
To the Moon,2022-09-01,nyt://article/ca87d157-b2f0-5e8c-89b3-54847cf23833,article,briefing,Briefing,"['internal-storyline-no', 'Earth', 'Mars (Planet)', 'Space and Astronomy', 'Rocket Science and Propulsion']",,1671,NYTNow
‘Burial’ Review: Corpse Ride,2022-09-01,nyt://article/e6091ffd-815f-5e31-9e49-a432e851826b,article,Review,Movies,['Movies'],6,293,Weekend
‘Saloum’ Review: A Paranormal Showdown in the Desert,2022-09-01,nyt://article/f0cef1f0-d7df-5793-94a2-4ee095e0523c,article,Review,Movies,['Movies'],5,401,Weekend
‘Waiting for Bojangles’ Review: Endless Love,2022-09-01,nyt://article/0dec3ff2-b947-5c1e-abf3-323a7a920d24,article,Review,Movies,['Movies'],6,267,Weekend
"‘McEnroe’ Review: Regrets, He’s Had a Few",2022-09-01,nyt://article/406087a6-6fe0-5776-9ff2-263385f26688,article,Review,Movies,"['Documentary Films and Programs', 'Tennis', 'Content Type: Personal Profile']",5,345,Weekend
‘Kaepernick & America’ Review: A Narrative,2022-09-01,nyt://article/2750d851-fe8f-54a6-8eca-57c2a87a09a1,article,Review,Movies,"['Documentary Films and Programs', 'Black People', 'Blacks', 'Men and Boys', 'Football', 'United States National Anthem Protests (2016- )', 'Race and Ethnicity']",6,340,Weekend
Big Tech Reconsiders the “Made in China” Way,2022-09-01,nyt://article/d3177cf1-f9a8-540c-b73c-d9a7f389d0c1,article,News,Business Day,"['iPhone', 'Income Tax']",,1863,Business
A Russian paratrooper seeking asylum in France describes disarray in Putin’s military.,2022-09-01,nyt://article/86903945-bb73-5625-9eec-572a2f146a5d,article,News,World,"['Defectors (Political)', 'Asylum, Right of', 'War and Armed Conflicts', 'Russian Invasion of Ukraine (2022)']",,651,Foreign
Architects at a New York Firm Form the Industry’s Only Private-Sector Union,2022-09-01,nyt://article/b90ccd28-6b5e-5a5e-8d10-82898791ba55,article,News,Business Day,"['ARCHITECTURE', 'Labor and Jobs', 'Organized Labor', 'Workplace Hazards and Violations', 'Collective Bargaining']",4,690,Business
Chess Replay: You Versus Andersen,2022-09-01,nyt://article/b83c2b62-dd59-5701-b9b9-2bcee0693a8d,article,News,Crosswords & Games,[],,109,Games
"Few Wordle Players Use Consistent Starting Words, but When They Do, It’s ADIEU",2022-09-01,nyt://article/f2620fa1-b3df-5849-96cd-58d555181022,article,News,Crosswords & Games,"['Wordle (Puzzle)', 'Games']",,786,Games
"Farewell, Typos! Twitter Unveils an Edit Button.",2022-09-01,nyt://article/be87b0bc-8781-56f4-bf85-aa0c591236bc,article,News,Technology,"['Social Media', 'Spelling', 'Grammar', 'English Language']",4,542,Business
California’s Climate Makes It Especially Vulnerable to Global Warming,2022-09-01,nyt://article/c348bad3-598d-5d83-b7c9-e4f7cc1817e9,article,briefing,U.S.,[],,1435,National
"Peter Hujar’s Photographs, Curated by Elton John",2022-09-01,nyt://article/643ada43-d2aa-50d5-8509-0ab84bfc0fff,article,News,T Magazine,"['Wallpaper', 'Interior Design and Furnishings']",,1237,TStyle
On the Market in the New York Region,2022-09-01,nyt://slideshow/2036b47d-605f-5957-bde7-3b18ecbff767,multimedia,Slideshow,Real Estate,['Real Estate and Housing (Residential)'],,0,Real Estate
Homes for Sale in New York and New Jersey,2022-09-01,nyt://article/937f6762-01b9-533d-96d4-6526edc1f705,article,News,Real Estate,['Real Estate and Housing (Residential)'],,159,RealEstate
On the Market in New York City,2022-09-01,nyt://slideshow/540f4182-a993-55ce-88d5-8adc3242663a,multimedia,Slideshow,Real Estate,['Real Estate and Housing (Residential)'],,0,Real Estate
Homes for Sale in Brooklyn and Manhattan,2022-09-01,nyt://article/a0de5946-8ad8-5144-90a0-60b2efc0d0a2,article,News,Real Estate,['Real Estate and Housing (Residential)'],,191,RealEstate
‘Peter Von Kant’ Review: Fassbinder and Friends,2022-09-01,nyt://article/023358b9-a956-55e8-8e64-3f53113ac971,article,Review,Movies,['Movies'],5,363,Weekend
Abortion rights loom larger in investment decisions.,2022-09-01,nyt://article/0a6021c4-511a-558a-a0bd-5b0849f9155b,article,News,Business Day,"['Abortion', 'Mobile Applications', 'Shareholder Rights and Activism', 'Women and Girls', 'Stocks and Bonds']",3,401,Business
An Odissi Dancer Charts New Paths in ‘the Land of Discovery’,2022-09-01,nyt://article/cb28e124-6a30-58c5-88b2-88a88dbe4a3c,article,News,Arts,"['Dancing', 'Content Type: Personal Profile']",8,1552,Arts&Leisure
New Shows That Widen the Beaten Path,2022-09-01,nyt://article/e9334593-d0cb-5667-a8e3-3c52e490c59a,article,Review,Arts,"['Museums', 'Sculpture', 'Art', 'Costumes']",82,1199,Arts&Leisure
Bank of America Tests No-Down-Payment Mortgages in Black and Hispanic Neighborhoods,2022-09-01,nyt://article/3f39b63c-c152-52ac-a4a5-4fe24dbac146,article,News,Business Day,"['Mortgages', 'Black People', 'Blacks', 'Hispanic-Americans', 'Real Estate and Housing (Residential)', 'Banking and Financial Institutions', 'Minorities', 'Discrimination', 'Income Inequality']",3,812,Express
August Couldn’t End Soon Enough for Stumbling Yankees,2022-09-01,nyt://article/97d71545-ce9c-5c2e-83e6-f91bd3656a6a,article,News,Sports,['Baseball'],10,1271,Sports
"To Fight Inflation, Spain Offers Free Train Tickets",2022-09-01,nyt://article/b851301d-a947-5745-b5d5-5df4fe962c90,article,News,World,"['Railroads', 'Inflation (Economics)', 'Prices (Fares, Fees and Rates)']",2,354,Express
‘Gigi & Nate’ Review: A Tender Bond,2022-09-01,nyt://article/4658ccc2-537b-5866-ace4-dcfce97ca09f,article,Review,Movies,['Movies'],6,292,Weekend
Weakened Danielle Becomes a Post-Tropical Storm,2022-09-01,nyt://article/3ea955cb-3c19-5d9a-a563-031a20b786ba,article,News,U.S.,['Hurricanes and Tropical Storms'],,571,Express
