headline,date,id,doc_type,material_type,sectionname,keywords,printpage,wordcount,newsdesk
"Abortion Views, and Personal Stories",2022-02-05,nyt://article/69225f1d-7ec9-5e8a-ad75-469f1f5eda17,article,Letter,Opinion,"['Abortion', 'Women and Girls', 'Birth Control and Family Planning', 'Children and Childhood', 'Pregnancy and Childbirth', 'Roe v Wade (Supreme Court Decision)']",8,1309,Letters
Jan. 6 Was a Warning. Will Lawmakers Do Anything to Protect the 2024 Election?,2022-02-05,nyt://article/ed897ad6-47c7-5acd-b75a-6bd178c4ec5b,article,Editorial,Opinion,"['United States Politics and Government', 'Electoral College', 'Law and Legislation', 'Presidential Election of 2020', 'Presidential Election of 2024', 'Presidential Election of 1876', 'Storming of the US Capitol (Jan, 2021)', 'Vice Presidents and Vice Presidency (US)', 'State Legislatures', 'Presidential Transition (US)']",8,1766,Editorial
"Their Fearlessness Inspires Us, but They Showed Us Their Fears",2022-02-05,nyt://article/d3d137ab-7f76-5ba7-b928-42e82644289e,article,News,Times Insider,"['Olympic Games (2020)', 'Sports Injuries', 'Freestyle Skiing', 'ALPINE SKIING', 'Snowboarding']",2,780,Insider
Esper Memoir of Trump Tenure to Move Ahead After Legal Battle Ends,2022-02-05,nyt://article/8817577a-ede5-55fc-8808-825626af826d,article,News,U.S.,"['Books and Literature', 'Suits and Litigation (Civil)', 'United States Defense and Military Forces', 'United States Politics and Government']",,600,Express
"Todd Gitlin, a Voice and Critic of the New Left, Dies at 79",2022-02-05,nyt://article/4d251805-ed3c-5552-ae5d-aef6b59961dc,article,Obituary (Obit),U.S.,"['Deaths (Obituaries)', 'Writing and Writers', 'Colleges and Universities', 'Demonstrations, Protests and Riots', 'Sociology', 'Nineteen Hundred Sixties', 'Books and Literature']",11,1538,Obits
Man Charged in Kidnapping of Bloomberg’s Housekeeper From Colorado Ranch,2022-02-05,nyt://article/b1ed9904-a624-5f07-95ed-0e443fb91973,article,News,U.S.,['Kidnapping and Hostages'],22,693,Express
"Sam Lay, Drummer Who Backed Blues Greats and Bob Dylan, Dies at 86",2022-02-05,nyt://article/048571cf-0e6c-5d30-ac32-5d5a58f82d9b,article,Obituary (Obit),Arts,"['Deaths (Obituaries)', 'Blues Music', 'Newport Folk Festival']",16,1183,Obits
"Two men in Miami stole 192 ventilators, worth $3 million, the authorities say.",2022-02-05,nyt://article/056212de-90d1-51e1-851a-6e0972befa02,article,News,U.S.,"['Coronavirus (2019-nCoV)', 'Ventilators (Medical)', 'Robberies and Thefts', 'Parking Garages and Lots']",,288,Express
"In Scrutinizing Trump and His Allies, Jan. 6 Panel Adopts Prosecution Tactics",2022-02-05,nyt://article/e5fe9cad-9f91-5d69-81b9-ee98cf615acd,article,News,U.S.,"['Storming of the US Capitol (Jan, 2021)', 'Presidential Election of 2020', 'United States Politics and Government']",1,1891,Washington
"At This Point, I’ll Bet on Susan Collins Over the Resistance",2022-02-05,nyt://article/ec1aeaac-7b21-59a0-9948-58806d3de427,article,Op-Ed,Opinion,"['United States Politics and Government', 'Presidential Election of 2024', 'News and News Media']",9,909,OpEd
"U.S. prime-time broadcast coverage on Saturday includes figure skating, snowboarding and skiing.",2022-02-05,nyt://article/e4c1db1f-1f94-5163-9a00-e95020af4b0b,article,News,Sports,"['Olympic Games (2022)', 'Figure Skating', 'Snowboarding', 'ALPINE SKIING', 'Curling']",,199,Sports
"Three Dead and One Wounded in Shooting Near Milwaukee, Police Say",2022-02-05,nyt://article/25ce3e38-4094-5d83-8ca0-fd5fdda8d4af,article,News,U.S.,"['Murders, Attempted Murders and Homicides', 'Domestic Violence', 'Attacks on Police']",,399,Express
"Martine Colette, Who Rescued Exotic Animals, Is Dead at 79",2022-02-05,nyt://article/9ec34db4-d4b3-5551-8d63-efd8211a6356,article,Obituary (Obit),U.S.,"['Deaths (Obituaries)', 'Wildlife Sanctuaries and Nature Reserves', 'Animal Abuse, Rights and Welfare', 'Animals']",16,796,Obits
"Effort to Rescue a 5-Year-Old Transfixes Morocco, Only to End Sadly",2022-02-05,nyt://article/6b72a1a1-2ad8-5ad1-b1d7-3fae6a2e8891,article,News,World,"['Wells', 'Deaths (Fatalities)', 'Falls', 'Rescues']",14,1015,Foreign
A D.C. bar that was closed after defying vaccination requirements has a new life as a conservative rallying point.,2022-02-05,nyt://article/26ee8aff-fcf9-597b-8327-f46f29f77521,article,News,U.S.,"['Bars and Nightclubs', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Vaccination Proof and Immunization Records', 'United States Politics and Government']",,634,Washington
Sci-Fi Showdown,2022-02-05,nyt://article/33359124-843d-50e6-8f8c-3f745278a0ce,article,News,Crosswords & Games,"['Crossword Puzzles', 'Science Fiction']",,1168,Games
The first medals are awarded in Beijing as competition enters full swing.,2022-02-05,nyt://article/2968f895-bfff-53a3-a382-22e393c67d11,article,News,Sports,"['Olympic Games', 'Figure Skating', 'Luge Racing', 'Snowboarding']",,255,Sports
‘We Need Something Different’: Protesters March in Minneapolis After Police Killing,2022-02-06,nyt://article/5b327d6e-b591-5372-8e9d-8b0b256d0841,article,News,U.S.,"['Demonstrations, Protests and Riots', 'Black People', 'Blacks', 'Police Brutality, Misconduct and Shootings', 'Black Lives Matter Movement']",22,1030,National
Truck Convoy Protests Descend on Major Canadian Cities,2022-02-06,nyt://video/f0d31954-b177-55f2-b1d5-17cd61d0d159,multimedia,Video,World,"['Demonstrations, Protests and Riots', 'Trucks and Trucking', 'Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'Politics and Government']",,0,
U.S. Warns of Grim Toll if Putin Pursues Full Invasion of Ukraine,2022-02-06,nyt://article/1de6934d-0d06-5538-ab50-3ab5bb0bde1d,article,News,U.S.,"['Defense and Military Forces', 'War and Armed Conflicts', 'Civilian Casualties', ""Coups D'Etat and Attempted Coups D'Etat"", 'United States International Relations', 'Refugees and Displaced Persons']",1,1716,Washington
"Led by a 15-year-old, Russia’s team glides past the U.S. in figure skating.",2022-02-06,nyt://article/ca7d9eda-468e-597b-a489-ca9b1cc80dce,article,News,Sports,"['Olympic Games (2022)', 'Figure Skating']",3,672,Sports
The men’s downhill is postponed one day because of high winds.,2022-02-06,nyt://article/dca5457c-2032-554a-972d-b08f3a20608a,article,News,Sports,"['Olympic Games (2022)', 'ALPINE SKIING', 'Wind']",,647,Sports
Queen Elizabeth Paves the Way for Camilla to One Day Be Called Queen,2022-02-06,nyt://article/1369484e-52b9-5c79-bbf3-46fa4ce76dea,article,News,World,['Royal Families'],,521,Express
"Lata Mangeshkar, Bollywood’s Most Beloved Voice, Dies at 92",2022-02-06,nyt://article/8d1713f7-6981-5ce8-b12e-927260ca2459,article,Obituary (Obit),World,"['Movies', 'Coronavirus (2019-nCoV)', 'Deaths (Obituaries)', 'Music']",12,1111,Obits
"U.S. overnight broadcast coverage includes figure skating, snowboarding and skiing.",2022-02-06,nyt://article/414f3c19-4026-5920-a0b4-d2dc50d6fe1a,article,News,Sports,"['Cross-Country Skiing', 'Olympic Games (2022)', 'Figure Skating', 'Television']",,207,Sports
"Quotation of the Day: New York’s Hospitals Emerge, Resilient, From Omicron Wave",2022-02-06,nyt://article/12b690e5-a58d-5a13-b169-f824b15ec95e,article,Quote,Today’s Paper,[],3,40,Summary
"Corrections: Feb. 6, 2022",2022-02-06,nyt://article/60a6ea2a-e407-5820-b794-31fe147b9ff0,article,News,Corrections,[],18,338,Corrections
Alexander Bolshunov of Russia wins the gold in the men’s skiathlon.,2022-02-06,nyt://article/81d42a32-63b0-5c1d-8a50-4ab439c880ea,article,News,Sports,"['Olympic Games (2022)', 'Cross-Country Skiing']",,302,Sports
Zoi Sadowski-Synnott Leads Slopestyle’s New Guard,2022-02-06,nyt://article/6e4d984f-e0f0-5f47-a36c-d3dc17884e35,article,News,Sports,"['Snowboarding', 'Olympic Games (2022)']",4,969,Sports
Spelling Bee Forum,2022-02-06,nyt://article/e41463c6-0f4b-5ef6-87eb-3506581afb9f,article,News,Crosswords & Games,[],,217,Games
‘I Was Feeling Tired and Frustrated as the Train Rumbled North’,2022-02-06,nyt://article/59ad36cd-3274-5aa5-945b-277a3644ff4e,article,News,New York,[],8,808,Metropolitan
How a Butterfly Refuge at the Texas Border Became the Target of Far-Right Lies,2022-02-06,nyt://article/3e4e1dad-c784-50d5-a0b1-4e0b107f95f2,article,News,U.S.,"['Butterflies and Moths', 'Politics and Government', 'Rumors and Misinformation', 'Right-Wing Extremism and Alt-Right', 'Conspiracy Theories', 'Shutdowns (Institutional)']",1,1531,National
Is This What Winning Looks Like?,2022-02-06,nyt://article/a45afb80-80e9-5fbb-87e5-9c2c535b5f94,article,News,Business Day,"['Economics (Theory and Philosophy)', 'United States Economy', 'Inflation (Economics)', 'Federal Budget (US)', 'American Rescue Plan (2021)', 'Stimulus (Economic)', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Coronavirus (2019-nCoV)', 'Interest Rates']",1,2492,SundayBusiness
"Queen Elizabeth, Anchor in a Storm-Tossed Britain, Marks 70-Year Reign",2022-02-06,nyt://article/ff572e5f-9a4c-5bd3-9ed4-b41e5fdcd5af,article,News,World,"['Politics and Government', 'Royal Families', 'Records and Achievements']",5,1101,Foreign
What’s for Dinner? Probably Not London Porker.,2022-02-06,nyt://article/d8c4a9c7-d1a3-55c6-a12a-dc350d79e837,article,Review,Books,['Books and Literature'],13,1173,BookReview
‘Very Cold People’ Makes Something Beautiful Out of a Painful Childhood,2022-02-06,nyt://article/32de77e2-248c-5dd0-ae3b-fb3e6f88cd93,article,Review,Books,['Books and Literature'],6,839,Culture
"Homes That Sold for Around $750,000",2022-02-06,nyt://article/b1ac9082-bc7a-5fd3-9493-0bdffa3bd8dc,article,News,Real Estate,['Real Estate and Housing (Residential)'],,442,RealEstate
"Two Sports Injuries, Two Different Outcomes at Olympic Venues",2022-02-06,nyt://article/b5de7df0-efa1-5b8b-bda1-34fc5addf42a,article,News,Sports,"['Olympic Games (2022)', 'Sports Injuries', 'Luge Racing', 'Hockey, Ice', 'Coronavirus (2019-nCoV)']",9,976,Sports
Why the World’s Best Skiers Don’t Always Win at the Olympics,2022-02-06,nyt://article/57a92da7-4498-568b-9621-ae21e1b54339,article,News,Sports,"['Olympic Games (2022)', 'ALPINE SKIING']",8,998,Sports
Maybe There’s a Use for Crypto After All,2022-02-06,nyt://article/81069f59-9d4e-5094-9399-6506a13bd7ed,article,News,Technology,"['Wireless Communications', 'Computers and the Internet', '5G (Wireless Communications)', 'Virtual Currency', 'Regulation and Deregulation of Industry', 'Home Automation and Smart Homes']",1,1520,Business
Climate Change Enters the Therapy Room,2022-02-06,nyt://article/d1863330-f8d0-5456-8b7a-879dc7bb5d27,article,News,Health,"['Anxiety and Stress', 'Psychology and Psychologists', 'Global Warming', 'Therapy and Rehabilitation', 'Grief (Emotion)', 'Environment', 'audio-neutral-informative', 'audio-negative-sad', 'audio-neutral-immersive']",1,1940,Science
Counting on ‘Endemic’: The Travel Industry Readies for a New Phase,2022-02-06,nyt://article/000b3ee0-4e82-5ed9-89e3-f363a5ab7367,article,News,Travel,"['Travel and Vacations', 'Travel Warnings', 'Masks', 'Coronavirus Omicron Variant', 'Coronavirus Reopenings', 'Quarantine (Life and Culture)', 'Advertising and Marketing']",,2070,Travel
How Yiddish Scholars Are Rescuing Women’s Novels From Obscurity,2022-02-06,nyt://article/46faea88-4cca-52ec-8e10-7580f3871d75,article,News,Books,"['Books and Literature', 'Yiddish Language', 'Women and Girls', 'Writing and Writers', 'Translation and Interpreters', 'Jews and Judaism', 'Language and Languages']",1,1246,Culture
‘Taking the Voters Out of the Equation’: How the Parties Are Killing Competition,2022-02-06,nyt://article/b6228009-e434-5db9-86e6-c7b35c27cd71,article,News,U.S.,"['Redistricting and Reapportionment', 'Midterm Elections (2022)', 'United States Politics and Government']",1,1388,Politics
Germany’s ‘Invisible’ Chancellor Heads to Washington Amid Fierce Criticism,2022-02-06,nyt://article/71595ac9-6f14-5b14-8558-e67a68a4b108,article,News,World,"['International Relations', 'Politics and Government', 'Defense and Military Forces', 'United States International Relations', 'Embargoes and Sanctions', 'War and Armed Conflicts']",7,1515,Foreign
Afghanistan’s Health Care System Is Collapsing Under Stress,2022-02-06,nyt://article/3c72314d-953d-510f-9b87-7bc60ef80fa4,article,News,World,"['Hospitals', 'Malnutrition', 'Coronavirus (2019-nCoV)', 'Humanitarian Aid', 'Embargoes and Sanctions', 'Children and Childhood', 'Babies and Infants', 'Medicine and Health']",4,1385,Foreign
"At luge, a familiar name helps a Georgian family move past a tragedy.",2022-02-06,nyt://article/59f7bbec-c930-5711-ba17-50543c56d96a,article,News,Sports,"['Luge Racing', 'Deaths (Fatalities)', 'Olympic Games (2022)', 'Olympic Games (2010)']",,245,Sports
How to Get Out of Bed and Start Running: Win the ‘Hero’s Minute’,2022-02-06,nyt://article/8fdc14f2-abfb-56fb-af64-a024b1055e88,article,News,Sports,"['Content Type: Service', 'Running', 'Psychology and Psychologists']",2,962,Sports
The Jumps That Gave Zoi Sadowski-Synnott Gold in Slopestyle,2022-02-06,nyt://interactive/15ad8715-37ff-5dfd-8020-327ccd5b2e6b,multimedia,Interactive Feature,Sports,"['Olympic Games (2022)', 'Snowboarding']",,0,Graphics
"A positive coronavirus test, a trip home, and then a surprise win for Australia.",2022-02-06,nyt://article/7986caed-a105-507c-a29e-97887345249a,article,News,Sports,"['Curling', 'Olympic Games (2022)']",,315,Sports
The Sunday Read: ‘How A.I. Conquered Poker’,2022-02-06,nyt://article/82916cae-efe3-5663-95c1-f67a538cab07,article,News,Podcasts,"['Cards and Card Games', 'Poker (Card Game)', 'Artificial Intelligence', 'audio-neutral-informative']",,387,Podcasts
The Week in Business: A Strong Jobs Report,2022-02-06,nyt://article/2de63ab3-dc0e-5260-bc66-83a24a393732,article,News,Business Day,"['Stocks and Bonds', 'United States Economy', 'Labor and Jobs', 'Coronavirus (2019-nCoV)', 'Television', 'Olympic Games (2022)']",2,736,SundayBusiness
What Is Luge? What Is Skeleton?,2022-02-06,nyt://article/2953f774-9999-57fb-ae63-e90b7068bce7,article,News,Sports,"['Skeleton (Sport)', 'Sleds', 'Luge Racing', 'Olympic Games (2022)']",,534,Sports
"Just like that, the men’s 5,000 flips from an upset to a record.",2022-02-06,nyt://article/e4eed825-134c-5e71-9ac2-2230bdecec05,article,News,Sports,"['Olympic Games (2020)', 'Records and Achievements', 'Speedskating']",,374,Sports
A Climate Opportunity,2022-02-06,nyt://article/c4bef849-2b3d-52bc-9c6b-75ff8e5ad182,article,briefing,Briefing,"['Global Warming', 'United States Politics and Government', 'internal-storyline-no']",,1349,NYTNow
"What’s Going On in This Picture? | Feb. 7, 2022",2022-02-06,nyt://article/12bf7ae2-b2ee-51ef-b126-3e3a80f98841,article,News,The Learning Network,[],,426,Learning
The Covid Policy That Really Mattered Wasn’t a Policy,2022-02-06,nyt://article/79249787-4b71-5553-be8e-a331012f95e2,article,Op-Ed,Opinion,"['Coronavirus (2019-nCoV)', 'Disease Rates', 'Vaccination and Immunization', 'United States Politics and Government', 'Research']",15,1898,OpEd
India’s Youth Squad Sweeps to Victory in Cricket World Cup,2022-02-06,nyt://article/772d789e-f3d8-55f9-9436-488b3fdfb803,article,News,World,"['Cricket (Game)', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization']",5,514,Foreign
"In Yanqing, the Wind Blows and the Skiers Wait. And Wait. And Wait.",2022-02-06,nyt://article/c682b2f3-15e7-5b48-bbf4-78ef737a1bea,article,News,Sports,"['Olympic Games (2022)', 'ALPINE SKIING', 'Wind']",1,1013,Sports
What to Cook This Week,2022-02-06,nyt://article/9584a30a-1669-53f7-9ca4-b2885c1b3147,article,Letter,Food,"['Cooking and Cookbooks', 'Content Type: Service']",,656,Dining
Kids in ISIS Detention Camps Don’t Deserve This Fate,2022-02-06,nyt://article/2816cb3d-d7b4-5636-bbcc-810634cff926,article,Op-Ed,Opinion,"['Kurds', 'War and Armed Conflicts', 'Children and Childhood', 'Detainees']",,1365,OpEd
Who Are We Caring for in the I.C.U.?,2022-02-06,nyt://article/eb1b806b-253b-5149-afcc-1fde36fff990,article,Op-Ed,Opinion,"['Life-Sustaining Support Systems, Withdrawal Of', 'Hospitals']",15,1203,OpEd
My Trans Journey: A History in 6 Passports,2022-02-06,nyt://article/f7b94e0e-79b0-5a34-9030-f86af2d6113e,article,Op-Ed,Opinion,"['Transgender and Transsexuals', 'Passports', 'Gender']",,1435,OpEd
"Charles Vert Willie, 94, Dies; Studied, and Defended, Racial Diversity",2022-02-06,nyt://article/eda53d66-76a1-5bdb-a8f5-0c3c6c25c2c9,article,Obituary (Obit),U.S.,"['Deaths (Obituaries)', 'Civil Rights Movement (1954-68)', 'Segregation and Desegregation', 'Episcopal Church', 'Discrimination', 'Black People', 'Blacks', 'Women and Girls', 'Sociology', 'Families and Family Life', 'Education (K-12)']",16,1079,Obits
7 Thoughtful Reader Responses on Ending Online Church,2022-02-06,nyt://article/21894b6d-f4fe-58c5-8aaf-023effdcd871,article,Op-Ed,Opinion,"['Prayers and Prayer Books', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Religion and Belief', 'Video Recordings, Downloads and Streaming', 'Quarantine (Life and Culture)', 'internal-sub-only-nl']",,1490,OpEd
Should We Continue Online Religious Services?,2022-02-06,nyt://article/45655b37-4b5b-585a-b6d7-8c4dd4107ef5,article,Letter,Opinion,"['Christians and Christianity', 'Anglican Churches', 'Computers and the Internet', 'James Webb Space Telescope', 'Space and Astronomy']",14,915,Letters
Macron Tries to Avert a European War and Reshape European Security,2022-02-06,nyt://article/17075e46-ccd7-5c6e-bb72-af70bb66cd0a,article,News,World,"['War and Armed Conflicts', 'Politics and Government', 'Defense and Military Forces', 'United States International Relations', 'United States Defense and Military Forces', 'International Relations']",1,1446,Foreign
California’s Supreme Court Was Split. Leondra Kruger Found the Center.,2022-02-06,nyt://article/b8d995c0-8e6b-5714-acaf-f4f30c005060,article,News,U.S.,"['Supreme Courts (State)', 'Solicitors General', 'Appointments and Executive Changes', 'Black People', 'Blacks', 'Women and Girls']",1,1935,National
Shields Gets a Decision Win and Starts Promoting a Bigger Payday,2022-02-06,nyt://article/bbd24abd-b60d-5206-8e69-98ac4ba9b421,article,News,Sports,"['Boxing', 'Women and Girls']",2,791,Sports
Haiti Opposition Group Calls on U.S. to End Support for Current Government,2022-02-06,nyt://article/c0847404-05f5-579e-b0f8-27d0b2d26c8f,article,News,World,"['Gangs', 'Politics and Government', 'Elections', 'United States International Relations']",8,1069,Foreign
The Crisis That Defined Blinken’s First Year,2022-02-06,nyt://article/9a0ece16-6ba8-5f69-a1bf-07c8c3cd6cb3,article,News,U.S.,"['Content Type: Personal Profile', 'United States Politics and Government', 'United States International Relations', 'Afghanistan War (2001- )']",6,1884,Washington
"Omicron’s surge helped clarify the Pfizer vaccine’s efficacy in young children, a company board member says.",2022-02-06,nyt://article/3d55ad8c-0936-50ec-9b50-5b3ea36bb1a3,article,News,Health,"['Vaccination and Immunization', 'Children and Childhood', 'Coronavirus (2019-nCoV)', 'Coronavirus Omicron Variant']",,579,Science
"Seaman Dies After ‘Hell Week’ of SEAL Training, Navy Says",2022-02-06,nyt://article/8ed9e6a5-0f0a-57a0-9fe7-42e2195643a9,article,News,U.S.,"['United States Defense and Military Forces', 'Deaths (Fatalities)']",16,401,Express
Why Does the Demolition of a Marcel Breuer House Matter?,2022-02-06,nyt://article/1fab4394-4030-5f32-a002-93452b8bf3bb,article,News,Arts,"['ARCHITECTURE', 'Demolition', 'Historic Buildings and Sites']",1,1385,Culture
"Woman ‘Tricked’ to Believe She Was a D.E.A. Agent Trainee, Official Says",2022-02-06,nyt://article/7b2d7803-8341-5fdb-9b19-268f13925593,article,News,U.S.,['Impostors (Criminal)'],,576,Express
"Teenage Inmates in Syria Lack Food and Medicine, Aid Group Says",2022-02-06,nyt://article/5ff65109-3cd4-51c8-a659-ee75abd5877c,article,News,World,"['Prison Escapes', 'Detainees']",6,931,Foreign
Biden’s ‘Friend’ Is the Enemy,2022-02-06,nyt://article/2c118624-11ff-589a-a919-f3e88101c29b,article,Op-Ed,Opinion,['United States Politics and Government'],14,896,OpEd
"Overhaul of Electoral Count Act ‘Absolutely’ Will Pass, Manchin Says",2022-02-06,nyt://article/d1ed5be4-e9a6-5596-9fe4-cb3fd4a12ca6,article,News,U.S.,"['United States Politics and Government', 'Electoral Count Act (1887)', 'Presidential Election of 2020', 'Law and Legislation', 'Storming of the US Capitol (Jan, 2021)']",11,882,Washington
"John Vinocur, Foreign Correspondent and Editor, Dies at 81",2022-02-06,nyt://article/43820b45-006b-587e-bb65-ab5568c7fd1c,article,Obituary (Obit),Obituaries,"['Deaths (Obituaries)', 'News and News Media', 'Newspapers']",11,717,Obits
Your Monday Briefing: The Olympics Begin,2022-02-06,nyt://article/e2e71353-f666-59e6-8847-f8f8548ec20d,article,briefing,Briefing,"['Politics and Government', 'Defense and Military Forces', 'United States International Relations', 'Coronavirus (2019-nCoV)', 'War and Armed Conflicts', 'United States Defense and Military Forces', 'Afghanistan War (2001- )', 'Mercenaries and Private Military Contractors']",,1272,NYTNow
How Great Minds Think,2022-02-06,nyt://article/e25aabfd-258e-57da-861b-b71c11e1e6f0,article,News,Crosswords & Games,['Crossword Puzzles'],,811,Games
"George Crumb, Eclectic Composer Who Searched for Sounds, Dies at 92",2022-02-06,nyt://article/d079f045-dba2-58b0-80ca-1ed7100c1172,article,Obituary (Obit),Obituaries,"['Music', 'Deaths (Obituaries)']",17,1285,Obits
Mikaela Shiffrin falls and is disqualified from the giant slalom.,2022-02-06,nyt://article/878ce155-e20e-59f9-a416-97878cfd3070,article,News,Sports,"['ALPINE SKIING', 'Olympic Games (2022)']",,668,Sports
Russia wins gold in team figure skating as Kamila Valieva hits two quad jumps.,2022-02-06,nyt://article/dc7e3777-ca6c-5c63-993f-467d2c1220f0,article,News,Sports,"['Figure Skating', 'Olympic Games (2022)']",7,633,Sports
"U.S. prime-time broadcast coverage includes luge, figure skating and skiing.",2022-02-06,nyt://article/80660a6d-908c-5fde-b81e-289ef17309ad,article,News,Sports,"['Olympic Games (2022)', 'Television', 'ALPINE SKIING', 'Freestyle Skiing', 'Figure Skating', 'Luge Racing', 'Hockey, Ice']",,305,Sports
Athletes take to social media to give fans a view from inside the bubble.,2022-02-07,nyt://article/2b26fd5d-4c2a-5a66-af56-f3fa87b87106,article,News,Sports,"['Olympic Games (2022)', 'Video Recordings, Downloads and Streaming', 'Social Media']",,375,Sports
"Home Depot Worker Swapped $387,500 in Fake Bills for Real Ones, Officials Say",2022-02-07,nyt://article/b1616606-63e4-5442-9d30-f252e35bad73,article,News,U.S.,['Counterfeit Money and Financial Instruments'],4,725,Express
Ottawa Mayor Declares State of Emergency Amid Antigovernment Protests,2022-02-07,nyt://article/f6ac6884-3885-56cc-b3b6-ea048a6125d8,article,News,World,"['Demonstrations, Protests and Riots', 'Trucks and Trucking', 'Politics and Government']",8,837,Foreign
"Peng Shuai, the Chinese tennis player, meets the I.O.C. leader in Beijing.",2022-02-07,nyt://article/8675c6be-405a-5ffc-b07b-fa60fc8b957f,article,News,Sports,"['Sex Crimes', 'Politics and Government']",12,652,Sports
Beat Feuz wins the men’s downhill by a tenth of a second.,2022-02-07,nyt://article/3344662e-c62d-5e17-b833-9b9932071d34,article,News,Sports,"['Olympic Games (2022)', 'ALPINE SKIING', 'Wind']",,473,Sports
"‘Billions’ Season 6, Episode 3 Recap: Street Fighting Man",2022-02-07,nyt://article/f7b37062-577d-5e22-bf18-809dba3cec37,article,Review,Arts,['Television'],,1130,Culture
Max Parrot of Canada wins gold in men’s snowboard slopestyle.,2022-02-07,nyt://article/573cf38a-3f4a-5840-b822-c4606ef670e4,article,News,Sports,['Snowboarding'],8,617,Sports
U.S. broadcast coverage includes curling and luge.,2022-02-07,nyt://article/51b0fff8-92bd-56f0-a087-8860b1950a61,article,News,Sports,"['ALPINE SKIING', 'Olympic Games (2022)']",,68,Sports
"Eileen Gu, chasing the first of three golds for China, qualifies for the big air final.",2022-02-07,nyt://article/615ba7d0-46f7-5fed-8987-4ede37a5dfc3,article,News,Sports,['Olympic Games (2022)'],9,344,Sports
How Failure Forced Canada Into a Curling Reckoning,2022-02-07,nyt://article/b045bdbd-05f1-59ad-b36d-daf1d8ec0b07,article,News,Sports,"['Curling', 'Olympic Games (2022)', 'Olympic Games (2018)']",5,1117,Sports
Swedish sisters Hanna and Elvira Oberg fail to medal.,2022-02-07,nyt://article/469adb7a-078e-511d-a0f3-bbcb364cacd8,article,News,Sports,"['Olympic Games', 'Olympic Games (2022)']",,422,Sports
Your Monday Briefing,2022-02-07,nyt://article/2ea9c66b-5180-5cfe-a957-e843f1f0f37b,article,briefing,Briefing,[],,1305,NYTNow
The Brutal Truth of Boris Johnson’s Conservative Party,2022-02-07,nyt://article/193f68b0-5fed-5f9a-bc7f-26076285a07f,article,Op-Ed,Opinion,"['Politics and Government', 'Legislatures and Parliaments']",19,1718,OpEd
What’s on TV This Week: The Super Bowl and an Oscar Micheaux Documentary,2022-02-07,nyt://article/72fdd570-0a93-51f1-a86f-09bdcb8e722a,article,News,Arts,"['Television', 'Movies', 'Super Bowl']",4,915,Culture
"Quotation of the Day: Snickers, Slights and Stamina: Rise of a Speedskating Legend",2022-02-07,nyt://article/1fbd86bd-7c5c-5f6e-976a-87d4a8d19760,article,News,Today’s Paper,[],3,46,Summary
"No Corrections: Feb. 7, 2022",2022-02-07,nyt://article/406fe6e0-7512-5689-bd28-acc3c134aef4,article,News,Corrections,[],,52,Corrections
Word of the Day: unavailing,2022-02-07,nyt://article/71b2bbe8-dca6-50b1-806a-030d24774c5e,article,News,The Learning Network,[],,326,Learning
"Weight, Well-Being and a Champion’s Absence From the Games",2022-02-07,nyt://article/267d6fdd-ff2f-5712-83f2-642d32a9a2fb,article,News,Sports,"['Ski Jumping', 'Weight', 'Mental Health and Disorders', 'Olympic Games', 'Olympic Games (2022)']",,752,Sports
Spelling Bee Forum,2022-02-07,nyt://article/365eb4b8-5e8a-5200-b38b-72765aefa29f,article,News,Crosswords & Games,[],,211,Games
"Lucid Air: A Fresh Face With 500 Miles to a Charge, and Horsepower to Spare",2022-02-07,nyt://article/62445d1d-d3f1-5872-93bb-7664aa450720,article,News,Business Day,['Electric and Hybrid Vehicles'],5,1474,Business
N.J. Governor to End School Mask Mandate in Move to ‘Normalcy’,2022-02-07,nyt://article/56afb1a2-17ae-50d9-8efa-1c2e75dfd70a,article,News,New York,"['Masks', 'Education (K-12)', 'Coronavirus Omicron Variant', 'Disease Rates', 'Coronavirus (2019-nCoV)', 'Politics and Government', 'Governors (US)']",1,1710,Metro
"They Made Millions on Luna, Solana and Polygon: Crypto’s Boom Beyond Bitcoin",2022-02-07,nyt://article/2d7161bb-1dc2-5cba-988d-a82b77d9259b,article,News,Technology,"['Virtual Currency', 'Currency', 'Bitcoin (Currency)', 'Nonfungible Tokens (NFTs)', 'High Net Worth Individuals', 'Luxury Goods and Services', 'Computers and the Internet']",1,1407,Business
A Henry Darger Dispute: Who Inherits the Rights to a Loner’s Genius?,2022-02-07,nyt://article/e193b1eb-5332-5f06-8a9b-6486dc45eedb,article,News,Arts,"['Art', 'Copyrights and Copyright Violations', 'Landlords', 'Outsider Art Fair', 'Wills and Estates']",1,1587,Culture
The Tsunami Could Kill Thousands. Can They Build an Escape?,2022-02-07,nyt://article/e12961ac-3838-5f69-a6cc-2725dc9b26ab,article,News,U.S.,"['Earthquakes', 'Tidal Waves and Tsunamis', 'Evacuations and Evacuees', 'Geology', 'Buildings (Structures)']",9,1573,National
