headline,date,id,doc_type,material_type,sectionname,keywords,printpage,wordcount,newsdesk
‘It’s None of Your Business’: Fighting for Body-Cam Footage,2021-12-01,nyt://article/bce413d7-de2a-575a-a10a-40d263898812,article,News,Times Insider,"['Police Brutality, Misconduct and Shootings', 'Suits and Litigation (Civil)', 'Video Recordings, Downloads and Streaming']",2,863,Insider
What Will Art Look Like in the Metaverse?,2021-12-01,nyt://article/713d17f0-b1e5-5079-b39d-f7a1b515be1d,article,News,Magazine,"['Art', 'Computers and the Internet', 'Virtual Reality (Computers)']",11,1221,Magazine
My Group Can Save Haiti. Biden Is Standing in Our Way.,2021-12-01,nyt://article/e8251676-6497-5aff-baeb-1eb3cb3af126,article,Op-Ed,Opinion,"['Politics and Government', 'United States International Relations', 'Corruption (Institutional)']",3,918,OpEd
"Trust in Science and Scientists Increased Globally, Poll Finds",2021-12-01,nyt://article/1877cb89-d255-51d4-a834-f6a18d89f738,article,News,Science,"['Science and Technology', 'Polls and Public Opinion', 'Coronavirus (2019-nCoV)', 'Rumors and Misinformation']",3,698,Science
Cherished Words From Theater’s Encourager-in-Chief,2021-12-01,nyt://article/e22a184c-c7c9-54a2-a2ae-daf7de0668b3,article,News,Theater,"['Theater', 'Letters', 'Writing and Writers']",7,1824,Arts&Leisure
How to Carry Your Covid Health Data on a Smartphone,2021-12-01,nyt://article/8db92718-8544-5a7e-a9bc-03edde249444,article,News,Technology,"['Content Type: Service', 'Vaccination Proof and Immunization Records', 'Vaccination and Immunization', 'States (US)', 'Computers and the Internet', 'Smartphones', 'Mobile Applications', 'Quarantine (Life and Culture)', 'Coronavirus (2019-nCoV)', 'Travel and Vacations']",1,930,Business
A Game Designer in Beijing Bought Toy Guns. China Imprisoned Him.,2021-12-01,nyt://article/41ac25a9-4e66-5015-8158-b36225edb291,article,News,World,"['Firearms', 'Gun Control', 'Toys', 'E-Commerce', 'Regulation and Deregulation of Industry']",1,1246,Business
"Mississippi Asks: If Women Can Have It All, Is Roe Necessary?",2021-12-01,nyt://article/77a31164-aa1d-5a75-8e0c-e7d9cb1c41a4,article,News,The Upshot,"['Roe v Wade (Supreme Court Decision)', 'Abortion', ""Women's Rights"", 'Birth Control and Family Planning', 'Child Care']",19,1430,Upshot
How ‘Shadow’ Foster Care Is Tearing Families Apart,2021-12-01,nyt://article/f194323a-85e1-5d66-82a8-2564543382c2,article,News,Magazine,"['Foster Care', 'Child Custody and Support', 'Child Abuse and Neglect', 'Content Type: Personal Profile']",45,9133,Magazine
Lawmakers Target Big Tech ‘Amplification.’ What Does That Mean?,2021-12-01,nyt://article/9aef3e5a-50db-5e25-b241-a1551567b4a1,article,News,Technology,"['Social Media', 'Rumors and Misinformation', 'Law and Legislation', 'Freedom of Speech and Expression', 'Computers and the Internet', 'Constitution (US)', 'Regulation and Deregulation of Industry', 'United States Politics and Government']",1,1190,Business
"Living In ... Kingston, N.Y.",2021-12-01,nyt://slideshow/fd222ed3-de9a-59e7-822d-461a76b79b00,multimedia,Slideshow,Real Estate,['Real Estate and Housing (Residential)'],,0,Real Estate
"While Politics Consume School Board Meetings, a Very Different Crisis Festers",2021-12-01,nyt://article/60e5e586-2942-5462-85b2-6318c0152142,article,News,U.S.,"['Education (K-12)', 'School Boards', 'Teachers and School Employees', 'Shortages', 'Masks', 'Coronavirus (2019-nCoV)']",1,1191,National
Where the Pro-Choice Movement Went Wrong,2021-12-01,nyt://article/b5dec7fa-7c5c-53a4-946c-9f9ddf452e12,article,Op-Ed,Opinion,"['Abortion', 'Law and Legislation', 'State Legislatures', 'Roe v Wade (Supreme Court Decision)']",4,3855,OpEd
"Kingston, N.Y.: A Historic Hudson City ‘Preparing for Better Opportunities’",2021-12-01,nyt://article/929c395b-daf5-591e-9a11-975db21fe1ef,article,News,Real Estate,['Real Estate and Housing (Residential)'],9,1747,RealEstate
Those Cute Cats Online? They Help Spread Misinformation.,2021-12-01,nyt://article/d1a1126f-9e6e-57d2-a37d-21b7b30b4725,article,News,Technology,"['Animals', 'Social Media', 'Video Recordings, Downloads and Streaming', 'Computers and the Internet', 'Rumors and Misinformation', 'internal-storyline-no']",1,986,Business
Democrats’ Bill Would Go Far Toward ‘Patching the Holes’ in Health Coverage,2021-12-01,nyt://article/5bc210b3-9aed-59d0-8a60-f33972f92318,article,News,U.S.,"['Health Insurance and Managed Care', 'Law and Legislation', 'Drugs (Pharmaceuticals)', 'Patient Protection and Affordable Care Act (2010)', 'Medicare', 'Medicaid', 'Federal Budget (US)']",1,2096,Washington
The Look of Cars Is Driving Me Out of My Mind,2021-12-01,nyt://article/4d6456a5-5ff3-54f1-bf84-74900513d592,article,Op-Ed,Opinion,"['Driverless and Semiautonomous Vehicles', 'Electric and Hybrid Vehicles', 'Sports Utility Vehicles and Light Trucks']",18,1126,OpEd
What We Know About the Michigan High School Shooting,2021-12-01,nyt://article/4aaa4e6c-b9de-50a7-9bc1-98bfb1d57657,article,News,U.S.,"['Oxford Charter Township, Mich, Shooting (2021)']",,1463,National
The Great ‘West Side Story’ Debate,2021-12-01,nyt://article/8f7c7343-e550-5dbb-b2b0-fb013a7552e5,article,News,Theater,"['Puerto Ricans', 'Theater', 'Movies', 'Race and Ethnicity', 'Whites']",10,3343,Arts&Leisure
"Weekly Accessible Learning Activities: Melting Glaciers, Helping Adults and a Geography Quiz",2021-12-01,nyt://article/1bc9b56c-6b03-5eda-a717-33916c681676,article,News,The Learning Network,[],,339,Learning
Amazon and the Labor Shortage,2021-12-01,nyt://article/0901db7a-0176-5828-b235-0685cad58be6,article,News,Podcasts,"['Labor and Jobs', 'Shortages', 'Coronavirus (2019-nCoV)', 'audio-neutral-informative']",,317,Podcasts
"Africa, Far Behind on Vaccines",2021-12-01,nyt://article/6bc47052-ee90-5ad9-9ef9-c4d9e3a4fc34,article,briefing,Briefing,"['Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Rumors and Misinformation', 'Third World and Developing Countries']",,1592,NYTNow
A Savannah Home Melds Georgian Architecture With ’60s Flair,2021-12-01,nyt://article/29cd3dda-1ee3-5f29-9c0f-7a9ffc29d1d5,article,News,T Magazine,"['Historic Buildings and Sites', 'Restoration and Renovation', 'ARCHITECTURE', 'Design']",64,1023,TStyle
"Britain’s theatergoers cover up again, after months without masks.",2021-12-01,nyt://article/8eceebea-9094-5a49-afa6-cf45c9976b1a,article,News,Theater,"['Theater', 'Masks', 'Coronavirus (2019-nCoV)']",,431,Culture
"Stocks and oil drop again, as Omicron’s arrival in the U.S. whips markets.",2021-12-01,nyt://article/c49972ca-db95-5d16-befd-95705c6defb9,article,News,Business Day,"['Stocks and Bonds', 'Banking and Financial Institutions']",2,641,Business
Baby Tate Turns Hate Into Positivity,2021-12-01,nyt://article/599a89ea-b1f0-52db-b7c4-381f049663b7,article,News,Style,"['Rap and Hip-Hop', 'Fashion and Apparel', 'Social Media']",8,1050,Styles
Is Holiday Gift-Giving Really Worth It?,2021-12-01,nyt://article/c5af3ad5-dceb-5913-9d63-34e0bd36c1ed,article,Op-Ed,Opinion,"['Gifts', 'Christmas', 'internal-sub-only-nl']",2,1276,OpEd
What Comes Next for an Artist Whose Work Goes Viral?,2021-12-01,nyt://article/046ae635-cd68-5fd6-9419-fa5f0e3ac66d,article,News,T Magazine,"['Art', 'Video Recordings, Downloads and Streaming', 'Content Type: Personal Profile', 'Reality Television', 'Coronavirus (2019-nCoV)', 'Social Media']",54,3143,TStyle
The Debate Over Whether Omicron Will Make Inflation Worse,2021-12-01,nyt://article/9774b201-9773-5990-b01f-a7dc7b11cc41,article,News,Business Day,"['Coronavirus Omicron Variant', 'International Trade and World Market', 'Inflation (Economics)', 'Virtual Currency']",,1817,Business
What did Planned Parenthood v. Casey say?,2021-12-01,nyt://article/722e6f7e-fd55-5941-8751-9ed879ee3ca8,article,News,U.S.,"['Roe v Wade (Supreme Court Decision)', 'Pregnancy and Childbirth', 'Abortion']",,181,Washington
The Best California TV Shows,2021-12-01,nyt://article/2413fa2c-8ac4-5f0f-bfc8-bdc6a5dc359a,article,briefing,U.S.,[],,1441,National
"Scott Stewart, the lawyer representing Mississippi, was at the center of a 2017 abortion controversy.",2021-12-01,nyt://article/41579183-241b-5cbb-b1e5-3f0babf5d553,article,News,U.S.,['Abortion'],,308,Washington
Venture Capital Funding for Crypto Companies Is Surging,2021-12-01,nyt://article/eb440edb-52a6-5f29-8e3e-6da7f1c1573a,article,News,Business Day,"['Virtual Currency', 'Venture Capital', 'Blockchain (Technology)']",6,502,Business
Here’s how two flights to the Netherlands could have helped Omicron spread.,2021-12-01,nyt://article/be573fa5-9058-5360-b1a2-e5738b05dfb2,article,News,World,[],,319,Foreign
"The global economic recovery has been fast but uneven, a new report shows.",2021-12-01,nyt://article/1768e6a7-2f42-58b5-ac1b-6f9f67aedc82,article,News,Business Day,"['United States Economy', 'International Trade and World Market', 'Coronavirus (2019-nCoV)', 'Labor and Jobs']",,414,Business
"Looking Again at Amy Winehouse, 10 Years After Her Death",2021-12-01,nyt://article/d0c68e8c-bced-5d3f-9b74-72103f9e73aa,article,News,Arts,"['Music', 'Dresses', 'Fashion and Apparel', 'Museums']",15,1203,Weekend
What did Roe v. Wade say?,2021-12-01,nyt://article/800ea4b6-5624-55db-ac8e-cbedaa1d44c1,article,News,U.S.,"['Abortion', 'Roe v Wade (Supreme Court Decision)']",,162,Washington
The 10 Best Podcasts of 2021,2021-12-01,nyt://article/de14a38b-0f25-5f21-9e56-da6d48a47dda,article,News,Arts,"['Podcasts', 'Two Thousand Twenty One', 'audio-positive-happy', 'audio-neutral-informative']",19,1146,Arts&Leisure
"What You Get for $500,000",2021-12-01,nyt://slideshow/7bf94c7e-3e3e-59e3-af9f-174beffd6c0b,multimedia,Slideshow,Real Estate,['Real Estate and Housing (Residential)'],,0,Real Estate
"$500,000 Homes in Georgia, the District of Columbia and Florida",2021-12-01,nyt://article/fdc0d0ef-98e4-5b70-9fd4-d5c82ae54631,article,News,Real Estate,['Real Estate and Housing (Residential)'],8,1032,RealEstate
Best Dance of 2021,2021-12-01,nyt://article/ce907e2f-84b1-513f-ab6f-715f89664064,article,News,Arts,"['Dancing', 'Two Thousand Twenty One']",10,2426,Culture
Gov. Charlie Baker of Massachusetts Says He Won’t Run for Re-election,2021-12-01,nyt://article/99c061d6-5052-5bb9-9031-10e4b1594953,article,News,U.S.,"['Elections, Governors', 'United States Politics and Government']",23,692,Politics
The C.F.P.B. says it will scrutinize banks that rely heavily on overdraft charges.,2021-12-01,nyt://article/4e6862df-b765-5934-845d-9161f919c4d2,article,News,Business Day,[],6,786,Business
"Gen Z Pop Stars Made Their Mark in 2021. Beware, Millennial Forebears.",2021-12-01,nyt://article/d1469e5f-5a82-5e9a-907f-6e01a4e6bba6,article,News,Arts,"['Pop and Rock Music', 'Rap and Hip-Hop', 'Rhythm and Blues (Music)', 'Millennial Generation', 'Generation Z', 'Two Thousand Twenty One']",1,1359,Culture
Germany’s incoming chancellor wants vaccinations to be mandatory.,2021-12-01,nyt://article/a21f7531-cb79-56d2-9c31-40656646655e,article,News,World,"['Coronavirus (2019-nCoV)', 'Disease Rates', 'Vaccination and Immunization']",,441,Foreign
‘Stare decisis’ is likely to be much discussed in the abortion case. Here’s what it means.,2021-12-01,nyt://article/6e33a9ed-cc7b-5111-86ea-73d8919a2377,article,News,U.S.,[],,389,Washington
6 Big Beatles Moments,2021-12-01,nyt://interactive/c6b4a98d-4b36-56ba-ad35-4325f755a43c,multimedia,Interactive Feature,Arts,"['Pop and Rock Music', 'Documentary Films and Programs']",,0,Arts
Viability has shifted slightly as medicine has advanced.,2021-12-01,nyt://article/da04ff8d-fbe5-5bd0-beed-435a5a3960f2,article,News,U.S.,"['Babies and Infants', 'Pregnancy and Childbirth', 'Abortion']",,246,Washington
W.H.O. members agree to begin talks on a global pandemic treaty.,2021-12-01,nyt://article/23ca1d14-ef32-5149-8f7d-647df6d26c1f,article,News,World,"['Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Treaties', 'Coronavirus Omicron Variant']",,449,Foreign
The Michigan shooting was the deadliest on school property in the U.S. this year.,2021-12-01,nyt://article/cd9906d4-6804-5e8b-8d6d-125a61da8c32,article,News,U.S.,"['Education (K-12)', 'School Shootings and Armed Attacks', 'Oxford Charter Township, Mich, Shooting (2021)']",,276,National
The Coronavirus in a Tiny Drop,2021-12-01,nyt://interactive/33e6556b-c858-558d-a951-9fe9f7505e3b,multimedia,Interactive Feature,Science,"['Coronavirus Risks and Safety Concerns', 'Coronavirus Omicron Variant', 'Coronavirus Delta Variant', 'Coronavirus (2019-nCoV)', 'Proteins', 'Viruses']",,0,Science
Putin and West Spar Over NATO’s Military Ties to Ukraine,2021-12-01,nyt://article/d8603fdf-160a-5fcf-affc-6d534d0ab29c,article,News,World,"['United States International Relations', 'Defense and Military Forces', 'Politics and Government', 'Embargoes and Sanctions']",4,1043,Foreign
"With Armory Show, the World Is Catching Up to Carrie Mae Weems",2021-12-01,nyt://article/41393b93-d742-5141-a49b-5c38c182291b,article,News,Arts,"['Art', 'Content Type: Personal Profile', 'Black People', 'Blacks']",1,1848,Culture
The Best Charcuterie Board,2021-12-01,nyt://article/f9ac240c-ab8c-5868-8c05-5cba1e30b704,article,Letter,Food,"['Cooking and Cookbooks', 'Content Type: Service']",,517,Dining
Ghana and Nigeria are the latest African countries to detect the Omicron variant.,2021-12-01,nyt://article/f6ad58fe-2004-5ee4-8006-d56133800507,article,News,World,"['Coronavirus Omicron Variant', 'Coronavirus Delta Variant', 'Disease Rates']",,377,Foreign
Substack Expands Food Newsletters With Ruth Reichl and Others,2021-12-01,nyt://article/b1991c83-95ed-5ec5-86f2-8fbf5220e67b,article,News,Food,"['Writing and Writers', 'Cooking and Cookbooks', 'Food', 'Restaurants', 'Newsletters']",4,584,Dining
This Dinosaur Found in Chile Had a Battle Ax for a Tail,2021-12-01,nyt://article/601e3d19-ff6b-50e6-93d2-ce13c39246e1,article,News,Science,"['Dinosaurs', 'Fossils', 'Paleontology', 'Research', 'your-feed-science', 'your-feed-animals']",2,842,Science
The World Chess Championship Has Everything but Wins and Losses,2021-12-01,nyt://article/6b75048c-b337-59d5-b085-a1445566e6e4,article,News,Sports,['Chess'],9,697,Sports
"Cutting a Banksy Into 10,000 (Digital) Pieces",2021-12-01,nyt://article/4f8e9ed5-99c0-5b29-b3f4-376584b70473,article,News,Arts,"['Auctions', 'Nonfungible Tokens (NFTs)', 'Art', 'Virtual Currency']",3,1105,Culture
Floods Are Threatening a Treasure Trove of American Heritage,2021-12-01,nyt://article/b56a3466-8db7-5c01-82d2-85ecac5b55be,article,News,Climate,"['Global Warming', 'Greenhouse Gas Emissions']",,1048,Climate
Why isn’t the Ghislaine Maxwell trial being televised?,2021-12-01,nyt://article/ad9a104a-62c2-5ca9-bc2e-5f359f86d242,article,News,New York,[],,485,Metro
An Integration Plan Leads a Student to a New School: ‘His Whole Life Changed’,2021-12-01,nyt://article/f797c120-3715-5f64-978e-495d1bd77531,article,News,U.S.,"['School Shootings and Armed Attacks', 'Education (K-12)', 'Admissions Standards', 'Segregation and Desegregation', 'Black People', 'Blacks', 'Race and Ethnicity', 'Education', 'Colleges and Universities', 'Oxford Charter Township, Mich, Shooting (2021)', 'Coronavirus (2019-nCoV)', 'Scholarships and Fellowships', 'Mass Shootings', 'Education (Secondary)']",,1623,National
New E.U. Measures Set to Restrict Asylum Rights at the Belarus Border,2021-12-01,nyt://article/1083810a-39fa-545e-9594-80cfb23e2a43,article,News,World,"['Belarus-Poland Border Crisis (2021- )', 'Asylum, Right of', 'Human Rights and Human Rights Violations']",8,841,Foreign
"Trump Tested Positive for Virus Days Before Debate, 2 Ex-Officials Say",2021-12-01,nyt://article/4aa0bb04-959c-5fa6-a149-6a2de212892b,article,News,U.S.,"['Coronavirus (2019-nCoV)', 'White House Coronavirus Outbreak (2020)', 'Debates (Political)', 'United States Politics and Government']",20,696,Washington
"‘The Mood Room’ Review: 1980s Anomie, California Style",2021-12-01,nyt://article/412f1af6-3a21-5a5b-a9e5-0b61b0430c33,article,News,Arts,['Dancing'],7,566,Culture
A Top Official Says the Fed Will ‘Grapple’ With a Faster Bond-Buying Taper,2021-12-01,nyt://article/6b79e936-c998-593b-b4e6-2708b1824b44,article,News,Business Day,"['United States Economy', 'Coronavirus Omicron Variant', 'Inflation (Economics)', 'Stimulus (Economic)', 'Quantitative Easing', 'Labor and Jobs', 'Shortages']",7,1148,Business
‘I Was Skeptical.’ How Sondheim Agreed to Change ‘Company.’,2021-12-01,nyt://article/7e65f38c-093a-5e6f-a78e-703896e41d31,article,News,Theater,"['Theater', 'Music']",8,2866,Arts&Leisure
The U.S. tells airlines to identify travelers from southern Africa.,2021-12-01,nyt://article/74c60aed-e1f2-566e-8206-904b65cb1548,article,News,Health,"['Coronavirus (2019-nCoV)', 'AIRLINES AND AIRPLANES', 'Coronavirus Omicron Variant']",,567,Science
6 Hurt as Midnight Explosion Rocks Brooklyn Block,2021-12-01,nyt://article/d6b7aaf4-9f66-5cd5-a5e7-96844ec89021,article,News,New York,"['Fires and Firefighters', 'Explosions (Accidental)']",25,483,Metro
